Time,Country,"Core CPI,not seas.adj,,,","Core CPI / CPI, not seas. adj.","CPI Price, seas. adj.,,,",CPI seasonal / CPI not seasonal,"CPI Price, % y-o-y, not seas. adj.,,","Core CPI,seas.adj,,,","Core CPI / CPI, seas. adj.",Core CPI Seasonal / Core CPI Not Seasonal,"CPI Price,not seas.adj,,,","GDP,current US$,millions,seas. adj.,","Stock Markets, US$, Billions","Unemployment rate,Percent,,,","Industrial Production, constant US$, seas. adj.,,","Industrial Production, constant US$,,,",Industrial Production % of GDP,"Imports Merchandise, Customs, current US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, current US$, millions, seas. adj.","Export-Import Ratio, seas. adj.","Import-Export Ratio, seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exchange rate, old LCU per USD extended forward, period average,,","Exchange rate, new LCU per USD extended backward, period average,, (USD to EURO)","Retail Sales Volume,Index,,,"
1990Q4 [1990Q4],Germany,..,,..,,..,..,,,..,484822.2711,..,..,..,..,,106483.3321,112286.1186,108334.4101,-0.003818054801402035,0.003818054801402035,115179,..,..,..
1990Q4 [1990Q4],India,..,,..,,..,..,,,..,..,..,..,..,..,,6628.716208,6829,4505.849992,,,4483,..,..,..
1990Q4 [1990Q4],Italy,..,,..,,..,..,,,..,257582.946,..,..,..,..,,29896.91981,31095.78619,29463.92815,0.001680979531929104,-0.001680979531929104,39464.03208,..,..,..
1990Q4 [1990Q4],Japan,..,,..,,..,..,,,..,889266.0254,..,..,..,..,,66953.21342,69992.65342,79202,-0.013774040872066807,0.013774040872066807,80886,..,..,..
1990Q4 [1990Q4],United Kingdom,..,,..,,..,..,,,..,331059.4587,..,..,..,..,,108975.8714,51054,50491,0.17665972037064773,-0.17665972037064773,47020,..,..,..
1990Q4 [1990Q4],United States,..,,..,,..,..,,,..,1501200,..,..,..,..,,125662.5853,130290.8,101874,0.015846379762856386,-0.015846379762856386,101466.3,..,..,..
1991 [1991],Brazil,0.004772967,0.9727957707854754,0.004962841,1.0114946815850097,411.0501859,..,,,0.004906443,..,..,..,312844000000,346316000000,,20987.25195,21041,31699.90578,,,31623,3.5E-4,3.5E-4,..
1991 [1991],Canada,74.7311828,1.0392540241264083,71.46199053,0.9937907905076778,5.621377395,..,,,71.90848538,612324.4969,27.01042341,10.31666667,158917000000,..,,..,..,128548,,,131.2224249,1.146180083,1.146180083,..
1991 [1991],China,..,,42.67053278,1.0057048985781323,3.586242722,..,,,42.42848259,..,..,..,..,..,,63315.7308,63654.66126,71651.92577,,,71970,5.334966938,5.334966938,..
1991 [1991],France,..,,74.02190091,0.995467860156668,3.211859172,..,,,74.35890587,1378741.973,35.82092556,7.8,331299000000,337788000000,0.24499725591512111,..,224241,269931.3234,,,269407.5559,5.639525198,0.793838484,..
1991 [1991],Germany,..,,70.99065085,1.001008846355796,4.223307378,..,,,70.91910437,2008670.892,..,4.864885406,813061000000,895844000000,0.4459884411965681,415735.3351,415733.9783,403246.4285,0.00621749767457677,-0.00621749767457677,402876,1.658766224,0.793838484,102.4832646
1991 [1991],India,..,,27.16960067,0.9976547967235826,13.8675922,..,,,27.23346869,..,17.10401969,..,147443000000,142722000000,,20532.75606,20488,402.7669993,,,401.23,22.69400198,22.69400198,..
1991 [1991],Italy,..,,59.96054891,0.998500170221655,6.30202276,..,,,60.05061461,1006285.343,..,..,483284000000,540023000000,0.5366499708621911,..,..,..,,,169602,1239.53527,0.793838484,..
1991 [1991],Japan,97.56629742,1.0004321270989447,97.22820971,0.9969654196824964,3.250968995,..,,,97.52415459,3590619.168,154.319189,2.099017901,1765090000000,1933490000000,0.5384837292775239,237740.354,237321.2993,315747,-0.02172512381574854,0.02172512381574854,315224,134.5139626,134.5139626,68.37968834
1991 [1991],United Kingdom,..,,67.99159309,0.9948464203487717,7.508532844,..,,,68.34380835,1247250.648,46.87576444,8.825,444160000000,471516000000,0.3780443014851013,..,..,103950.8554,,,103939,0.566691958,0.566691958,..
1991 [1991],United States,64.56945618,1.0273287707978487,62.60881826,0.9961341493235989,4.215830091,64.41315065,1.0288191414587484,0.9975792651936812,62.85179391,6158100,27.97503651,6.85,2001920000000,2007990000000,0,488728.8845,488453.1,421922.9,0.010848473473961118,-0.010848473473961118,421730,1,1,..
1991Q1 [1991Q1],Brazil,..,,..,,..,..,,,..,..,..,..,..,..,,4794.944138,4330,8466.453157,,,7812,..,..,..
1991Q1 [1991Q1],Canada,..,,..,,..,..,,,..,150059.6844,..,..,..,..,,29649.7,34685,30931.5,-0.008541934531750882,0.008541934531750882,30.78141789,..,..,..
1991Q1 [1991Q1],China,..,,..,,..,..,,,..,..,..,..,..,..,,14769.863,11102.19675,17142.59711,,,13390,..,..,..
1991Q1 [1991Q1],France,..,,..,,..,..,,,..,365600.045,..,..,..,..,,61041,61475,79230.66951,-0.04975291923172495,0.04975291923172495,76898.12876,..,..,..
1991Q1 [1991Q1],Germany,..,,..,,..,..,,,..,529221.7542,..,..,..,..,,112410.5093,110551.4741,110007.5032,0.004540641198003116,-0.004540641198003116,108143,..,..,..
1991Q1 [1991Q1],India,..,,..,,..,..,,,..,..,..,..,..,..,,6248.625265,6126,85.72795163,,,93.41,..,..,..
1991Q1 [1991Q1],Italy,..,,..,,..,..,,,..,268373.8141,..,..,..,..,,39076.13906,39716.32918,28128.68744,0.04079180249650146,-0.04079180249650146,43429,..,..,..
1991Q1 [1991Q1],Japan,..,,..,,..,..,,,..,884427.6825,..,..,..,..,,63052.18058,61668.08569,78073,-0.016983660413637042,0.016983660413637042,75961,..,..,..
1991Q1 [1991Q1],United Kingdom,..,,..,,..,..,,,..,329913.5208,..,..,..,..,,101394.582,51284,23910.79576,0.2348608994627176,-0.2348608994627176,23924,..,..,..
1991Q1 [1991Q1],United States,..,,..,,..,..,,,..,1508800,..,..,..,..,,121560.5361,115927.9,102338.9,0.012739684583775187,-0.012739684583775187,102759.5,..,..,..
1991Q2 [1991Q2],Brazil,..,,..,,..,..,,,..,..,..,..,..,..,,5041.511538,5034,8587.810103,,,8747,..,..,..
1991Q2 [1991Q2],Canada,..,,..,,..,..,,,..,152621.8501,..,..,..,..,,44.3106041,34341,31869,-0.20851987690522694,0.20851987690522694,34.22650575,..,..,..
1991Q2 [1991Q2],China,..,,..,,..,..,,,..,..,..,..,..,..,,15701.39826,15612.95779,17239.67331,,,17070,..,..,..
1991Q2 [1991Q2],France,..,,..,,..,..,,,..,328603.4095,..,..,..,..,,75.66501089,54018,61106.75636,-0.18572872217599434,0.18572872217599434,62308.32518,..,..,..
1991Q2 [1991Q2],Germany,..,,..,,..,..,,,..,477358.693,..,..,..,..,,101510.2135,101045.2888,93429.87729,0.016927179348549107,-0.016927179348549107,93507,..,..,..
1991Q2 [1991Q2],India,..,,..,,..,..,,,..,..,..,..,..,..,,4878.673634,4839,87.43062758,,,83.75,..,..,..
1991Q2 [1991Q2],Italy,..,,..,,..,..,,,..,235948.4062,..,..,..,..,,114.3733209,117.4866997,32011.77297,-0.13518802759812837,0.13518802759812837,41974,..,..,..
1991Q2 [1991Q2],Japan,..,,..,,..,..,,,..,870253.5547,..,..,..,..,,56548.91415,56190.71044,75023,-0.021228394587102288,0.021228394587102288,73889,..,..,..
1991Q2 [1991Q2],United Kingdom,..,,..,,..,..,,,..,299652.5587,..,..,..,..,,235.2512488,50167,26240.56452,-0.08678488641652303,0.08678488641652303,26343,..,..,..
1991Q2 [1991Q2],United States,..,,..,,..,..,,,..,1531700,..,..,..,..,,119213.1265,119157.2,105338.5,0.009058318534961153,-0.009058318534961153,107640.4,..,..,..
1991Q3 [1991Q3],Brazil,..,,..,,..,..,,,..,..,..,..,..,..,,5476.099121,5614,7115.97079,,,7436,..,..,..
1991Q3 [1991Q3],Canada,..,,..,,..,..,,,..,154033.7856,..,..,..,..,,43.18151842,34175,32970.4,-0.21376620949306852,0.21376620949306852,31.92790436,..,..,..
1991Q3 [1991Q3],China,..,,..,,..,..,,,..,..,..,..,..,..,,16524.07877,16428.75502,18789.82528,,,19090,..,..,..
1991Q3 [1991Q3],France,..,,..,,..,..,,,..,329193.0632,..,..,..,..,,92.32029348,50472,59610.7561,-0.18080100239038088,0.18080100239038088,57112.14961,..,..,..
1991Q3 [1991Q3],Germany,..,,..,,..,..,,,..,475877.3052,..,..,..,..,,99489.93828,97204.73655,96684.8648,0.005894530899768587,-0.005894530899768587,93930,..,..,..
1991Q3 [1991Q3],India,..,,..,,..,..,,,..,..,..,..,..,..,,4418.907408,4441,111.778582,,,109.52,..,..,..
1991Q3 [1991Q3],Italy,..,,..,,..,..,,,..,239230.8715,..,..,..,..,,130.2293986,129.2299377,28085.67741,-0.1168555205108635,0.1168555205108635,37384,..,..,..
1991Q3 [1991Q3],Japan,..,,..,,..,..,,,..,886740.5067,..,..,..,..,,56704.17253,57507.02813,78503,-0.024583096526315476,0.024583096526315476,79642,..,..,..
1991Q3 [1991Q3],United Kingdom,..,,..,,..,..,,,..,298454.5757,..,..,..,..,,248.1893604,49602,26797.36483,-0.08895549819375746,0.08895549819375746,25237,..,..,..
1991Q3 [1991Q3],United States,..,,..,,..,..,,,..,1551500,..,..,..,..,,122190.784,123922.1,104885.4,0.011153969706735422,-0.011153969706735422,101467.9,..,..,..
1991Q4 [1991Q4],Brazil,..,,..,,..,..,,,..,..,..,..,..,..,,5674.697148,6063,7529.671732,,,7628,..,..,..
1991Q4 [1991Q4],Canada,..,,..,,..,..,,,..,155609.1767,..,..,..,..,,40.13048635,34944,32777.1,-0.21037942753700076,0.21037942753700076,34.28659685,..,..,..
1991Q4 [1991Q4],China,..,,..,,..,..,,,..,..,..,..,..,..,,16320.39077,20510.75169,18479.83006,,,22420,..,..,..
1991Q4 [1991Q4],France,..,,..,,..,..,,,..,355345.4557,..,..,..,..,,109.9784531,58276,69983.14141,-0.19663446326970996,0.19663446326970996,73088.95233,..,..,..
1991Q4 [1991Q4],Germany,..,,..,,..,..,,,..,526213.1398,..,..,..,..,,102324.674,106932.4789,103124.1831,-0.0015193636181412506,0.0015193636181412506,107296,..,..,..
1991Q4 [1991Q4],India,..,,..,,..,..,,,..,..,..,..,..,..,,4986.549752,5082,117.8298381,,,114.55,..,..,..
1991Q4 [1991Q4],Italy,..,,..,,..,..,,,..,262732.2508,..,..,..,..,,114.3643669,113.0879163,30584.33127,-0.11597345514424376,0.11597345514424376,46815,..,..,..
1991Q4 [1991Q4],Japan,..,,..,,..,..,,,..,949197.4242,..,..,..,..,,61435.08671,61955.475,84148,-0.02392854501174277,0.02392854501174277,85732,..,..,..
1991Q4 [1991Q4],United Kingdom,..,,..,,..,..,,,..,319229.9933,..,..,..,..,,196.4664162,51368,27002.13029,-0.08396975358330154,0.08396975358330154,28435,..,..,..
1991Q4 [1991Q4],United States,..,,..,,..,..,,,..,1566100,..,..,..,..,,125764.438,129445.9,109360.1,0.010474642743119844,-0.010474642743119844,109862.2,..,..,..
1992 [1992],Brazil,0.050704182,0.98868113911476,0.052050735,1.0149375838774108,948.8091423,..,,,0.051284666,..,..,..,302697000000,333381000000,,20528.8016,20554,35746.43528,,,35793,0.001787298,0.001787298,..
1992 [1992],Canada,76.27688172,1.0451748911326444,72.52446747,0.9937578815906826,1.486772109,75.93666369,1.0470488972761016,0.9955396966639396,72.98001738,594603.8772,25.24417021,11.21666667,160927000000,..,,182.5640945,149438,134811,-0.22641701655136803,0.22641701655136803,137.5622228,1.208819412,1.208819412,..
1992 [1992],China,..,,45.39041342,1.0058609443252455,6.374142665,..,,,45.12593284,488521.7816,..,..,..,..,,79248.09615,80386.20378,84266.04511,-0.0102716995413496,0.0102716995413496,84940,5.528120069,5.528120069,..
1992 [1992],France,..,,75.77610036,0.9955269672582266,2.36983842,..,,,76.11657228,1496058.411,38.78688086,8.65,326962000000,335191000000,0.22404940711903795,421.4331192,231540,306322.3457,-0.20447123610389567,0.20447123610389567,305860.6616,5.295486376,0.756698971,..
1992 [1992],Germany,..,,74.59546926,1.0011140403994425,5.077877675,..,,,74.51245937,2250599.123,..,5.764562669,795165000000,883424000000,0.39252836765634874,430845.1487,430890.6618,430373.6988,2.0947750986927176E-4,-2.0947750986927176E-4,430196,1.562161748,0.756698971,105.8393067
1992 [1992],India,..,,30.37460438,0.9977313058508682,11.79628568,..,,,30.44367176,..,28.04744323,..,151751000000,146769000000,,21749.28871,21743,509.4000376,,,508.72,28.10749732,28.10749732,..
1992 [1992],Italy,..,,63.03766469,0.9984949494282197,5.131900624,..,,,63.13268257,1108353.234,..,..,478207000000,539117000000,0.48641261960715315,521.875597,522.2294295,136015.0066,-0.12224724649741041,0.12224724649741041,178027,1232.47903,0.756698971,..
1992 [1992],Japan,100.0839208,1.0084951407718494,98.9371469,0.9969396791505458,1.757655723,..,,,99.24085576,3909206.996,122.5661528,2.151389156,1657200000000,1815150000000,0.46432690872018484,233229.0165,233099.9344,340013,-0.027316021794001725,0.027316021794001725,339650,126.7324488,126.7324488,72.88318789
1992 [1992],United Kingdom,..,,70.90330903,0.9949081334980711,4.282464656,..,,,71.26618694,1288018.149,48.22303994,9.966666667,445637000000,473548000000,0.3676563100975373,1023.934088,219586,107804.0166,-0.08290262260271924,0.08290262260271924,107863,0.569635331,0.569635331,..
1992 [1992],United States,66.93216894,1.033614269477877,64.51313789,0.9962578674489596,3.041615667,66.7700057,1.034983072964892,0.9975772002824925,64.75546141,6520400,31.36491578,7.491666667,2060560000000,2066810000000,0,532586.8398,532661.7,448163.5,0.012947570670511005,-0.012947570670511005,448164.5,1,1,59.56256661
1992Q1 [1992Q1],Brazil,..,,..,,..,..,,,..,..,..,..,..,..,,5139.184875,4630,8530.348208,,,7845,..,..,..
1992Q1 [1992Q1],Canada,..,,..,,..,..,,,..,150748.8634,..,..,..,..,,41.23061683,34683,32714,-0.21673642272496232,0.21673642272496232,32.83177782,..,..,..
1992Q1 [1992Q1],China,..,,..,,..,..,,,..,110902.2101,..,..,..,..,,18231.60083,13724.71324,19112.45198,-0.00794259329192577,0.00794259329192577,14961,..,..,..
1992Q1 [1992Q1],France,..,,..,,..,..,,,..,362573.7367,..,..,..,..,,98.01635508,58576,76198.15192,-0.2098887146585761,0.2098887146585761,74289.70716,..,..,..
1992Q1 [1992Q1],Germany,..,,..,,..,..,,,..,541299.1107,..,..,..,..,,110451.534,108608.9552,108089.6701,0.004363324922048494,-0.004363324922048494,106491,..,..,..
1992Q1 [1992Q1],India,..,,..,,..,..,,,..,..,..,..,..,..,,5117.816672,5033,121.670524,,,132.6,..,..,..
1992Q1 [1992Q1],Italy,..,,..,,..,..,,,..,269444.7519,..,..,..,..,,106.8423478,106.9606997,31969.25318,-0.11825211145335357,0.11825211145335357,43173,..,..,..
1992Q1 [1992Q1],Japan,..,,..,,..,..,,,..,956605.4707,..,..,..,..,,58210.50441,56984.36013,83174,-0.026095915562486652,0.026095915562486652,81596,..,..,..
1992Q1 [1992Q1],United Kingdom,..,,..,,..,..,,,..,321057.8368,..,..,..,..,,270.7848526,51599,25567.89467,-0.07879299901082495,0.07879299901082495,25606,..,..,..
1992Q1 [1992Q1],United States,..,,..,,..,..,,,..,1590800,..,..,..,..,,128037.6827,122403.8,110313.9,0.011141427395021379,-0.011141427395021379,111228.7,..,..,..
1992Q2 [1992Q2],Brazil,..,,..,,..,..,,,..,..,..,..,..,..,,4724.759207,4725,8362.145943,,,8551,..,..,..
1992Q2 [1992Q2],Canada,..,,..,,..,..,,,..,149624.6051,..,..,..,..,,46.88447953,36330,33494.5,-0.22354355086261143,0.22354355086261143,35.81628095,..,..,..
1992Q2 [1992Q2],China,..,,..,,..,..,,,..,119558.5439,..,..,..,..,,19299.656,19212.35831,20722.69035,-0.011902406165052013,0.011902406165052013,20608,..,..,..
1992Q2 [1992Q2],France,..,,..,,..,..,,,..,364821.6376,..,..,..,..,,80.21150877,57567,73490.0103,-0.2012210659273407,0.2012210659273407,75256.03613,..,..,..
1992Q2 [1992Q2],Germany,..,,..,,..,..,,,..,547414.1347,..,..,..,..,,104998.8934,104669.1477,101326.29,0.006709003599281754,-0.006709003599281754,101609,..,..,..
1992Q2 [1992Q2],India,..,,..,,..,..,,,..,..,..,..,..,..,,5681.720224,5624,122.0073371,,,116.85,..,..,..
1992Q2 [1992Q2],Italy,..,,..,,..,..,,,..,268908.433,..,..,..,..,,117.7840576,120.8168484,34578.79698,-0.1281514772071131,0.1281514772071131,45559,..,..,..
1992Q2 [1992Q2],Japan,..,,..,,..,..,,,..,951899.7448,..,..,..,..,,57398.88975,57394.05182,82825,-0.026710911930480852,0.026710911930480852,81301,..,..,..
1992Q2 [1992Q2],United Kingdom,..,,..,,..,..,,,..,328455.9909,..,..,..,..,,248.4033053,53001,26892.73402,-0.08111994134036665,0.08111994134036665,26972,..,..,..
1992Q2 [1992Q2],United States,..,,..,,..,..,,,..,1617700,..,..,..,..,,130728.4315,130881.8,110926.5,0.012240793410397481,-0.012240793410397481,112984.5,..,..,..
1992Q3 [1992Q3],Brazil,..,,..,,..,..,,,..,..,..,..,..,..,,5105.792617,5222,9059.189715,,,9481,..,..,..
1992Q3 [1992Q3],Canada,..,,..,,..,..,,,..,150138.246,..,..,..,..,,48.13448181,38107,34210.8,-0.22754139220588737,0.22754139220588737,33.28449365,..,..,..
1992Q3 [1992Q3],China,..,,..,,..,..,,,..,127998.3485,..,..,..,..,,19555.55853,19438.55427,21569.82336,-0.015736647024004378,0.015736647024004378,21873,..,..,..
1992Q3 [1992Q3],France,..,,..,,..,..,,,..,400927.9263,..,..,..,..,,108.5284923,57194,83683.53192,-0.2084539338503545,0.2084539338503545,79919.86311,..,..,..
1992Q3 [1992Q3],Germany,..,,..,,..,..,,,..,602836.1431,..,..,..,..,,111979.4722,109597.98,115466.4976,-0.005784366846467535,0.005784366846467535,112182,..,..,..
1992Q3 [1992Q3],India,..,,..,,..,..,,,..,..,..,..,..,..,,5574.782866,5621,131.7664081,,,128.94,..,..,..
1992Q3 [1992Q3],Italy,..,,..,,..,..,,,..,298078.1023,..,..,..,..,,153.6214371,152.3526924,33296.25561,-0.11118775219369743,0.11118775219369743,45210,..,..,..
1992Q3 [1992Q3],Japan,..,,..,,..,..,,,..,995672.2941,..,..,..,..,,58668.39221,59328.83906,86874,-0.028328203925263768,0.028328203925263768,87786,..,..,..
1992Q3 [1992Q3],United Kingdom,..,,..,,..,..,,,..,346607.6964,..,..,..,..,,278.3009936,55673,26701.82914,-0.07623468382509926,0.07623468382509926,25204,..,..,..
1992Q3 [1992Q3],United States,..,,..,,..,..,,,..,1641700,..,..,..,..,,135508.8764,137430.2,111416.2,0.01467544399098496,-0.01467544399098496,107629,..,..,..
1992Q4 [1992Q4],Brazil,..,,..,,..,..,,,..,..,..,..,..,..,,5559.064901,5977,9794.751413,,,9916,..,..,..
1992Q4 [1992Q4],Canada,..,,..,,..,..,,,..,144092.1627,..,..,..,..,,46.31451628,40318,34391.7,-0.2383570684217373,0.2383570684217373,35.62967042,..,..,..
1992Q4 [1992Q4],China,..,,..,,..,..,,,..,130062.6791,..,..,..,..,,22161.28079,28010.57796,22861.07943,-0.005380472283382335,0.005380472283382335,27498,..,..,..
1992Q4 [1992Q4],France,..,,..,,..,..,,,..,367735.1099,..,..,..,..,,134.6767631,58203,72950.65154,-0.19801202772479684,0.19801202772479684,76395.0552,..,..,..
1992Q4 [1992Q4],Germany,..,,..,,..,..,,,..,559049.7347,..,..,..,..,,103415.2491,108014.579,105491.2412,-0.0037134300781200297,0.0037134300781200297,109914,..,..,..
1992Q4 [1992Q4],India,..,,..,,..,..,,,..,..,..,..,..,..,,5374.968953,5465,133.9557683,,,130.33,..,..,..
1992Q4 [1992Q4],Italy,..,,..,,..,..,,,..,271921.9468,..,..,..,..,,143.6277545,142.0991889,36170.70082,-0.13249049401664553,0.13249049401664553,44085,..,..,..
1992Q4 [1992Q4],Japan,..,,..,,..,..,,,..,1005029.487,..,..,..,..,,58951.23008,59392.68335,87140,-0.02804770435556385,0.02804770435556385,88967,..,..,..
1992Q4 [1992Q4],United Kingdom,..,,..,,..,..,,,..,291896.6253,..,..,..,..,,226.4449366,59313,28641.55877,-0.09734649656944834,0.09734649656944834,30081,..,..,..
1992Q4 [1992Q4],United States,..,,..,,..,..,,,..,1670200,..,..,..,..,,138311.8492,141945.9,115506.9,0.013654022991258534,-0.013654022991258534,116322.3,..,..,..
1993 [1993],Brazil,1.022410759,0.9838897325192647,1.058008375,1.0181461491074664,1932.648304,..,,,1.039151772,..,..,..,324937000000,358420000000,,25165.44396,25256,38567.89467,,,38553,0.032091361,0.032091361,..
1993 [1993],Canada,77.78524492,1.0463282069031767,73.87737478,0.9937614924754982,1.865449494,77.42343146,1.0479992242626357,0.9953485592238976,74.34115262,579068.2591,26.70465598,11.375,168697000000,..,,204.9063104,167593,146943.3,-0.25340431181233086,0.25340431181233086,149.9266953,1.290285343,1.290285343,..
1993 [1993],China,..,,52.02973824,1.0060659918147394,14.62715213,..,,,51.71602923,611084.8456,..,..,..,..,,101305.8646,103225.1263,90594.1673,0.017528985339969622,-0.017528985339969622,91743,5.789434775,5.789434775,..
1993 [1993],France,..,,77.36196754,0.9954135752786003,2.092832924,..,,,77.71841721,1360745.34,38.81070255,9.65,314371000000,322589000000,0.2370678704657552,506.1463901,196722,245844.6894,-0.1802971767001605,0.1802971767001605,246054.1877,5.663589056,0.839725496,..
1993 [1993],Germany,..,,77.91262136,1.0007656200545891,4.446854664,..,,,77.85301553,2083612.474,..,6.931370078,735396000000,817702000000,0.3924443773511408,345261.916,345083.9602,379936.8413,-0.016641734359284673,0.016641734359284673,380066,1.653682665,0.839725496,93.40435908
1993 [1993],India,..,,32.29615248,0.9977161080583908,6.326166653,..,,,32.37008225,..,21.82376386,..,154771000000,149564000000,,22321.07788,22330,658.27912,,,656.9,31.1923418,31.1923418,..
1993 [1993],Italy,..,,65.83547521,0.998497186662536,4.438315618,..,,,65.93456255,1027430.231,..,..,466472000000,526059000000,0.5120143286887574,645.7190253,646.0254188,166845,-0.16176210895890994,0.16176210895890994,169232,1571.860919,0.839725496,..
1993 [1993],Japan,101.510574,1.0103121613931338,100.1641366,0.9969113694739142,1.240170886,..,,,100.4744651,4463778.347,147.5631697,2.503290788,1595020000000,1744900000000,0.3909020261215941,241653.8278,241608.5386,362207,-0.027006979923414193,0.027006979923414193,362130,111.2102321,111.2102321,81.57230824
1993 [1993],United Kingdom,..,,72.68761332,0.9949102913431406,2.516531749,..,,,73.05946471,1155726.887,48.98706041,10.4,455376000000,483899000000,0.4186966708510953,834.3835958,258220,122262.6387,-0.10506656587301494,0.10506656587301494,122229,0.665619252,0.665619252,..
1993 [1993],United States,69.14342575,1.0371489930286986,66.4289524,0.9964319867331907,2.969650175,68.98333432,1.0384528406321818,0.9976846471191803,66.6668205,6858500,33.63553759,6.908333333,2128250000000,2134710000000,0,580372.8664,580656.2,465091,0.016808612145512877,-0.016808612145512877,465089.9,1,1,62.56412075
1993Q1 [1993Q1],Brazil,..,,..,,..,..,,,..,..,..,..,..,..,,5747.543401,5231,10108.55726,,,9211,..,..,..
1993Q1 [1993Q1],Canada,..,,..,,..,..,,,..,145424.9669,..,..,..,..,,49.98457684,42090,35954.2,-0.246891687091455,0.246891687091455,35.87121661,..,..,..
1993Q1 [1993Q1],China,..,,..,,..,..,,,..,136634.5722,..,..,..,..,,22625.93036,17214.4569,20303.61351,0.016996553746299936,-0.016996553746299936,16087,..,..,..
1993Q1 [1993Q1],France,..,,..,,..,..,,,..,345182.2113,..,..,..,..,,124.2095499,50044,63240.39338,-0.1828488889748879,0.1828488889748879,62038.97588,..,..,..
1993Q1 [1993Q1],Germany,..,,..,,..,..,,,..,524166.346,..,..,..,..,,88171.4936,86698.85284,96054.43435,-0.015039005861700237,0.015039005861700237,94573,..,..,..
1993Q1 [1993Q1],India,..,,..,,..,..,,,..,..,..,..,..,..,,5256.931357,5183,147.4661842,,,160.78,..,..,..
1993Q1 [1993Q1],Italy,..,,..,,..,..,,,..,258880.2721,..,..,..,..,,140.7731262,141.2973574,40060,-0.15419957090581254,0.15419957090581254,39371,..,..,..
1993Q1 [1993Q1],Japan,..,,..,,..,..,,,..,1031022.794,..,..,..,..,,59259.72052,58154.45411,87325,-0.027220813781542834,0.027220813781542834,87688,..,..,..
1993Q1 [1993Q1],United Kingdom,..,,..,,..,..,,,..,280204.3272,..,..,..,..,,207.8827272,60795,30082.38375,-0.10661684393430737,0.10661684393430737,30195,..,..,..
1993Q1 [1993Q1],United States,..,,..,,..,..,,,..,1682400,..,..,..,..,,140228.5784,134619,113707,0.015764133618640038,-0.015764133618640038,114026.8,..,..,..
1993Q2 [1993Q2],Brazil,..,,..,,..,..,,,..,..,..,..,..,..,,6012.545006,6007,8933.132646,,,9150,..,..,..
1993Q2 [1993Q2],Canada,..,,..,,..,..,,,..,146695.9907,..,..,..,..,,53.93125358,41794,37016.2,-0.2519650916841315,0.2519650916841315,39.50293284,..,..,..
1993Q2 [1993Q2],China,..,,..,,..,..,,,..,148087.4817,..,..,..,..,,23409.25537,23320.43317,21183.82149,0.015027832565269428,-0.015027832565269428,21058,..,..,..
1993Q2 [1993Q2],France,..,,..,,..,..,,,..,350274.8641,..,..,..,..,,101.9852429,51724,65163.42929,-0.18574397056514338,0.18574397056514338,66668.81558,..,..,..
1993Q2 [1993Q2],Germany,..,,..,,..,..,,,..,536419.4597,..,..,..,..,,88544.71982,88414.37663,95478.48275,-0.012926009309725265,0.012926009309725265,96216,..,..,..
1993Q2 [1993Q2],India,..,,..,,..,..,,,..,..,..,..,..,..,,5526.996594,5469,169.153842,,,162.46,..,..,..
1993Q2 [1993Q2],Italy,..,,..,,..,..,,,..,263714.6771,..,..,..,..,,145.7830642,148.926225,42794,-0.1617210593084582,0.1617210593084582,44561,..,..,..
