,Time,Country,"Core CPI,not seas.adj,,,","Core CPI / CPI, not seas. adj.","CPI Price, seas. adj.,,,",CPI seasonal / CPI not seasonal,"CPI Price, % y-o-y, not seas. adj.,,","Core CPI,seas.adj,,,","Core CPI / CPI, seas. adj.",Core CPI Seasonal / Core CPI Not Seasonal,"CPI Price,not seas.adj,,,","GDP,current US$,millions,seas. adj.,","Stock Markets, US$, Billions","Unemployment rate,Percent,,,","Industrial Production, constant US$, seas. adj.,,",Industrial Production % of GDP,"Industrial Production, constant US$,,,","Imports Merchandise, Customs, current US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, current US$, millions, seas. adj.","Export-Import Ratio, seas. adj.","Import-Export Ratio, seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exchange rate, old LCU per USD extended forward, period average,,","Exchange rate, new LCU per USD extended backward, period average,, (USD to EURO)","Retail Sales Volume,Index,,,",GDP to Unemployment Rate Correlaton,Retail Sales Volume to CPI Correlaton,Stock Market Value to CPI Correlaton
510,1997Q1 [1997Q1],Brazil,,,,,,,,,,220266.9996,,,,,,12544.77012,11443,12201.28074,0.0015594227942622,-0.0015594227942622,10648,,,,,,
511,1997Q1 [1997Q1],Canada,,,,,,,,,,163975.1762,,,,,,62.05663622,52223,54568.3,-0.332405456892444,0.332405456892444,54.87863796,,,,,,
512,1997Q1 [1997Q1],China,,,,,,,,,,231265.3519,,,,,,36045.9417,28810.4677,42677.83966,-0.0286765739247773,0.0286765739247773,35534,,,,,,
513,1997Q1 [1997Q1],France,,,,,,,,,,374469.0928,,,,,,139.4079119,65706,83741.20253,-0.2232541916690327,0.2232541916690327,83465.83757,,,,,,
514,1997Q1 [1997Q1],Germany,,,,,,,,,,571901.0947,,,,,,111149.9914,109934.7904,125409.5361,-0.024933585251275,0.024933585251275,122620,,,,,,
515,1997Q1 [1997Q1],India,,,,,,,,,,100479.7248,,,,,,10884.77548,11016,305.565666,0.1052870102406968,-0.1052870102406968,328.35,,,,,,
516,1997Q1 [1997Q1],Italy,,,,,,,,,,315590.6316,,,,,,150.4408643,152.4335207,59173,-0.1870225324385072,0.1870225324385072,57384,,,,,,
517,1997Q1 [1997Q1],Japan,,,,,,,,,,1098357.944,,,,,,88019.30419,87636.12526,103304,-0.0139159514377764,0.0139159514377764,99469,,,,,,
518,1997Q1 [1997Q1],United Kingdom,,,,,,,,,,382873.1316,,,,,,231.0400914,77292,42061.62383,-0.1092544247327905,0.1092544247327905,41913,,,,,,
519,1997Q1 [1997Q1],United States,,,,,,,,,,2090700,,,,,,210387.3818,202968.4,164912,0.0217512707705553,-0.0217512707705553,164943.9,,,,,,
520,1997Q2 [1997Q2],Brazil,,,,,,,,,,220365.9481,,,,,,15695.8563,15383,13365.42388,0.0105752837046423,-0.0105752837046423,14121,,,,,,
521,1997Q2 [1997Q2],Canada,,,,,,,,,,162180.8621,,,,,,68.5270424,53161,53598.2,-0.3300615884295512,0.3300615884295512,56.32083232,,,,,,
522,1997Q2 [1997Q2],China,,,,,,,,,,237257.954,,,,,,34400.82857,34216.88448,45428.96489,-0.0464816295263171,0.0464816295263171,45298,,,,,,
523,1997Q2 [1997Q2],France,,,,,,,,,,367393.2368,,,,,,105.7393341,66468,84685.97081,-0.2302171706060649,0.2302171706060649,84916.41551,,,,,,
524,1997Q2 [1997Q2],Germany,,,,,,,,,,558862.5931,,,,,,111959.6323,112226.9958,128525.423,-0.0296419744397453,0.0296419744397453,129511,,,,,,
525,1997Q2 [1997Q2],India,,,,,,,,,,102321.2755,,,,,,10243.2276,10030,319.8550776,0.0969824943435151,-0.0969824943435151,304.58,,,,,,
526,1997Q2 [1997Q2],Italy,,,,,,,,,,309995.6118,,,,,,158.2595228,159.3987347,60261,-0.1938825524923124,0.1938825524923124,62052,,,,,,
527,1997Q2 [1997Q2],Japan,,,,,,,,,,1117598.991,,,,,,85355.71835,84814.24375,109440,-0.0215500209323292,0.0215500209323292,105701,,,,,,
528,1997Q2 [1997Q2],United Kingdom,,,,,,,,,,386056.1961,,,,,,229.4296261,76544,42823.62672,-0.1103315981564166,0.1103315981564166,42684,,,,,,
529,1997Q2 [1997Q2],United States,,,,,,,,,,2129700,,,,,,214136.303,214174.8,173154,0.0192432281542001,-0.0192432281542001,174966.4,,,,,,
530,1997Q3 [1997Q3],Brazil,,,,,,,,,,222593.8147,,,,,,15809.8181,16514,13756.34065,0.0092252224203424,-0.0092252224203424,14892,,,,,,
531,1997Q3 [1997Q3],Canada,,,,,,,,,,164774.3656,,,,,,68.6161386,54498,54935.7,-0.3329831291512494,0.3329831291512494,54.2123407,,,,,,
532,1997Q3 [1997Q3],China,,,,,,,,,,242472.3866,,,,,,35534.04494,35324.80394,46362.54139,-0.0446586788781993,0.0446586788781993,48215,,,,,,
533,1997Q3 [1997Q3],France,,,,,,,,,,352838.9685,,,,,,134.9242485,60978,77585.27194,-0.2195062184337499,0.2195062184337499,72642.01352,,,,,,
534,1997Q3 [1997Q3],Germany,,,,,,,,,,536240.6625,,,,,,110320.6826,106899.5423,128072.5936,-0.0331043731693882,0.0331043731693882,124236,,,,,,
535,1997Q3 [1997Q3],India,,,,,,,,,,102690.5516,,,,,,9806.603379,9788,320.6051042,0.0923745965622021,-0.0923745965622021,317.57,,,,,,
536,1997Q3 [1997Q3],Italy,,,,,,,,,,298931.3552,,,,,,192.7476182,191.1866927,58903,-0.1964004490011424,0.1964004490011424,56619,,,,,,
537,1997Q3 [1997Q3],Japan,,,,,,,,,,1132839.751,,,,,,85871.91788,84925.28973,113158,-0.024086444791431,0.024086444791431,107073,,,,,,
538,1997Q3 [1997Q3],United Kingdom,,,,,,,,,,394238.6873,,,,,,227.4864474,79220,42668.53798,-0.1076531880299815,0.1076531880299815,41377,,,,,,
539,1997Q3 [1997Q3],United States,,,,,,,,,,2165700,,,,,,221177.9892,224491.5,176446,0.0206547486724846,-0.0206547486724846,169041.3,,,,,,
540,1997Q4 [1997Q4],Brazil,,,,,,,,,,220653.1465,,,,,,15141.97388,16145,13484.17299,0.0075131531831566,-0.0075131531831566,13288,,,,,,
541,1997Q4 [1997Q4],Canada,,,,,,,,,,163955.8352,,,,,,66.20272198,57321,55346.9,-0.3371682210065068,0.3371682210065068,57.34830537,,,,,,
542,1997Q4 [1997Q4],China,,,,,,,,,,248660.6557,,,,,,37190.89625,44018.85195,48405.46763,-0.0450999027105034,0.0450999027105034,53744,,,,,,
543,1997Q4 [1997Q4],France,,,,,,,,,,368187.2901,,,,,,161.7155882,70706,82372.60322,-0.2232855121356075,0.2232855121356075,88078.68592,,,,,,
544,1997Q4 [1997Q4],Germany,,,,,,,,,,554824.6494,,,,,,113136.3748,117593.5096,130427.595,-0.0311651982634497,0.0311651982634497,136078,,,,,,
545,1997Q4 [1997Q4],India,,,,,,,,,,102443.7957,,,,,,10528.7381,10602,323.82168,0.0996147824304015,-0.0996147824304015,320.23,,,,,,
546,1997Q4 [1997Q4],Italy,,,,,,,,,,312461.2899,,,,,,179.7382693,177.7017325,61202,-0.1952954292361448,0.1952954292361448,64302,,,,,,
547,1997Q4 [1997Q4],Japan,,,,,,,,,,1067850.578,,,,,,79158.78874,81188.44893,107462,-0.0265048423844183,0.0265048423844183,108343,,,,,,
548,1997Q4 [1997Q4],United Kingdom,,,,,,,,,,397585.6545,,,,,,225.5623251,82968,42625.30858,-0.1066430485481713,0.1066430485481713,44285,,,,,,
549,1997Q4 [1997Q4],United States,,,,,,,,,,2191500,,,,,,223712.5512,228068.3,174669,0.0223789875427789,-0.0223789875427789,180228.4,,,,,,
550,1998 [1998],Brazil,49.37447832,1.0298274281392756,47.95990499,1.0003229864942036,3.199284198,49.31928571,1.0283441078601687,0.9988821631766458,47.94441959,865187.0578,20.79931656,,368572000000,0.4260026738462846,406656000000,57771.11635,57597,51214.95308,0.0075777408028629,-0.0075777408028629,51078,1.16015928,1.16015928,,,,52.55245591163709
551,1998 [1998],Canada,83.05704898,1.04746526702874,78.79965458,0.993773583820533,0.986811768,82.67915552,1.049232461242091,0.9954501939974896,79.29336809,634542.6183,41.09265348,8.291666667,210261000000,0.3313583578724928,,297.2177867,243090,219919.3,-0.3461108456382148,0.3461108456382148,224.3472982,1.48337466,1.48337466,44.16442835,0.04558098362939206,4.632317254562733,336.60970919202504
552,1998 [1998],China,,,83.37340788,1.005605071570808,-0.774210956,,,,82.90869869,1027463.391,,,632073000000,0.6151781226821347,603641000000,141007.1191,140236.193,184660.6384,-0.0424866907009828,0.0424866907009828,183711,8.27908977,8.27908977,,,,
553,1998 [1998],France,84.5324768,1.01179509796725,83.13842228,0.9951092325693596,0.643500644,83.99202128,1.0102672022945682,0.9936065339564262,83.54703138,1506823.346,66.44743409,9.875,369143000000,0.2449809401877956,377105000000,576.4115965,283831,341719.5491,-0.2263988930149613,0.2263988930149613,342720.4808,5.898701478,0.898665929,,0.09088453036873842,,834.6915209559892
554,1998 [1998],Germany,88.20622232,1.039885171265885,85.01438332,1.0022557846096156,1.003951725,87.74941788,1.0321714332703578,0.9948211766926968,84.82304081,2241996.081,66.74161239,8.10701785,817204000000,0.3644984069889639,908656000000,471562.6367,471887.531,543507.6783,-0.0320897267438176,0.0320897267438176,543782,1.75959266,0.898665929,86.09371576,0.16471701038883446,8.876027185640837,537.3789331802808
555,1998 [1998],India,,,51.8925535,0.9976171822100168,13.20907866,,,,52.01649934,411568.9594,21.65608093,,220317000000,0.5353100494293497,212876000000,42974.68089,42975,1378.670528,0.1010669279399499,-0.1010669279399499,1379.3,41.23744902,41.23744902,,,,13.252692218511552
556,1998 [1998],Italy,79.61440058,1.0192706873039017,77.99443812,0.9985309688863582,1.983743129,78.3171521,1.004137653758124,0.9837058563457188,78.10918294,1268078.605,107.6176625,,542071000000,0.4274742889459916,608483000000,672.1920373,672.9633547,243626,-0.1915920724509818,0.1915920724509818,245735,1736.539028,0.898665929,,,,438.5255398768599
557,1998 [1998],Japan,105.9499832,1.0223692714442951,103.3126872,0.9969205615090307,0.666739975,,,,103.631815,4052751.819,100.6067723,4.114412296,1638840000000,0.4043770931930337,1794730000000,280417.9772,280814.9452,390774,-0.0272298990238266,0.0272298990238266,388224,130.7625406,130.7625406,69.46089463,0.5866876301386957,10.783106137892291,1219.7406404275787
558,1998 [1998],United Kingdom,85.08936703,1.050119640493654,80.60468316,0.9947724828208075,1.557801938,84.56570114,1.0491412883806936,0.9938456953168382,81.02825978,1651244.156,97.26319343,6.266666667,505867000000,0.3063550584944507,516543000000,988.9536148,336477,164265.2745,-0.0988807865220387,0.0988807865220387,164202,0.603510815,0.603510815,77.58488587,0.15694208948782595,5.154955109027159,504.69971264918263
559,1998 [1998],United States,78.77981032,1.0472201272935764,74.95049535,0.996317038113219,1.547007216,78.58449703,1.048485359076416,0.997520769735207,75.22755557,9062800,82.37348496,4.5,2780080000000,0.306757,2788510000000,911417.837,911896.7,682137,0.0252991169395771,-0.0252991169395771,682138.5,1,1,78.66548559,1.1995396658099773,5.26322444199454,430.41943510801985
560,1998Q1 [1998Q1],Brazil,,,,,,,,,,219393.8144,,,,,,15139.34008,13710,13503.99804,0.0074539113350681,-0.0074539113350681,11891,,,,,,
561,1998Q1 [1998Q1],Canada,,,,,,,,,,163379.5114,,,,,,71.27605953,59952,55012.6,-0.3362803785473311,0.3362803785473311,55.53810452,,,,,,
562,1998Q1 [1998Q1],China,,,,,,,,,,249232.4529,,,,,,35952.91757,29571.52039,48099.57,-0.0487362391561167,0.0487362391561167,40456,,,,,,
563,1998Q1 [1998Q1],France,,,,,,,,,,359308.5438,,,,,,149.2896965,69359,79963.39306,-0.2221324951513719,0.2221324951513719,80408.11495,,,,,,
564,1998Q1 [1998Q1],Germany,,,,,,,,,,540248.9946,,,,,,114620.8246,113573.1034,131507.0282,-0.0312563350765743,0.0312563350765743,129051,,,,,,
565,1998Q1 [1998Q1],India,,,,,,,,,,102745.9206,,,,,,10838.11003,10994,337.5796426,0.1021990004671776,-0.1021990004671776,358.65,,,,,,
566,1998Q1 [1998Q1],Italy,,,,,,,,,,302767.2775,,,,,,171.8980234,174.7155103,60473,-0.199166509916515,0.199166509916515,59131,,,,,,
567,1998Q1 [1998Q1],Japan,,,,,,,,,,1033340.368,,,,,,75207.72187,75045.66291,101842,-0.0257749323986537,0.0257749323986537,97895,,,,,,
568,1998Q1 [1998Q1],United Kingdom,,,,,,,,,,400784.8476,,,,,,230.0584136,84289,41925.50088,-0.1040344781397868,0.1040344781397868,41598,,,,,,
569,1998Q1 [1998Q1],United States,,,,,,,,,,2216600,,,,,,224354.7268,216713.6,173566,0.0229128966886222,-0.0229128966886222,172702.6,,,,,,
570,1998Q2 [1998Q2],Brazil,,,,,,,,,,221274.5391,,,,,,14342.74118,14026,13349.5747,0.0044883902325118,-0.0044883902325118,14063,,,,,,
571,1998Q2 [1998Q2],Canada,,,,,,,,,,161623.1182,,,,,,78.37731712,60770,54902.2,-0.3392078020363302,0.3392078020363302,57.44542281,,,,,,
572,1998Q2 [1998Q2],China,,,,,,,,,,252238.1954,,,,,,34813.83448,34733.05642,46678.03702,-0.047035709723445,0.047035709723445,46431,,,,,,
573,1998Q2 [1998Q2],France,,,,,,,,,,368547.1329,,,,,,113.861,70442,83649.58198,-0.2266622462171377,0.2266622462171377,83319.45256,,,,,,
574,1998Q2 [1998Q2],Germany,,,,,,,,,,548078.3749,,,,,,117019.5817,117242.1393,135602.7664,-0.0339060717427331,0.0339060717427331,136223,,,,,,
575,1998Q2 [1998Q2],India,,,,,,,,,,101821.7084,,,,,,10717.84427,10495,330.1780145,0.1020181886429632,-0.1020181886429632,314.5,,,,,,
576,1998Q2 [1998Q2],Italy,,,,,,,,,,311009.1144,,,,,,172.347302,173.5770165,61094,-0.1958838177959198,0.1958838177959198,63134,,,,,,
577,1998Q2 [1998Q2],Japan,,,,,,,,,,969199.9404,,,,,,67887.87283,66924.4246,95680,-0.0286753290126388,0.0286753290126388,93930,,,,,,
578,1998Q2 [1998Q2],United Kingdom,,,,,,,,,,407778.1603,,,,,,243.1376519,84058,41411.36178,-0.1009574031571793,0.1009574031571793,41331,,,,,,
579,1998Q2 [1998Q2],United States,,,,,,,,,,2242400,,,,,,226845.8675,226659.7,168145,0.0261776968872636,-0.0261776968872636,170341.7,,,,,,
580,1998Q3 [1998Q3],Brazil,,,,,,,,,,216833.8216,,,,,,14480.12107,15253,12505.92267,0.0091046608201273,-0.0091046608201273,13474,,,,,,
581,1998Q3 [1998Q3],Canada,,,,,,,,,,154982.6403,,,,,,77.06412666,61453,54165,-0.3489935115871168,0.3489935115871168,53.60919665,,,,,,
582,1998Q3 [1998Q3],China,,,,,,,,,,258440.9532,,,,,,34178.70674,34298.49237,44922.87274,-0.0415730009774627,0.0415730009774627,47149,,,,,,
583,1998Q3 [1998Q3],France,,,,,,,,,,377139.1396,,,,,,144.94,66712,86040.81427,-0.2277564571025499,0.2277564571025499,80514.62962,,,,,,
584,1998Q3 [1998Q3],Germany,,,,,,,,,,560834.9034,,,,,,117784.4808,114111.7154,136009.0953,-0.0324955069477938,0.0324955069477938,132207,,,,,,
585,1998Q3 [1998Q3],India,,,,,,,,,,101448.0281,,,,,,10977.71297,11024,359.1398617,0.1046700789278328,-0.1046700789278328,359.53,,,,,,
586,1998Q3 [1998Q3],Italy,,,,,,,,,,316776.8331,,,,,,164.7572807,163.8871909,60567,-0.1906775887876631,0.1906775887876631,58318,,,,,,
587,1998Q3 [1998Q3],Japan,,,,,,,,,,938807.7767,,,,,,68180.28714,67436.45641,92993,-0.0264300248419533,0.0264300248419533,94322,,,,,,
588,1998Q3 [1998Q3],United Kingdom,,,,,,,,,,412785.2371,,,,,,252.1588701,85193,40792.4685,-0.0982116267401269,0.0982116267401269,39714,,,,,,
589,1998Q3 [1998Q3],United States,,,,,,,,,,2280300,,,,,,227254.1447,230785.1,166882,0.0264755272113318,-0.0264755272113318,160624.5,,,,,,
590,1998Q4 [1998Q4],Brazil,,,,,,,,,,207684.8827,,,,,,13808.91403,14608,11855.45768,0.009405866833465,-0.009405866833465,11650,,,,,,
591,1998Q4 [1998Q4],Canada,,,,,,,,,,154557.3483,,,,,,70.50028339,60915,55839.5,-0.360830464096478,0.360830464096478,57.75457427,,,,,,
592,1998Q4 [1998Q4],China,,,,,,,,,,267551.7897,,,,,,36061.66029,41633.12383,44960.15863,-0.0332589752061748,0.0332589752061748,49675,,,,,,
593,1998Q4 [1998Q4],France,,,,,,,,,,401828.53,,,,,,168.3209,77318,92065.7598,-0.228698143708213,0.228698143708213,98478.28366,,,,,,
594,1998Q4 [1998Q4],Germany,,,,,,,,,,592833.8082,,,,,,122137.7495,126960.5728,140388.7884,-0.0307860966219436,0.0307860966219436,146301,,,,,,
595,1998Q4 [1998Q4],India,,,,,,,,,,105553.3023,,,,,,10441.01363,10462,351.7730094,0.095584319966842,-0.095584319966842,346.62,,,,,,
596,1998Q4 [1998Q4],Italy,,,,,,,,,,337525.38,,,,,,163.1894312,160.783637,61492,-0.1817013303378845,0.1817013303378845,65152,,,,,,
597,1998Q4 [1998Q4],Japan,,,,,,,,,,1111403.733,,,,,,69142.09536,71408.40127,100259,-0.0279978406730796,0.0279978406730796,102077,,,,,,
598,1998Q4 [1998Q4],United Kingdom,,,,,,,,,,429895.9107,,,,,,263.5986792,82937,40135.94338,-0.0927488345629429,0.0927488345629429,41559,,,,,,
599,1998Q4 [1998Q4],United States,,,,,,,,,,2323500,,,,,,232963.098,237738.3,173544,0.0255731000645577,-0.0255731000645577,178469.7,,,,,,
600,1999 [1999],Brazil,51.41193804,1.0226393186409286,50.2893892,1.0003106023029915,4.857149335,51.35448809,1.0211793960305249,0.9988825562274016,50.27377405,600240.3209,15.82106518,,366021000000,0.6097907575605522,403999000000,49237.02646,49181,47906.54049,0.0022165887956428,-0.0022165887956428,47945,1.814313261,1.814313261,,,,26.33001073550783
601,1999 [1999],Canada,84.25179211,1.0444137072886772,80.17415083,0.9938658870040016,1.744292237,83.86113589,1.0459872043773537,0.9953632295501804,80.66898349,678785.913,42.33465187,7.566666667,222698000000,0.3280828251366495,,279.8403702,228798,247680.2,-0.3644747996262557,0.3644747996262557,252.680163,1.485339778,1.485339778,45.91889856,0.053430956596783874,2.7247848513879624,196.18848680149162
602,1999 [1999],China,,,82.20549237,1.0056382324343636,-1.400824957,,,,81.74459733,1092784.724,,,688158000000,0.6297287881926871,657052000000,166046.6298,165696.1792,194127.1385,-0.0256962859045236,0.0256962859045236,194930,8.278342026,8.278342026,,,,
603,1999 [1999],France,85.14186296,1.0136443218261983,83.59912113,0.9952774287179524,0.554134697,84.59751773,1.011942668613076,0.9936066088869148,83.99579727,1492455.192,77.50131873,9.575,377611000000,0.2530132911353763,387078000000,508.3151,287235,322684.4192,-0.2158698672006763,0.2158698672006763,322420.4757,6.156692222,0.938529013,59.95416447,0.09283831508986962,11.198607222619708,1130.5519430902216
604,1999 [1999],Germany,88.70224335,1.0393166691221338,85.3739662,1.0003195277780943,0.422967114,88.24646248,1.0336460446650777,0.9948616759533174,85.34669556,2190900.3,67.98137094,7.482217049,826284000000,0.377143587957882,921468000000,473632.0145,473581.4954,543265.0506,-0.0317828410996155,0.0317828410996155,542831,1.836164141,0.938529013,82.11466165,0.17440424195155185,20.094356715740147,1299.2121973164683
605,1999 [1999],India,,,54.32928567,0.9978633503178704,4.695726077,,,,54.44561688,439816.3959,25.60263501,,233371000000,0.5306100504108106,225469000000,46960.7684,46968,1536.024279,0.1032811521908976,-0.1032811521908976,1536.16,43.05784571,43.05784571,,,,44.073615955032594
606,1999 [1999],Italy,81.10380117,1.021437058804778,79.28567185,0.9985391842494916,1.655545912,79.79144193,1.0063790855043375,0.98381877025407,79.40166305,1251343.484,117.8113636,,540710000000,0.4321035806024943,608895000000,663.0959733,661.4779707,232981,-0.1856547838360742,0.1856547838360742,235061,1817.375353,0.938529013,,,,575.2315873403621
607,1999 [1999],Japan,105.824102,1.0246516796682132,102.9610432,0.9969298473732522,-0.340368642,,,,103.2781228,4586362.518,126.8116403,4.683277191,1647060000000,0.3591211975799598,1799360000000,311232.4277,311691.4755,420442,-0.0238118055150214,0.0238118055150214,420114,113.7487823,113.7487823,78.72198674,0.5832882764245583,-23.93902762888272,-3011.662843778735
608,1999 [1999],United Kingdom,86.12344414,1.0489441431521878,81.67886266,0.994811174379712,1.332651473,85.59440296,1.0479382323955588,0.9938571757634308,82.10489062,1682497.94,105.5433054,5.983333333,511255000000,0.3038666424756514,522125000000,940.8161928,338082,166834.1019,-0.0985993990026519,0.0985993990026519,166734,0.618136595,0.618136595,77.38677352,0.1674850604602705,6.010493865303522,640.192939697226
609,1999 [1999],United States,80.41553453,1.0460753973556254,76.5942642,0.9963668814299276,2.19313941,80.2123889,1.04723754105859,0.9974738011605926,76.87355494,9630800,99.93932679,4.216666667,2902540000000,0.30138,2911340000000,1023410.03,1024615.5,695798,0.0340171148814221,-0.0340171148814221,695796.7,1,1,83.99993714,1.3603724391443388,3.964356698470718,368.35532561727973
610,1999Q1 [1999Q1],Brazil,,,,,,,,,,148129.6328,,,,,,11958.18344,10849,11250.62103,0.0047766432456855,-0.0047766432456855,10038,,,,,,
611,1999Q1 [1999Q1],Canada,,,,,,,,,,161322.6099,,,,,,71.29621745,59918,58314.1,-0.3610331113453551,0.3610331113453551,59.1930682,,,,,,
612,1999Q1 [1999Q1],China,,,,,,,,,,265511.3383,,,,,,38797.59425,32972.77853,43464.78601,-0.0175781260035176,0.0175781260035176,37167,,,,,,
613,1999Q1 [1999Q1],France,,,,,,,,,,386186.7212,,,,,,155.2298,72069,83955.31711,-0.2169937046245597,0.2169937046245597,84649.89496,,,,,,
614,1999Q1 [1999Q1],Germany,,,,,,,,,,571937.2948,,,,,,117287.653,116071.4858,135453.6016,-0.0317621333058065,0.0317621333058065,133197,,,,,,
615,1999Q1 [1999Q1],India,,,,,,,,,,107127.542,,,,,,10293.33052,10420,357.253055,0.0927499808125906,-0.0927499808125906,376.9,,,,,,
616,1999Q1 [1999Q1],Italy,,,,,,,,,,324259.764,,,,,,156.3285394,159.0875861,58401,-0.1796234930356638,0.1796234930356638,57313,,,,,,
617,1999Q1 [1999Q1],Japan,,,,,,,,,,1117225.907,,,,,,72121.2357,71723.84855,98822,-0.0238991632155196,0.0238991632155196,97296,,,,,,
618,1999Q1 [1999Q1],United Kingdom,,,,,,,,,,421317.9079,,,,,,263.0712022,87754,39404.86573,-0.0929032300641973,0.0929032300641973,39070,,,,,,
619,1999Q1 [1999Q1],United States,,,,,,,,,,2354300,,,,,,238011.2544,229686.8,167543,0.0299317225502272,-0.0299317225502272,166604.4,,,,,,
620,1999Q2 [1999Q2],Brazil,,,,,,,,,,157374.2614,,,,,,12436.64359,12207,11847.17059,0.0037456760384833,-0.0037456760384833,12388,,,,,,
621,1999Q2 [1999Q2],Canada,,,,,,,,,,168784.603,,,,,,74.53053613,57756,60164,-0.3560127428440259,0.3560127428440259,63.06065729,,,,,,
622,1999Q2 [1999Q2],China,,,,,,,,,,268158.0973,,,,,,41922.74254,41991.29571,45897.41874,-0.0148221375375935,0.0148221375375935,45607,,,,,,
623,1999Q2 [1999Q2],France,,,,,,,,,,367206.8334,,,,,,138.4906,70844,79294.81843,-0.2155633300641076,0.2155633300641076,78799.47754,,,,,,
624,1999Q2 [1999Q2],Germany,,,,,,,,,,539780.95,,,,,,116913.5056,117123.357,133096.6555,-0.029980957831135,0.029980957831135,133657,,,,,,
625,1999Q2 [1999Q2],India,,,,,,,,,,109636.474,,,,,,10894.54516,10658,367.1217723,0.0960211780223796,-0.0960211780223796,350.34,,,,,,
626,1999Q2 [1999Q2],Italy,,,,,,,,,,307230.8199,,,,,,156.2263401,157.5626995,56178,-0.1823442507432503,0.1823442507432503,58143,,,,,,
627,1999Q2 [1999Q2],Japan,,,,,,,,,,1077018.473,,,,,,73094.56322,71629.22972,97602,-0.0227548899061455,0.0227548899061455,96637,,,,,,
628,1999Q2 [1999Q2],United Kingdom,,,,,,,,,,411909.3154,,,,,,242.2637531,85547,40352.85402,-0.0973772351517447,0.0973772351517447,40366,,,,,,
629,1999Q2 [1999Q2],United States,,,,,,,,,,2381100,,,,,,248914.9337,248823.5,169468,0.0333656434841039,-0.0333656434841039,171596.4,,,,,,
630,1999Q3 [1999Q3],Brazil,,,,,,,,,,145115.8792,,,,,,11978.18472,12712,11631.49226,0.0023890732145321,-0.0023890732145321,12557,,,,,,
631,1999Q3 [1999Q3],Canada,,,,,,,,,,171872.4897,,,,,,71.74847379,57386,63294.3,-0.3678456723153525,0.3678456723153525,62.43487662,,,,,,
632,1999Q3 [1999Q3],China,,,,,,,,,,274189.6388,,,,,,41848.88972,42615.85546,51238.2422,-0.0342440090774137,0.0342440090774137,54203,,,,,,
633,1999Q3 [1999Q3],France,,,,,,,,,,368889.1158,,,,,,113.1873,67206,81025.84237,-0.2193413999069256,0.2193413999069256,75335.54793,,,,,,
634,1999Q3 [1999Q3],Germany,,,,,,,,,,540817.8024,,,,,,119594.9831,115896.2242,135980.4585,-0.0302975888132487,0.0302975888132487,132300,,,,,,
635,1999Q3 [1999Q3],India,,,,,,,,,,110373.7787,,,,,,12884.69202,13011,407.5820082,0.1130441501483177,-0.1130441501483177,411.73,,,,,,
636,1999Q3 [1999Q3],Italy,,,,,,,,,,308674.4799,,,,,,171.6233001,169.4678277,58227,-0.1880796129265625,0.1880796129265625,55509,,,,,,
637,1999Q3 [1999Q3],Japan,,,,,,,,,,1148497.324,,,,,,79607.90259,78828.40533,107979,-0.0247027980101762,0.0247027980101762,108320,,,,,,
638,1999Q3 [1999Q3],United Kingdom,,,,,,,,,,416914.7212,,,,,,231.1401165,83579,43410.11238,-0.1035678762774759,0.1035678762774759,42337,,,,,,
639,1999Q3 [1999Q3],United States,,,,,,,,,,2420500,,,,,,262599.1291,266768.6,176035,0.0357629122495352,-0.0357629122495352,169868.2,,,,,,
640,1999Q4 [1999Q4],Brazil,,,,,,,,,,149620.5475,,,,,,12864.01471,13413,13177.25662,-0.0020935754830064,0.0020935754830064,12962,,,,,,
641,1999Q4 [1999Q4],Canada,,,,,,,,,,176806.2103,,,,,,62.2651428,53738,65907.8,-0.3724164142508064,0.3724164142508064,67.99156094,,,,,,
642,1999Q4 [1999Q4],China,,,,,,,,,,284925.6495,,,,,,43477.40325,48116.24948,53526.69159,-0.0352698620065793,0.0352698620065793,57953,,,,,,
643,1999Q4 [1999Q4],France,,,,,,,,,,370172.5218,,,,,,101.4074,77116,78408.44131,-0.2115419954166895,0.2115419954166895,83635.5553,,,,,,
644,1999Q4 [1999Q4],Germany,,,,,,,,,,538364.2529,,,,,,119835.8728,124490.4284,138734.3351,-0.0351034865301696,0.0351034865301696,143677,,,,,,
645,1999Q4 [1999Q4],India,,,,,,,,,,112678.6013,,,,,,12888.20069,12879,404.0674437,0.1107941801040088,-0.1107941801040088,397.19,,,,,,
646,1999Q4 [1999Q4],Italy,,,,,,,,,,311178.4202,,,,,,178.9177937,175.3598574,60175,-0.1928028369311067,0.1928028369311067,64096,,,,,,
647,1999Q4 [1999Q4],Japan,,,,,,,,,,1243620.814,,,,,,86408.72621,89509.99193,116039,-0.0238258104531852,0.0238258104531852,117861,,,,,,
648,1999Q4 [1999Q4],United Kingdom,,,,,,,,,,432355.9958,,,,,,204.341121,81202,43666.2698,-0.1005234785713592,0.1005234785713592,44961,,,,,,
649,1999Q4 [1999Q4],United States,,,,,,,,,,2474900,,,,,,273884.7123,279336.6,182752,0.0368227856883106,-0.0368227856883106,187727.7,,,,,,
