,Time,Country,"Core CPI,not seas.adj,,,","Core CPI / CPI, not seas. adj.","CPI Price, seas. adj.,,,",CPI seasonal / CPI not seasonal,"CPI Price, % y-o-y, not seas. adj.,,","Core CPI,seas.adj,,,","Core CPI / CPI, seas. adj.",Core CPI Seasonal / Core CPI Not Seasonal,"CPI Price,not seas.adj,,,","GDP,current US$,millions,seas. adj.,","Stock Markets, US$, Billions","Unemployment rate,Percent,,,","Industrial Production, constant US$, seas. adj.,,",Industrial Production % of GDP,"Industrial Production, constant US$,,,","Imports Merchandise, Customs, current US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, current US$, millions, seas. adj.","Export-Import Ratio, seas. adj.","Import-Export Ratio, seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exchange rate, old LCU per USD extended forward, period average,,","Exchange rate, new LCU per USD extended backward, period average,, (USD to EURO)","Retail Sales Volume,Index,,,",GDP to Unemployment Rate Correlaton,Retail Sales Volume to CPI Correlaton,Stock Market Value to CPI Correlaton
1408,2015 [2015],United Kingdom,113.8443002,0.9998708867996048,113.2669593,0.994800221367479,0.042090947,113.147771,0.9989477222595488,0.9938817384904088,113.8590009,2931212.415,122.823392,5.375,473577000000,0.1615635214891105,483454000000,863.1014121,608915,285871.9351,-0.0972324053451104,0.0972324053451104,285960,0.654040092,0.654040092,108.0065481,0.32481311331848156,265.59591498139935,23587.89374272959
1409,2015 [2015],United States,110.0690185,1.0062791032051357,108.9723341,0.9962529340835214,0.121137233,109.8011177,1.0076054496477929,0.997566065331999,109.3821964,18224900,167.9898297,5.275,3295790000000,0.180839,3305790000000,2247766.836,2248811.4,1503328.5,0.0408473207534746,-0.0408473207534746,1503328.4,1,1,122.1043032,2.0578201781772796,104.33098848387193,11209.909672537076
1410,2015Q1 [2015Q1],Brazil,,,,,,,,,,519531.4683,,,,,,50534.73339,48323,47850.01109,0.0051675836091024,-0.0051675836091024,42747,,,,,,
1411,2015Q1 [2015Q1],Canada,,,,,,,,,,399852.8379,,,,,,139.8103,105608,103337.6,-0.2580894267050543,0.2580894267050543,103.9334163,,,,,,
1412,2015Q1 [2015Q1],China,,,,,,,,,,2677953.199,,,,,,417693.4318,384497.051,595579.5874,-0.0664261629614834,0.0664261629614834,513058,,,,,,
1413,2015Q1 [2015Q1],France,,,,,,,,,,615693.0483,,,,,,142.847,139590,144910.0645,-0.2351288810223196,0.2351288810223196,142437.756,,,,,,
1414,2015Q1 [2015Q1],Germany,,,,,,,,,,840329.0614,,,,,,264114.061,264043.8284,331499.9713,-0.0801899082101648,0.0801899082101648,328896,,,,,,
1415,2015Q1 [2015Q1],India,,,,,,,,,,515005.7424,,,,,,97259.55223,96419.47,4295.599506,0.1805105168163266,-0.1805105168163266,4385.52,,,,,,
1416,2015Q1 [2015Q1],Italy,,,,,,,,,,461249.3863,,,,,,171.7318548,174.4909715,115892,-0.2508843839847077,0.2508843839847077,111377,,,,,,
1417,2015Q1 [2015Q1],Japan,,,,,,,,,,1110450.17,,,,,,171060.4498,170994.9907,161367,0.0087292974163802,-0.0087292974163802,159490,,,,,,
1418,2015Q1 [2015Q1],United Kingdom,,,,,,,,,,715517.5323,,,,,,214.855223,143576,71133.68338,-0.0991154303781131,0.0991154303781131,70264,,,,,,
1419,2015Q1 [2015Q1],United States,,,,,,,,,,4496100,,,,,,567886.8948,542405.3,383706,0.0409645903783278,-0.0409645903783278,372774.9,,,,,,
1420,2015Q2 [2015Q2],Brazil,,,,,,,,,,483684.8621,,,,,,44632.21103,43777,49168.29618,-0.0093781829977184,0.0093781829977184,51528,,,,,,
1421,2015Q2 [2015Q2],Canada,,,,,,,,,,403645.0165,,,,,,134.722,108158,105926.4,-0.2620908810353168,0.2620908810353168,109.7976768,,,,,,
1422,2015Q2 [2015Q2],China,,,,,,,,,,2756460.948,,,,,,417381.1543,413729.5319,557069.6296,-0.0506767474436209,0.0506767474436209,554247,,,,,,
1423,2015Q2 [2015Q2],France,,,,,,,,,,605625.1254,,,,,,134.673,140650,141473.8075,-0.2333772635450834,0.2333772635450834,144077.5161,,,,,,
1424,2015Q2 [2015Q2],Germany,,,,,,,,,,835478.8887,,,,,,261946.8174,262049.5978,330562.7509,-0.0821276688472236,0.0821276688472236,333061,,,,,,
1425,2015Q2 [2015Q2],India,,,,,,,,,,524571.2057,,,,,,100262.9893,99880.5,4318.225308,0.1829013162549955,-0.1829013162549955,4252.15,,,,,,
1426,2015Q2 [2015Q2],Italy,,,,,,,,,,456093.5747,,,,,,169.6076645,177.6451044,115103,-0.2519952016668916,0.2519952016668916,118523,,,,,,
1427,2015Q2 [2015Q2],Japan,,,,,,,,,,1095088.741,,,,,,163658.602,157588.9856,156738,0.0063196723159443,-0.0063196723159443,154872,,,,,,
1428,2015Q2 [2015Q2],United Kingdom,,,,,,,,,,734733.5446,,,,,,213.1392381,149794,73525.96379,-0.0997815127548213,0.0997815127548213,74833,,,,,,
1429,2015Q2 [2015Q2],United States,,,,,,,,,,4554900,,,,,,566235.6988,574017.9,381759.2,0.0405006693451008,-0.0405006693451008,387682.2,,,,,,
1430,2015Q3 [2015Q3],Brazil,,,,,,,,,,424200.1277,,,,,,39454.00742,42131,47138.92921,-0.0181162646783427,0.0181162646783427,50131,,,,,,
1431,2015Q3 [2015Q3],Canada,,,,,,,,,,381716.0636,,,,,,130.784,110765,102894.3,-0.2692145440011815,0.2692145440011815,102.9019801,,,,,,
1432,2015Q3 [2015Q3],China,,,,,,,,,,2755247.597,,,,,,410408.4519,425819.2544,565668.9268,-0.0563508249019262,0.0563508249019262,594245,,,,,,
1433,2015Q3 [2015Q3],France,,,,,,,,,,614463.78,,,,,,143.0317,132716,139122.9035,-0.2261807389200385,0.2261807389200385,134367.9927,,,,,,
1434,2015Q3 [2015Q3],Germany,,,,,,,,,,847999.5303,,,,,,265762.5568,265563.6334,332177.5058,-0.0783195587107272,0.0783195587107272,333479,,,,,,
1435,2015Q3 [2015Q3],India,,,,,,,,,,523296.2385,,,,,,101926.0695,102390.25,4334.785292,0.186493379902252,-0.186493379902252,4334.13,,,,,,
1436,2015Q3 [2015Q3],Italy,,,,,,,,,,462778.933,,,,,,173.1902309,173.5848725,112943,-0.243679652913457,0.243679652913457,111071,,,,,,
1437,2015Q3 [2015Q3],Japan,,,,,,,,,,1091480.097,,,,,,160526.8589,163074.7847,156230,0.0039367267546244,-0.0039367267546244,155217,,,,,,
1438,2015Q3 [2015Q3],United Kingdom,,,,,,,,,,746817.6152,,,,,,219.9136623,155839,70948.50861,-0.094706650604055,0.094706650604055,68726,,,,,,
1439,2015Q3 [2015Q3],United States,,,,,,,,,,4586200,,,,,,564314.731,575197.8,374023.6,0.0414921135144564,-0.0414921135144564,371916.9,,,,,,
1440,2015Q4 [2015Q4],Brazil,,,,,,,,,,394630.7969,,,,,,37258.62144,37228,47044.41792,-0.0247973461698168,0.0247973461698168,46565,,,,,,
1441,2015Q4 [2015Q4],Canada,,,,,,,,,,372910.035,,,,,,133.018,113296,98036.2,-0.2625383411846238,0.2625383411846238,101.7240756,,,,,,
1442,2015Q4 [2015Q4],China,,,,,,,,,,2757663.487,,,,,,411814.4943,435252.7367,566069.6615,-0.0559369074316644,0.0559369074316644,611918,,,,,,
1443,2015Q4 [2015Q4],France,,,,,,,,,,604927.1089,,,,,,137.725,140164,135682.9128,-0.2240686287749204,0.2240686287749204,140378.3078,,,,,,
1444,2015Q4 [2015Q4],Germany,,,,,,,,,,836824.3694,,,,,,262289.1569,262299.4449,329756.774,-0.0806233895272122,0.0806233895272122,328739,,,,,,
1445,2015Q4 [2015Q4],India,,,,,,,,,,525609.1968,,,,,,93816.07424,95141.22,4216.011154,0.1704689789134222,-0.1704689789134222,4193.82,,,,,,
1446,2015Q4 [2015Q4],Italy,,,,,,,,,,456460.5989,,,,,,174.5047129,163.6820539,112198,-0.2454176670605512,0.2454176670605512,116197,,,,,,
1447,2015Q4 [2015Q4],Japan,,,,,,,,,,1094486.05,,,,,,153082.5491,156523.5778,150741,0.0021394051573338,-0.0021394051573338,155341,,,,,,
1448,2015Q4 [2015Q4],United Kingdom,,,,,,,,,,734143.723,,,,,,215.1932887,159706,70263.77937,-0.095415357901657,0.095415357901657,72137,,,,,,
1449,2015Q4 [2015Q4],United States,,,,,,,,,,4587700,,,,,,549329.5113,557190.4,363839.7,0.0404319836301414,-0.0404319836301414,370954.4,,,,,,
1450,2016 [2016],Brazil,151.7014108,0.984055165767455,154.1734381,1.0000906872675832,8.734306853,151.5092821,0.9827197471053868,0.9987335074935244,154.1594578,1809128.8,40.1214326,11.28134312,433276000000,0.2394942803409022,479019000000,137815.3667,137586,185429.0248,-0.0263185562575754,0.0263185562575754,185234,3.486714603,3.486714603,82.88340132,0.09551540253597547,0.982198171920351,37.131693675833425
1451,2016 [2016],Canada,110.6556153,0.9921294113443412,110.8592401,0.9939550950424654,1.435438204,110.1620577,0.9937111024812086,0.9955396967550006,111.5334492,1529504.812,94.99256923,6.991666667,246301000000,0.1610331645037021,244247000000,587.4698,469360,394059.9,-0.2572547841059032,0.2572547841059032,401.2439331,1.32508415,1.32508415,91.8564003,0.13029713433250675,6.623460081602444,534.9360985753768
1452,2016 [2016],China,111.1998541,0.933844660256042,119.7409253,1.005571676424732,2.116378095,111.167013,0.9283961412648278,0.9997046659794134,119.0774642,1.121243363E7,97.05083341,4.037111949,4994100000000,0.4454073187677811,4769840000000,1570040.477,1576649.233,2094622.146,-0.0467857100706869,0.0467857100706869,2097644,6.645067075,6.645067075,,1.6542221211763781,,370.6830980051189
1453,2016 [2016],France,107.723055,1.00634349484055,106.5091431,0.9950031894261284,0.185839528,107.0319149,1.0049082340237137,0.993584102307533,107.0440218,2469205.871,95.29868844,9.725,362879000000,0.1469618245533484,371139000000,541.561,550724,555343.5545,-0.2246884312142476,0.2246884312142476,554402.2084,5.932393433,0.904334937,97.04705935,0.15122807440205216,54.051069082107546,4145.20107915285
1454,2016 [2016],Germany,109.2524576,1.0036329270807742,108.4052499,0.9958501681161248,0.483293059,108.6772345,1.0025089615147873,0.9947349184390338,108.8569881,3460203.858,134.6403158,4.126032712,1067920000000,0.308629214874426,1189150000000,1057550.373,1056284.718,1333582.572,-0.0797733920681618,0.0797733920681618,1332646,1.76882009,0.904334937,90.73996345,0.4994979964662647,19.433366621046396,2251.9634440830255
1455,2016 [2016],India,,,156.6846697,0.9980764948471796,4.949526248,,,,156.9866343,2228667.858,104.4544888,8.5,640742000000,0.287499995883191,618952000000,361280.6661,361496.57,17760.50748,0.1541369914708932,-0.1541369914708932,17767.19,67.18515704,67.18515704,,0.1561676788518859,,170.59262380049478
1456,2016 [2016],Italy,110.3344298,1.0185566386561755,108.1658809,0.9985375939903416,-0.090522768,108.5490831,1.00354272712256,0.9838187707750315,108.324295,1876449.054,58.49918982,11.68004445,449292000000,0.2394373559155526,501055000000,666.7489034,667.4522735,462579,-0.2461629587608297,0.2461629587608297,461777,1751.14209,0.904334937,74.80173432,0.09568789780542623,-85.5290885352758,-5223.827156037816
1457,2016 [2016],Japan,101.0574018,0.9773547485020628,103.1852617,0.9979338841256756,-0.116666667,100.5260521,0.9742287846521012,0.99474210012789,103.3988958,4930511.189,133.0041023,3.113240403,1626780000000,0.3299414477811866,1744570000000,607457.2829,607515.2833,642205,-0.0070474877285589,0.0070474877285589,645052,108.7959004,108.7959004,82.52394406,0.9432873754670509,-73.21384019710617,-9215.41755481476
1458,2016 [2016],United Kingdom,115.329956,1.0062809984595928,114.0165319,0.994821064192828,0.661775097,114.6252923,1.0053392292315462,0.993890020212962,114.6100902,2702290.089,106.739413,4.891666667,479085000000,0.1772885161183004,488955000000,766.6911688,652363,297754.81,-0.1099023824422574,0.1099023824422574,297922,0.740700521,0.740700521,100.2053414,0.32903329345366766,15.672578489632578,1303.8005575392867
1459,2016 [2016],United States,112.5025369,1.0157128865397484,110.3459348,0.9962423163244676,1.260504054,112.2157988,1.016945472467011,0.9974512743632185,110.7621439,18715100,171.021622,4.875,3231220000000,0.172653,3241020000000,2186966.912,2186785.9,1451459.5,0.039300212769368,-0.039300212769368,1451459.8,1,1,127.4969663,2.2865582176607298,10.469250857857606,1096.7396557848292
1460,2016Q1 [2016Q1],Brazil,,,,,,,,,,391871.264,,,,,,33507.37506,32194,44558.9699,-0.0282021057813516,0.0282021057813516,40573,,,,,,
1461,2016Q1 [2016Q1],Canada,,,,,,,,,,364141.04,,,,,,142.292,116303,94840.1,-0.2600580478377279,0.2600580478377279,95.54273487,,,,,,
1462,2016Q1 [2016Q1],China,,,,,,,,,,2740024.833,,,,,,365654.428,334964.1019,511386.42,-0.0531863763586554,0.0531863763586554,446204,,,,,,
1463,2016Q1 [2016Q1],France,,,,,,,,,,615374.2883,,,,,,135.537,137199,138411.1302,-0.2247016097828733,0.2247016097828733,136588.3295,,,,,,
1464,2016Q1 [2016Q1],Germany,,,,,,,,,,853687.4694,,,,,,259375.0394,260104.4767,325341.358,-0.0772722113941338,0.0772722113941338,324200,,,,,,
1465,2016Q1 [2016Q1],India,,,,,,,,,,531234.0882,,,,,,85299.41181,83595.79,4302.881905,0.1524686229745601,-0.1524686229745601,4383.73,,,,,,
1466,2016Q1 [2016Q1],Italy,,,,,,,,,,465108.7943,,,,,,168.9952307,171.9352569,112093,-0.2406404827020059,0.2406404827020059,109679,,,,,,
1467,2016Q1 [2016Q1],Japan,,,,,,,,,,1161309.882,,,,,,149301.4671,149126.4011,151279,-0.0017028468720117,0.0017028468720117,152179,,,,,,
1468,2016Q1 [2016Q1],United Kingdom,,,,,,,,,,701509.2049,,,,,,205.6422863,161396,69803.10265,-0.0992110436720799,0.0992110436720799,69071,,,,,,
1469,2016Q1 [2016Q1],United States,,,,,,,,,,4606100,,,,,,538125.766,512263.7,354537.6,0.0398576162045982,-0.0398576162045982,346947.8,,,,,,
1470,2016Q2 [2016Q2],Brazil,,,,,,,,,,446075.752,,,,,,35539.69796,34419,47703.31122,-0.0272680440608213,0.0272680440608213,49679,,,,,,
1471,2016Q2 [2016Q2],Canada,,,,,,,,,,388444.6244,,,,,,141.992,119723,95938.2,-0.2466148376952542,0.2466148376952542,99.5363011,,,,,,
1472,2016Q2 [2016Q2],China,,,,,,,,,,2814202.168,,,,,,390236.2257,386778.6091,522046.3609,-0.0468374790904503,0.0468374790904503,519004,,,,,,
1473,2016Q2 [2016Q2],France,,,,,,,,,,627732.8015,,,,,,140.473,141401,145811.4253,-0.2320588504406839,0.2320588504406839,148379.3685,,,,,,
1474,2016Q2 [2016Q2],Germany,,,,,,,,,,881523.7452,,,,,,267892.9858,267691.5107,344118.2028,-0.0864698397689855,0.0864698397689855,346604,,,,,,
1475,2016Q2 [2016Q2],India,,,,,,,,,,555417.6199,,,,,,84766.48331,84892.42,4465.863032,0.1445770126854414,-0.1445770126854414,4410.61,,,,,,
1476,2016Q2 [2016Q2],Italy,,,,,,,,,,477157.4167,,,,,,171.7460738,179.7520358,117807,-0.2465334286109609,0.2465334286109609,121711,,,,,,
1477,2016Q2 [2016Q2],Japan,,,,,,,,,,1237590.427,,,,,,149776.9494,144191.8728,160415,-0.0085957764119001,0.0085957764119001,157734,,,,,,
1478,2016Q2 [2016Q2],United Kingdom,,,,,,,,,,713570.2616,,,,,,209.3702902,166748,73819.09783,-0.1031569440334423,0.1031569440334423,74870,,,,,,
1479,2016Q2 [2016Q2],United States,,,,,,,,,,4659300,,,,,,539112.806,545897.6,358137.8,0.0388416727834653,-0.0388416727834653,363427.5,,,,,,
1480,2016Q3 [2016Q3],Brazil,,,,,,,,,,484813.3131,,,,,,33925.49186,36598,46383.85673,-0.0256972416667738,0.0256972416667738,49111,,,,,,
1481,2016Q3 [2016Q3],Canada,,,,,,,,,,390009.3941,,,,,,155.743,117308,100614.7,-0.2575808647682007,0.2575808647682007,100.5938881,,,,,,
1482,2016Q3 [2016Q3],China,,,,,,,,,,2824003.352,,,,,,396487.1331,412000.9833,526423.3854,-0.0460113661720611,0.0460113661720611,552930,,,,,,
1483,2016Q3 [2016Q3],France,,,,,,,,,,622266.5725,,,,,,136.9889,132657,137770.8411,-0.2211814972593598,0.2211814972593598,132302.3807,,,,,,
1484,2016Q3 [2016Q3],Germany,,,,,,,,,,875903.7134,,,,,,263569.9662,262852.4246,331683.5198,-0.0777637456697189,0.0777637456697189,331974,,,,,,
1485,2016Q3 [2016Q3],India,,,,,,,,,,566991.734,,,,,,90277.80652,90448.93,4449.217305,0.1513753800421365,-0.1513753800421365,4423.15,,,,,,
1486,2016Q3 [2016Q3],Italy,,,,,,,,,,474703.1785,,,,,,162.498313,161.8023276,117056,-0.2462454581752921,0.2462454581752921,112916,,,,,,
1487,2016Q3 [2016Q3],Japan,,,,,,,,,,1307393.063,,,,,,154837.1456,156916.3322,167374,-0.0095892006427144,0.0095892006427144,166140,,,,,,
1488,2016Q3 [2016Q3],United Kingdom,,,,,,,,,,657504.0436,,,,,,183.0815345,161925,74328.15225,-0.1127674748729104,0.1127674748729104,71896,,,,,,
1489,2016Q3 [2016Q3],United States,,,,,,,,,,4701700,,,,,,551486.2494,561751.7,367235.8,0.0391880488759384,-0.0391880488759384,362945.6,,,,,,
1490,2016Q4 [2016Q4],Brazil,,,,,,,,,,486368.471,,,,,,34842.80177,34375,46782.88691,-0.0245494637336391,0.0245494637336391,45871,,,,,,
1491,2016Q4 [2016Q4],Canada,,,,,,,,,,386909.7532,,,,,,147.4428,116026,102666.9,-0.2649699480359339,0.2649699480359339,105.571009,,,,,,
1492,2016Q4 [2016Q4],China,,,,,,,,,,2834203.275,,,,,,417662.6906,442905.5392,534765.9802,-0.0413178866290033,0.0413178866290033,579506,,,,,,
1493,2016Q4 [2016Q4],France,,,,,,,,,,603832.2085,,,,,,128.5621,139467,133350.158,-0.2206268463733331,0.2206268463733331,137132.1298,,,,,,
1494,2016Q4 [2016Q4],Germany,,,,,,,,,,849088.9301,,,,,,266712.382,265636.3064,332439.4915,-0.0774089817567862,0.0774089817567862,329868,,,,,,
1495,2016Q4 [2016Q4],India,,,,,,,,,,575024.4159,,,,,,100936.9645,102559.43,4542.545239,0.1676353500748801,-0.1676353500748801,4549.7,,,,,,
1496,2016Q4 [2016Q4],Italy,,,,,,,,,,459479.6642,,,,,,163.5092858,153.9626532,115623,-0.2512831354902866,0.2512831354902866,117471,,,,,,
1497,2016Q4 [2016Q4],Japan,,,,,,,,,,1224217.818,,,,,,153541.7208,157280.6773,163137,-0.0078378855943101,0.0078378855943101,168999,,,,,,
1498,2016Q4 [2016Q4],United Kingdom,,,,,,,,,,629706.5787,,,,,,168.5970578,162294,79804.45724,-0.1264650281192941,0.1264650281192941,82085,,,,,,
1499,2016Q4 [2016Q4],United States,,,,,,,,,,4748000,,,,,,558242.0906,566872.9,371548.3,0.0393205119208087,-0.0393205119208087,378138.9,,,,,,
1500,2017 [2017],Brazil,158.477429,0.9937610558416476,159.484986,1.0000791221710843,3.445177036,158.2746833,0.99241118094966,0.9987206651364844,159.4723682,2063105.908,55.37730364,12.76263323,445695000000,0.2160310812313373,490994000000,151005.3782,150750,217671.8507,-0.0323136452866965,0.0323136452866965,217739,3.190255448,3.190255448,92.47462097,0.09628219118244143,2.778248048964653,129.93227263813594
1501,2017 [2017],Canada,112.4253286,0.992152986346918,112.63673,0.9940186026892474,1.603375527,111.9090098,0.9935392282783778,0.9954074512707272,113.3145091,1651015.871,107.2892225,6.341666667,259773000000,0.1573413100157896,257602000000,610.0002,,424034.4,-0.2564629494103754,0.2564629494103754,431.3186464,1.298173725,1.298173725,99.16075141,0.15506456627085075,6.401246633145702,540.9007956025645
1502,2017 [2017],China,113.6487965,0.9401486245865875,121.5599433,1.0055928176794957,1.519128015,113.613329,0.9346280190310026,0.9996879201444072,120.8838619,1.230122835E7,103.5187453,3.942630322,5319900000000,0.4324690062354627,5082270000000,1849691.769,1849475.619,2256673.879,-0.0330846723937126,0.0330846723937126,2263346,6.757446433,6.757446433,,1.858348468869259,,550.8348374027289
1503,2017 [2017],France,108.3824054,1.0021580094076636,107.6183642,0.9950933017618836,1.041432719,107.6879433,1.0006465355659069,0.9935924830470684,108.1490188,2597502.801,115.0332733,9.075,371615000000,0.1430662557349057,378921000000,474.5139,600499,606776.4003,-0.233417221404567,0.233417221404567,606021.01,5.818013328,0.886908361,102.7820645,0.17048026909305497,10.215182282209375,892.8716479046003
1504,2017 [2017],Germany,110.7369198,1.0021424326975263,109.9874146,0.9953595912946408,1.459490837,110.1576214,1.0015475116004773,0.9947686968262592,110.5001806,3671905.532,168.1810226,3.753594447,1103800000000,0.3006068621266479,1221320000000,1166561.587,1164932.121,1447050.368,-0.0763877988024447,0.0763877988024447,1445289,1.734737034,0.886908361,96.01134395,0.582651518842774,6.808966195245782,931.4775425456492
1505,2017 [2017],India,,,161.8969343,0.9980612505771912,3.32659515,,,,162.2114216,2555791.406,126.4494957,8.5,663358000000,0.2595509157917561,640878000000,449540.3872,449795.4,19460.01581,0.168276789091762,-0.168276789091762,19477.02,65.1101154,65.1101154,,0.17908994831683794,,307.2655878855483
1506,2017 [2017],Italy,111.2024854,1.0141314693789794,109.4935596,0.998546606986923,1.227446862,109.4030924,0.9991737669290276,0.9838187699355144,109.6529284,1964400.939,72.37100553,11.23864835,465957000000,0.2372005585770084,516585000000,764.5759998,763.2767714,511902,-0.2602001525515459,0.2602001525515459,507593,1717.360532,0.886908361,76.61242964,0.10410720375510864,6.460357291464418,476.6050936649995
1507,2017 [2017],Japan,100.973481,0.972001819880466,103.6759642,0.9980167553128334,0.475554814,100.4676019,0.9690539429774604,0.9949899805870812,103.8819876,4870622.414,153.9811328,2.806692899,1669250000000,0.3427180056499448,1793820000000,672003.2608,672280.7839,699090,-0.0055612480084973,0.0055612480084973,698329,112.1102648,112.1102648,81.55644927,1.0336042788214141,17.75079175626932,2617.361444058454
1508,2017 [2017],United Kingdom,118.2111415,1.004468802093809,117.0767232,0.9948293740634632,2.683989094,117.4888738,1.0035203462202809,0.993890020087489,117.6852295,2671276.774,116.3973131,4.383333333,487347000000,0.182439724982238,498980000000,637.3102741,,337420.1879,-0.1260756208057009,0.1260756208057009,337466,0.77623036,0.77623036,97.27750433,0.3629770121295026,3.751385325428451,350.5572723951242
1509,2017 [2017],United States,114.5776348,1.0128723134658166,112.7056818,0.9963241505619576,2.138499307,114.2864319,1.0140254694772628,0.9974584664755184,113.1214994,19519400,207.6346464,4.341666667,3306230000000,0.169381,3316260000000,2338879.915,2339591.4,1547195.5,0.0405588499134194,-0.0405588499134194,1547195.5,1,1,132.3031397,2.6777789176152034,6.40355344546216,784.8514797324606
1510,2017Q1 [2017Q1],Brazil,,,,,,,,,,517233.0565,,,,,,37290.64959,36049,54516.57157,-0.0333039850479858,0.0333039850479858,50451,,,,,,
1511,2017Q1 [2017Q1],Canada,,,,,,,,,,398257.0181,,,,,,154.0436,,105529.5,-0.2645915868670037,0.2645915868670037,105.7583863,,,,,,
1512,2017Q1 [2017Q1],China,,,,,,,,,,2909306.2,,,,,,460245.9127,417692.375,546349.5453,-0.0295959334222021,0.0295959334222021,478369,,,,,,
1513,2017Q1 [2017Q1],France,,,,,,,,,,604424.7473,,,,,,125.8119,145185,133685.5558,-0.2209700123904903,0.2209700123904903,133058.4992,,,,,,
1514,2017Q1 [2017Q1],Germany,,,,,,,,,,849175.6793,,,,,,273183.0413,275627.9274,339398.015,-0.0779755889318249,0.0779755889318249,340397,,,,,,
1515,2017Q1 [2017Q1],India,,,,,,,,,,598031.2449,,,,,,108285.9347,106456.25,5008.602037,0.1726955465015369,-0.1726955465015369,5110.88,,,,,,
1516,2017Q1 [2017Q1],Italy,,,,,,,,,,457589.3181,,,,,,174.2385059,177.7465044,118833,-0.2593127872538509,0.2593127872538509,116555,,,,,,
1517,2017Q1 [2017Q1],Japan,,,,,,,,,,1189634.472,,,,,,164064.3074,164471.0566,167917,-0.0032385515809094,0.0032385515809094,167416,,,,,,
1518,2017Q1 [2017Q1],United Kingdom,,,,,,,,,,636277.8901,,,,,,160.7341623,,83627.29248,-0.1311794101545506,0.1311794101545506,83226,,,,,,
1519,2017Q1 [2017Q1],United States,,,,,,,,,,4797600,,,,,,574649.6212,548957.9,381728,0.0402121104719026,-0.0402121104719026,372739.2,,,,,,
1520,2017Q2 [2017Q2],Brazil,,,,,,,,,,510126.0433,,,,,,37097.06032,35441,55348.05775,-0.0357774273039158,0.0357774273039158,57249,,,,,,
1521,2017Q2 [2017Q2],Canada,,,,,,,,,,396337.6234,,,,,,153.307,,105044.1,-0.2646501033643731,0.2646501033643731,109.3512768,,,,,,
1522,2017Q2 [2017Q2],China,,,,,,,,,,2983848.703,,,,,,448464.3541,444947.62,563088.5991,-0.0384148984781819,0.0384148984781819,561606,,,,,,
1523,2017Q2 [2017Q2],France,,,,,,,,,,629579.0594,,,,,,117.205,145837,143393.9187,-0.2275754117942634,0.2275754117942634,145527.0042,,,,,,
1524,2017Q2 [2017Q2],Germany,,,,,,,,,,887716.7463,,,,,,282773.8436,281796.1048,349000.9147,-0.0746038321075209,0.0746038321075209,350441,,,,,,
1525,2017Q2 [2017Q2],India,,,,,,,,,,632413.9923,,,,,,114048.0133,114168.41,4659.638691,0.1729695673101254,-0.1729695673101254,4611.3,,,,,,
1526,2017Q2 [2017Q2],Italy,,,,,,,,,,476424.7415,,,,,,186.7120636,194.7132351,122981,-0.2577412070367886,0.2577412070367886,126549,,,,,,
1527,2017Q2 [2017Q2],Japan,,,,,,,,,,1222247.364,,,,,,169387.3551,162761.2098,173292,-0.0031946437480719,0.0031946437480719,169215,,,,,,
1528,2017Q2 [2017Q2],United Kingdom,,,,,,,,,,659424.3316,,,,,,160.7726447,,84147.73987,-0.1273640707517077,0.1273640707517077,84529,,,,,,
1529,2017Q2 [2017Q2],United States,,,,,,,,,,4839200,,,,,,578674.9213,584373.5,378578.6,0.0413490496982972,-0.0413490496982972,384517.6,,,,,,
1530,2017Q3 [2017Q3],Brazil,,,,,,,,,,519834.086,,,,,,36487.25163,39840,53980.08338,-0.0336507978624549,0.0336507978624549,56889,,,,,,
1531,2017Q3 [2017Q3],Canada,,,,,,,,,,427561.6998,,,,,,149.6456,,104712.4,-0.2445559423327935,0.2445559423327935,104.6899471,,,,,,
1532,2017Q3 [2017Q3],China,,,,,,,,,,3146516.768,,,,,,462573.806,481076.8021,560666.2862,-0.0311749427804098,0.0311749427804098,588106,,,,,,
1533,2017Q3 [2017Q3],France,,,,,,,,,,677765.671,,,,,,119.274,147393,160995.4325,-0.2373625065173889,0.2373625065173889,153905.605,,,,,,
1534,2017Q3 [2017Q3],Germany,,,,,,,,,,961704.6937,,,,,,298692.2083,297185.0537,372707.8546,-0.0769629666828775,0.0769629666828775,371985,,,,,,
1535,2017Q3 [2017Q3],India,,,,,,,,,,656680.4104,,,,,,108449.6624,108248.33,4824.794786,0.1578010642206908,-0.1578010642206908,4771.77,,,,,,
1536,2017Q3 [2017Q3],Italy,,,,,,,,,,512097.7634,,,,,,196.1746791,194.3611576,132547,-0.2584483565055539,0.2584483565055539,126353,,,,,,
1537,2017Q3 [2017Q3],Japan,,,,,,,,,,1237127.309,,,,,,164137.635,166088.6846,178563,-0.011660372295605,0.011660372295605,176415,,,,,,
1538,2017Q3 [2017Q3],United Kingdom,,,,,,,,,,677767.8324,,,,,,157.5039955,,84741.56195,-0.1247979823046261,0.1247979823046261,82252,,,,,,
1539,2017Q3 [2017Q3],United States,,,,,,,,,,4902900,,,,,,577316.0731,587829,384316,0.0393644726794346,-0.0393644726794346,381781.2,,,,,,
1540,2017Q4 [2017Q4],Brazil,,,,,,,,,,515912.7219,,,,,,40130.41667,39420,53827.13803,-0.0265485241564848,0.0265485241564848,53150,,,,,,
