Column,Time,Country,"Core CPI,not seas.adj,,,","CPI Price, seas. adj.,,,","CPI Price, % y-o-y, not seas. adj.,,","Core CPI,seas.adj,,,","CPI Price,not seas.adj,,,","Stock Markets, US$, Billions","Total Reserves,,,,","Unemployment rate,Percent,,,","Industrial Production, constant US$, seas. adj.,,","Industrial Production, constant US$,,,","Imports Merchandise, Customs, current US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, current US$, millions, seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exchange rate, old LCU per USD extended forward, period average,,","Exchange rate, new LCU per USD extended backward, period average,,","Retail Sales Volume,Index,,,",Retail Sales Volume to CPI Correlaton,Stock Market Value to CPI Correlaton
573,1997M12 [1997M12],United Kingdom,84.5856102,79.97849553,1.642660933,83.8424983,80.50735529,88.64603857,33019.33793,6.4,41949372228,43398388358,75.92266003,27688,14159.54079,14739.40741,0.601915159,0.601915159,77.66215829,2.4491812077486985,0.28298434772006675
574,1997M12 [1997M12],United States,77.56058995,74.39490914,1.697045883,77.59492007,74.43916802,75.53856985,71309.36537,4.7,2.27411E11,2.27983E11,76960.01956,74670.3,58247,59663.7,1.0,1.0,75.90869145,3.2600306234894814,1.3536711593459378
575,1998M01 [1998M01],Canada,82.34767025,78.6701209,1.222222222,82.24799286,78.97480452,40.49486128,20750.46765,8.8,17237105241,20481912856,23.82401276,19885,17870.4,18.53025374,1.440545455,1.440545455,44.32294031,5.010977770663522,2.481280062850434
576,1998M01 [1998M01],France,83.60813704,82.92579205,0.64516129,83.44680851,83.10716957,52.89976665,35098.03008,10.05185185,30483276230,30956668649,56.53996214,21856,26164.38096,24877.86042,6.087409091,0.926968783,61.31378723,1.8347904548620504,1.2677112196857823
577,1998M01 [1998M01],Germany,87.44733715,84.46601942,1.032258065,87.21117679,84.61538462,55.20124051,83567.484,8.562373779,67968111399,69242115681,38358.15868,37877.21943,43640.91591,40667,1.817454545,0.926968783,82.61321929,0.5486182780820671,1.5319033370682962
578,1998M01 [1998M01],Japan,105.5387714,103.1636752,1.831029627,,103.2091097,105.4591848,221253.2792,3.627964693,1.44231E11,1.45863E11,26532.91559,26670.08046,33849,29795,129.4836364,129.4836364,71.0230436,7.06867122915796,-1.2854825374575367
579,1998M01 [1998M01],United Kingdom,84.02777778,80.0221341,1.495294315,84.00090518,79.99043585,89.71588773,31067.82834,6.4,42069113538,41809151601,76.04020344,27484,14041.56441,14045.04938,0.611663277,0.611663277,77.07886569,1.917399310954702,0.17037093251154994
580,1998M01 [1998M01],United States,77.78777387,74.48686824,1.631116688,77.77621661,74.57761656,74.56954986,71369.89244,4.6,2.28578E11,2.26955E11,74634.12805,70223.9,58296,55171.5,1.0,1.0,76.21680237,2.7014030179703297,1.3084608055565117
581,1998M02 [1998M02],Canada,82.70609319,78.6701209,1.109877913,82.426405,79.06168549,43.18894597,21222.05324,8.6,17448962440,20999057649,22.6177175,20070,18587.1,18.46680621,1.4336,1.4336,45.24295483,4.331848718072879,2.147738702011956
582,1998M02 [1998M02],France,84.16488223,83.03210717,0.774193548,83.71276596,83.41703173,56.96253894,35782.14139,9.996296296,30693775326,30523299876,44.40366072,22409,27214.66716,26239.13359,6.0728,0.926211985,61.1513666,2.0297016466812448,1.22779439707784
583,1998M02 [1998M02],Germany,87.80382413,84.57389428,1.030927835,87.27565825,84.72372698,59.02783927,84607.05658,8.523569511,67879955613,71393706846,38122.73466,36451.69849,44068.58788,42588,1.8127,0.926211985,83.13225522,0.49993681984422117,1.373220750746328
584,1998M02 [1998M02],Japan,105.3373615,103.449474,1.963687683,,103.1055901,114.0373248,222868.5964,3.644284086,1.4048E11,1.50667E11,24294.33553,22399.62784,34244,32531,125.752,125.752,68.90861511,17.92178311499893,-2.782453051629428
585,1998M02 [1998M02],United Kingdom,84.38069217,80.13276161,1.609735152,84.18194162,80.26825158,96.26334162,31166.93642,6.4,42428337467,42298147526,75.01218328,28722,13968.69945,13836.12346,0.609527653,0.609527653,76.95709813,2.4208605034089783,-0.2709515113909272
586,1998M02 [1998M02],United States,78.19670492,74.48686824,1.440200376,77.91218902,74.71606511,79.49019939,72126.48085,4.6,2.28879E11,2.29983E11,74008.32958,68394,57456,55233.2,1.0,1.0,76.46324013,1.843301436597665,0.7598043231007247
587,1998M03 [1998M03],Canada,82.88530466,78.6701209,0.997782705,82.426405,79.14856646,46.64828722,22338.99813,8.4,17620465886,21045316405,24.83432927,19997,18555.1,18.54104457,1.416227273,1.416227273,45.12652146,3.8888879197736363,1.8372785852811806
588,1998M03 [1998M03],France,84.45396146,83.03210717,0.904392765,83.75531915,83.55593546,62.7769314,36787.13879,9.951851852,30326905473,33452381014,48.34607362,25094,26584.34494,29291.12093,6.124909091,0.932978975,60.90773566,2.2767318904287133,1.1160492798295836
589,1998M03 [1998M03],Germany,87.7930215,84.57389428,1.161290323,87.40462117,84.61538462,62.94732999,84990.22888,8.447927372,68673357691,82053863074,38139.93131,39244.18552,43797.52441,45796,1.827136364,0.932978975,85.12189296,0.3614169517341167,1.3398005948248677
590,1998M03 [1998M03],Japan,105.7401813,103.5649629,2.265197581,,103.5196687,111.5640937,223334.4181,3.834603347,1.37523E11,1.70039E11,24380.47074,25975.95461,33749,35569,128.9909091,128.9909091,68.69477994,-9.693250549272731,-7.980175495672788
591,1998M03 [1998M03],United Kingdom,84.73360656,80.20711826,1.674147981,84.3403485,80.49824657,101.8699918,30796.04742,6.3,42548078777,46902859155,79.00602683,28083,13915.23703,13716.82716,0.601624989,0.601624989,76.713563,2.8752048204423195,-0.7294597840551956
592,1998M03 [1998M03],United States,78.42388884,74.48686824,1.376720901,78.04816143,74.85451365,83.17523508,70579.40887,4.7,2.29033E11,2.32103E11,75712.26914,78095.7,57814,62297.9,1.0,1.0,77.19465312,1.5728316638223392,0.5101211372324461
593,1998M04 [1998M04],Canada,82.88530466,78.58376511,0.88691796,82.51561106,79.06168549,48.04008792,21699.85577,8.3,17543793757,20567952550,26.25240427,20293,18831.6,19.22018184,1.429590909,1.429590909,45.590226,3.4864491906960753,1.6509138672744312
594,1998M04 [1998M04],France,84.58244111,83.13842228,1.033591731,83.84042553,83.7268939,67.45329974,40715.765,9.933333333,30714825235,31635920413,36.2156,23266,27978.37425,27931.95083,6.076363636,0.925570869,62.59807414,2.4042323419759386,1.0291114214080097
595,1998M04 [1998M04],Germany,87.78221886,84.68176915,1.290322581,87.44760881,84.72372698,67.83728723,86355.28021,8.368544089,68320734545,75403490381,40373.37161,40613.85385,46068.47968,46269,1.812818182,0.925570869,83.61328076,0.6072430927882553,1.2477744789935925
596,1998M04 [1998M04],Japan,106.143001,103.315206,0.424872785,,103.7267081,103.3698622,205420.3597,4.094726072,1.37098E11,1.46348E11,23417.80892,23702.32098,32509,32992,131.8018182,131.8018182,68.39671951,1.175572406422792,-0.3107438515479354
597,1998M04 [1998M04],United Kingdom,85.04098361,80.37093079,1.868841929,84.31771894,80.9218017,104.7108965,31885.21455,6.3,42508165007,42053649564,79.41533993,27967,13881.15239,13873.33333,0.597919748,0.597919748,77.19868266,5.442236596347874,-1.2977757239652268
598,1998M04 [1998M04],United States,78.60563598,74.57882734,1.438398999,78.18413383,74.9929622,86.30728678,71760.89733,4.3,2.29881E11,2.26473E11,76677.24988,75743.9,56014,56674.4,1.0,1.0,78.22500252,1.5699151726934772,0.35965509179251526
599,1998M05 [1998M05],Canada,83.06451613,78.6701209,0.997782705,82.60481713,79.32232841,47.55257971,20475.41784,8.3,17402555625,20676608002,26.46309783,20090,18450.9,19.21938222,1.445190476,1.445190476,45.51285849,3.8542811753226465,1.8010090700520427
600,1998M05 [1998M05],France,84.59314775,83.13842228,0.903225806,83.90425532,83.7482637,71.70685757,42314.6245,9.9,31105752128,29502885461,38.4283,22443,27617.44091,26285.88172,5.951619048,0.90618988,63.00990358,2.1014238980267743,0.7796449465099172
601,1998M05 [1998M05],Germany,88.17111375,85.11326861,1.544401544,87.75926921,84.83206934,71.23121739,86926.77298,8.259586641,68585201905,72567302027,36564.42032,36252.88775,44709.7625,43721,1.774952381,0.90618988,83.96422842,0.8372666291008172,1.3952753073539634
602,1998M05 [1998M05],Japan,106.2437059,103.2694739,0.531116575,,104.0372671,97.93912574,206651.1732,4.124777406,1.35883E11,1.38557E11,21395.52906,20914.7846,32507,29965,135.0342857,135.0342857,68.34836363,1.2598147958421004,-0.1649879442043183
603,1998M05 [1998M05],United Kingdom,85.28005464,80.55942185,2.073378273,84.45349627,81.35104978,102.9815515,31779.97608,6.3,42148941077,40423663147,81.26638771,28964,13815.91607,13793.66667,0.610756814,0.610756814,77.93274304,-221.2633910956753,-1.8129717706506752
604,1998M05 [1998M05],United States,78.65107276,74.76274553,1.688555347,78.36543038,75.13141074,86.71443026,72237.85066,4.4,2.31343E11,2.29895E11,74524.1268,73997.7,55986,56672.7,1.0,1.0,78.52852617,2.526208875265179,0.45395520623437713
605,1998M06 [1998M06],Canada,82.97491039,78.75647668,0.996677741,82.60481713,79.40920938,44.81983296,19884.0056,8.4,17392467187,21582568642,25.66181501,20387,17619.7,19.00585874,1.465,1.465,45.00713909,3.895562667714329,1.9091099677872658
606,1998M06 [1998M06],France,84.67880086,83.2447374,0.902061856,83.9893617,83.81237312,73.10544937,43076.72896,9.866666667,30901267292,33941073460,39.2171,24733,28053.76682,29101.62002,6.011636364,0.915309869,63.25700124,2.0790092487687795,0.7265290546017034
607,1998M06 [1998M06],Germany,88.2143243,85.11326861,1.413881748,87.82375067,84.9404117,74.76177688,86844.0426,8.101272281,67968111399,76870484358,40081.78982,40375.39773,44824.52423,46233,1.792909091,0.915309869,82.91138543,0.8246323418774464,1.009206971683991
608,1998M06 [1998M06],Japan,106.143001,103.0832628,0.117924721,,103.6231884,92.68221939,205548.8622,4.119344997,1.36098E11,1.51408E11,23074.53485,22307.31902,30664,30973,140.4436364,140.4436364,66.81947849,1.0681706144735266,-0.005565499846114318
609,1998M06 [1998M06],United Kingdom,85.24590164,80.55634784,1.69210776,84.49875537,81.23035934,102.4834689,31600.15111,6.3,42109027307,42868642772,82.45592431,27127,13714.29332,13664,0.605559884,0.605559884,76.70930908,3.013378807111931,-0.7967154263917811
610,1998M06 [1998M06],United States,78.60563598,74.85470463,1.622971286,78.50140278,75.22370977,84.73652087,72770.4889,4.5,2.29891E11,2.33586E11,75644.49084,76918.1,56145,56994.6,1.0,1.0,79.21712475,2.006386980524744,0.558803446098654
611,1998M07 [1998M07],Canada,83.15412186,78.75647668,0.884955752,82.69402319,79.40920938,43.92598289,22445.48843,8.3,17122097047,19303775388,26.14955345,20380,17561.7,17.90182629,1.486652174,1.486652174,43.27811337,3.6680422530895265,1.801495011503908
612,1998M07 [1998M07],France,84.38972163,83.2447374,0.772200772,84.0106383,83.53456566,74.65295371,44414.86851,9.818518519,31081695088,31685097012,47.297,23118,28244.64128,27988.28706,6.023347826,0.918062615,64.69390278,1.7644634371637755,0.6150977814895067
613,1998M07 [1998M07],Germany,88.76525872,85.22114347,1.152368758,87.94196668,85.26543879,78.13772426,86357.45732,7.976067426,69554915557,78239678735,40016.05938,40304.44046,46862.45643,47656,1.797521739,0.918062615,86.40848532,0.22320903361261402,0.6454610569772048
614,1998M07 [1998M07],Japan,105.7401813,102.9480057,-0.107564339,,103.0020704,99.27916164,207181.2462,4.018679706,1.36067E11,1.55024E11,23085.9119,23090.24886,31100,32398,140.7995652,140.7995652,65.23333753,1.0274176128090218,-0.1530158639234556
615,1998M07 [1998M07],United Kingdom,84.80191257,80.63404962,1.420949508,84.62321792,80.78517102,103.0473592,32242.82102,6.3,42228768617,43153890395,82.7249983,28246,13666.50995,13246.7037,0.608449695,0.608449695,77.43530644,1.644574011240733,-0.6084152610443968
616,1998M07 [1998M07],United States,78.74194633,75.03862282,1.74563591,78.63737519,75.31600881,86.87740313,74103.29504,4.5,2.29093E11,2.2492E11,75616.93087,76336.4,55477,51578,1.0,1.0,78.46940149,2.9899962434702285,0.4795546595065856
617,1998M08 [1998M08],Canada,83.33333333,78.84283247,0.772626932,82.87243533,79.40920938,36.91134611,17882.54945,8.1,17561952946,20952707855,25.84365939,20514,18054.8,17.7711939,1.535285714,1.535285714,43.23845994,3.3530925541617984,1.9195506344734685
618,1998M08 [1998M08],France,84.70021413,83.2447374,0.642673522,84.10638298,83.58799017,69.6492621,45808.71746,9.796296296,30284805653,22387646390,47.276,17983,26174.05872,20165.52396,5.989857143,0.913093061,65.6157071,1.5421934178472991,0.7298881582042256
619,1998M08 [1998M08],Germany,88.85167981,85.22114347,0.765306122,88.09242343,85.04875406,70.52199949,87304.5025,7.956646341,68320734545,66992724917,37792.74392,34626.26248,42740.08115,38989,1.786142857,0.913093061,85.33730575,0.23576700661720693,0.7546232498143682
620,1998M08 [1998M08],Japan,105.6394763,102.478304,-0.333724482,,102.8985507,90.12846647,209019.435,4.316428854,1.32954E11,1.3429E11,21926.78728,21618.61007,29591,27744,144.4609524,144.4609524,64.79795743,0.9480869344024989,0.0478890597832606
621,1998M08 [1998M08],United Kingdom,84.93852459,80.72114662,1.330318825,84.62321792,81.11080749,95.02462234,32282.6686,6.2,41949372228,38997425032,81.9912394,28756,13594.90968,13195.25926,0.611345802,0.611345802,77.92462907,1.3791668273065287,-0.13503464313484256
622,1998M08 [1998M08],United States,78.96913025,75.13058192,1.616915423,78.86399587,75.40830784,80.96960752,75656.41972,4.5,2.33795E11,2.37429E11,74746.26415,76014,55081,53420.1,1.0,1.0,78.08916867,2.2189763594629133,0.8250409236026129
623,1998M09 [1998M09],Canada,83.33333333,78.6701209,0.55187638,82.87243533,79.23544744,34.15937913,19473.08539,8.2,17610377448,21828272000,25.07091382,20559,18548.5,17.93617646,1.5215,1.5215,43.88913667,2.8239745211712965,1.773992170389721
624,1998M09 [1998M09],France,84.85010707,83.13842228,0.385109114,84.20212766,83.55593546,65.4885552,47091.14762,9.785185185,30832103303,33046674078,50.367,25611,31622.11427,32360.8186,5.701227273,0.868890257,64.526302,1.368346500891923,0.7527102705745871
625,1998M09 [1998M09],Germany,88.52760073,85.22114347,0.765306122,88.10317034,84.83206934,65.27643933,89097.35698,7.845979858,67615488253,80293470302,39975.6775,39181.01246,46406.55772,45562,1.700045455,0.868890257,85.33730575,0.23576700661720693,0.9350898060031103
626,1998M09 [1998M09],Japan,106.143001,103.0926665,-0.202307646,,103.7267081,89.91533797,211744.0906,4.308565416,1.34967E11,1.5489E11,23167.58797,22727.59748,32302,34180,134.4177273,134.4177273,64.55807029,1.0130815681039989,0.05491344708218495
627,1998M09 [1998M09],United Kingdom,85.49635701,80.83521877,1.396289094,84.71373614,81.4637701,90.1572176,33387.16172,6.2,41949372228,44172631906,87.44263237,28191,13531.04887,13272.03704,0.594629857,0.594629857,77.80229842,1.5319125551445134,0.12883320201389337
628,1998M09 [1998M09],United States,79.15087738,75.17656147,1.426799007,78.95464414,75.50060687,75.53830216,78239.71518,4.6,2.33338E11,2.36739E11,76890.94967,78434.7,56324,55626.4,1.0,1.0,78.97170638,1.4299623344133487,0.977727420011876
629,1998M10 [1998M10],Canada,83.5125448,79.10189983,1.103752759,82.96164139,79.58297133,33.25567015,20047.55144,8.0,17646695825,22117505778,23.59450273,20500,18611.9,18.92460051,1.543409091,1.543409091,42.82661128,4.544569882006128,2.5685684002622633
630,1998M10 [1998M10],France,84.80728051,83.13842228,0.385109114,84.26595745,83.51319585,63.37632699,47642.67059,9.785185185,30865181732,33928779311,52.168,27081,30656.76003,34957.98842,5.500090909,0.837605404,67.94915529,1.1733109874551158,0.8116655637356124
631,1998M10 [1998M10],Germany,88.32235065,85.32901834,0.76433121,88.09242343,84.72372698,61.97744482,88045.81027,7.762764558,67968111399,81173666688,41156.36261,44349.04531,47721.94923,51505,1.639681818,0.837605404,90.71132473,-0.15964371359635882,1.0479622950419725
632,1998M10 [1998M10],Japan,106.2437059,103.6046763,0.195231264,,104.4513458,95.94570696,213622.4364,4.336840592,1.34383E11,1.51134E11,23464.55784,25027.60099,34158,36195,120.4831818,120.4831818,76.30114172,0.6267311952931274,-0.08900400502180363
633,1998M10 [1998M10],United Kingdom,85.47358834,80.95407309,1.333241133,84.83819869,81.44782985,88.52662008,34453.85074,6.2,41989285998,45272872738,87.53788295,27008,13448.21796,13862.02469,0.5903387,0.5903387,78.33940845,1.3305466295580368,0.20718712960632793
634,1998M10 [1998M10],United States,79.3780613,75.36047966,1.486068111,79.04529241,75.68520493,77.97047448,82488.71568,4.5,2.35227E11,2.3846E11,77393.94921,83711.4,58131,61312.8,1.0,1.0,80.21510848,1.3706968517478053,0.8914677318045885
635,1998M11 [1998M11],Canada,83.33333333,79.10189983,1.215469613,82.96164139,79.58297133,37.19117638,23285.37805,8.0,17697138015,22483362688,23.67457077,20235,18554.2,19.28494307,1.540190476,1.540190476,43.04608063,5.114878951149679,2.6239922521534518
636,1998M11 [1998M11],France,84.73233405,83.13842228,0.128040973,84.31914894,83.45977134,68.92250794,51091.08185,9.796296296,31042602399,32637893604,57.4085,25119,30718.54269,31821.82255,5.643809524,0.859724485,68.65880704,0.9828153317898958,0.5825357057607167
637,1998M11 [1998M11],Germany,88.3655612,85.32901834,0.636132316,88.1676518,84.72372698,67.17204839,91911.27857,7.709492099,67086553534,80391269901,38512.41943,40312.91491,46144.21524,49219,1.683619048,0.859724485,92.88461689,-0.2908911262032104,0.8061645540717586
638,1998M11 [1998M11],Japan,106.2437059,104.0522765,0.800216058,,104.3478261,102.7838847,214349.279,4.477615481,1.34447E11,1.47575E11,22878.67947,23146.25207,32544,30586,120.4919048,120.4919048,75.97900501,0.9499847227602187,-0.36305830133281514
639,1998M11 [1998M11],United Kingdom,85.70127505,81.07409903,1.297333387,85.01923512,81.51159084,95.47675354,33773.37671,6.1,41909458458,45109874096,88.01415313,27631,13381.56163,13906.50617,0.602107708,0.602107708,78.58731797,1.2377851583264536,-0.15405579195034452
640,1998M11 [1998M11],United States,79.42349809,75.45243876,1.484230056,79.22658895,75.68520493,86.00467159,80672.9035,4.4,2.35074E11,2.36162E11,77298.22652,78020.1,58424,58394.7,1.0,1.0,80.81731368,1.2675529077099073,0.3962432824272053
641,1998M12 [1998M12],Canada,83.15412186,79.10189983,1.103752759,82.96164139,79.32232841,36.92369199,23371.21204,8.1,17977596593,20191479315,23.23120988,20180,18673.4,19.54503068,1.543304348,1.543304348,42.8920981,4.538059639553478,2.4094222444606235
642,1998M12 [1998M12],France,84.82869379,83.2447374,0.256081946,84.35106383,83.54525056,70.37475954,49371.89006,9.818518519,30811053393,33406277953,58.7444,25118,30690.45709,31698.47269,5.601347826,0.853384965,68.65880704,1.0522371034143314,0.5792341903273269
643,1998M12 [1998M12],Germany,88.43037701,85.32901834,0.508259212,87.67329393,84.83206934,66.80700111,80579.39319,7.769990247,67262865107,74034296003,42468.96751,42298.61258,46522.62393,45577,1.670130435,0.853384965,91.08928858,-0.15668323495348005,0.7625193375124095
644,1998M12 [1998M12],Japan,106.2437059,103.7302623,0.582634355,,103.9337474,104.1768991,215598.1631,4.469116907,1.34708E11,1.48934E11,22798.85805,23234.54822,33557,35296,116.9908696,116.9908696,74.47022323,0.908297951159884,-0.36269516654375805
645,1998M12 [1998M12],United Kingdom,85.95173042,81.18889634,1.513407835,85.177642,81.75980325,96.90061038,32912.05599,6.2,42029199768,43479887679,88.04664314,28298,13306.1638,13790.46914,0.598205657,0.598205657,78.33940845,1.762186355495983,-0.28193506181679107
646,1998M12 [1998M12],United States,79.42349809,75.5903774,1.606922126,79.49853376,75.63905541,86.1281384,85603.43884,4.4,2.35947E11,2.35806E11,78270.92229,76006.8,56989,58762.2,1.0,1.0,81.57777932,1.446315133751938,0.4487993246846786
647,1999M01 [1999M01],Canada,83.15412186,79.2746114,0.768386389,83.14005352,79.49609036,39.5000158,23387.95769,7.9,18177347666,21388025130,24.49742554,20420,19244.3,19.45123476,1.519571429,1.519571429,44.41980503,3.2550047499783714,1.8253333670769984
648,1999M01 [1999M01],France,84.40042827,83.13842228,0.256410256,84.23404255,83.31018271,75.72253217,37065.68575,9.896296296,30895253032,30637020760,56.5181,22750,28282.04494,27083.28594,5.658380952,0.862155355,61.58381415,1.4269363190664142,0.43902127156569115
649,1999M01 [1999M01],Germany,88.28994275,84.68176915,0.255427842,88.01719506,84.72372698,71.19051556,66944.11978,7.682324246,68408890332,67481722909,37320.4168,36760.1962,44566.8047,41569,1.687047619,0.862155355,86.99796037,0.08161632284266737,0.557665523109529
650,1999M01 [1999M01],Japan,105.5387714,103.3448883,0.175655979,,103.4161491,104.2914512,221900.8116,4.561769047,1.34215E11,1.34188E11,23695.0286,23793.07068,35149,30458,113.3347619,113.3347619,77.23988326,0.5726788676231268,-0.2992260167411768
651,1999M01 [1999M01],United Kingdom,85.32559199,81.31889076,1.620497464,85.29078977,81.25768548,100.1182541,30719.41746,6.2,41909458458,40831159751,88.91587493,28977,13136.64452,13112.97531,0.605864814,0.605864814,76.97060368,2.476090065802075,-0.5528461092169614
652,1999M01 [1999M01],United States,79.65068201,75.72831605,1.666666667,79.58918204,75.82365347,89.252673,84288.79082,4.3,2.37052E11,2.35906E11,76667.71724,71766.3,56272,52436.1,1.0,1.0,81.55866574,1.6657641288939047,0.24572147403803504
653,1999M02 [1999M02],Canada,83.42293907,79.2746114,0.768386389,83.22925959,79.58297133,38.74846759,22296.98359,7.9,18159188478,21249735105,22.85378656,20252,19721.7,19.7010339,1.4973,1.4973,44.95263317,3.2156954755562293,1.8512382061102133
654,1999M02 [1999M02],France,84.85010707,83.35105252,0.384122919,84.40425532,83.56662037,73.08612421,36866.24613,9.907407407,30799024874,30673903209,49.5937,22947,27682.92335,26922.62257,5.8546,0.892409346,62.54008456,1.4806546634530962,0.5403868004070528
655,1999M02 [1999M02],Germany,88.5167981,84.68176915,0.12755102,88.01719506,84.83206934,66.43415925,63864.59012,7.635072815,67174709321,70709109657,39543.51917,37829.0525,45319.41882,44007,1.746,0.892409346,87.53888033,0.04950745991440851,0.6439911071254126
656,1999M02 [1999M02],Japan,105.1359517,103.3431278,-0.102800189,,103.0020704,103.7828741,221176.9808,4.63184479,1.34332E11,1.44052E11,24806.33422,22814.74943,31743,30798,116.6825,116.6825,76.81756129,0.5179030510704317,-0.2545050373100338
657,1999M02 [1999M02],United Kingdom,85.47358834,81.28504724,1.437970693,85.29078977,81.39659334,100.3462346,30199.35548,6.2,41829630918,41727652280,87.49588736,29441,13111.45983,12976.60494,0.614406021,0.614406021,76.72893774,1.7963775266245232,-0.46126555803083097
658,1999M02 [1999M02],United States,79.83242914,75.72831605,1.666666667,79.58918204,75.9159525,89.03385299,77806.34134,4.4,2.38316E11,2.38613E11,79953.28985,73848.6,55522,53278.9,1.0,1.0,82.62290988,1.4118561523370774,0.26250478723602183
659,1999M03 [1999M03],Canada,83.78136201,79.44732297,0.987925357,83.40767172,79.93049522,38.40697347,24915.0206,7.9,18092604787,21258286488,23.94500535,19246,19348.1,20.04079954,1.517086957,1.517086957,45.06281119,3.859076291399708,2.152687876097326
660,1999M03 [1999M03],France,85.14989293,83.35105252,0.384122919,84.46808511,83.84442782,71.47950275,41318.5406,9.896296296,30783989224,34875428828,49.118,26372,27990.34882,30643.98646,6.027956522,0.918875227,63.01821976,1.4534262823442368,0.5852079505938115
661,1999M03 [1999M03],Germany,88.71124554,85.00539374,0.510204082,88.1676518,84.83206934,63.44706221,66571.83306,7.600462938,67615488253,83325257853,40423.71703,41482.23708,45567.3781,47621,1.796304348,0.918875227,88.4404136,0.006169496345610009,0.86329313533047
662,1999M03 [1999M03],Japan,105.5387714,103.1472111,-0.403371757,,103.1055901,110.2060212,222241.1426,4.667698123,1.36855E11,1.69163E11,23619.87287,25116.02844,31930,36040,119.5347826,119.5347826,77.06453463,0.4453505924653051,-0.3560680566802623
663,1999M03 [1999M03],United Kingdom,85.90619308,81.56494045,1.692894866,85.48314098,81.84178166,103.0445271,29938.81363,6.2,42188854847,47840101345,86.65943992,29336,13156.76138,12980.41975,0.616643727,0.616643727,76.84977071,2.9838391068717263,-0.8422317101330888
664,1999M03 [1999M03],United States,80.05961306,75.77429559,1.728395062,79.63450617,76.14670008,93.14692744,76639.37938,4.2,2.38694E11,2.42296E11,81390.24729,84071.9,55749,60889.4,1.0,1.0,82.94784074,1.576314613243557,-0.05783380861578572
665,1999M04 [1999M04],Canada,84.05017921,79.8791019,1.648351648,83.67528992,80.36490009,41.8046198,25482.16669,8.2,18201559918,20325097525,24.76446763,19155,19695,20.81238178,1.486590909,1.486590909,45.91198901,9.727318163599707,3.790265718016901
666,1999M04 [1999M04],France,85.31049251,83.45736764,0.383631714,84.56382979,84.07949567,73.360898,40436.10386,9.862962963,31030573879,31894097555,51.234,23217,26690.74966,26504.48694,6.129863636,0.934558743,59.17386663,1.671863312696138,0.5325914398263117
667,1999M04 [1999M04],Germany,88.3979691,85.4368932,0.891719745,88.1676518,85.26543879,66.24430713,65895.83874,7.63499445,68232578759,75207891184,38417.77358,38694.19688,44497.3145,44724,1.827818182,0.934558743,80.24120265,0.6764455636164673,0.9773813265269662
668,1999M04 [1999M04],Japan,106.143001,103.24672,-0.066288378,,103.6231884,118.9136057,222790.2902,4.740091121,1.34156E11,1.43573E11,24904.49639,24931.34379,32105,33594,119.7931818,119.7931818,75.43618659,0.5888297913841869,-0.6032923917012368
669,1999M04 [1999M04],United Kingdom,86.21357013,81.62967201,1.566164789,85.56234442,82.16969531,107.1029916,30026.68264,6.1,41789717148,41727652280,81.96123859,28727,13275.75112,13278,0.621671913,0.621671913,75.83078951,2.42598561011551,-0.9879568962874317
670,1999M04 [1999M04],United States,80.33223376,76.28007062,2.281134402,79.90645098,76.70049426,99.73512448,75834.36932,4.3,2.39342E11,2.37083E11,80864.15568,79979.8,56546,57282.9,1.0,1.0,82.73555258,-2.622573777004655,-3.4480142776672795
671,1999M05 [1999M05],Canada,84.22939068,79.96545769,1.646542261,83.76449599,80.53866203,42.46648438,25159.18622,7.9,18169276916,20488638838,25.45779327,19283,20079.5,21.0756928,1.462,1.462,45.70807579,9.731965244985435,3.731753430024685
672,1999M05 [1999M05],France,85.28907923,83.45736764,0.383631714,84.59574468,84.09018057,74.25801999,41221.60626,9.807407407,31150859077,30071489879,45.5455,22583,25791.36263,24547.88504,6.174571429,0.941303088,59.5341337,1.6513531521673295,0.5075698375531151
673,1999M05 [1999M05],Germany,88.53840337,85.32901834,0.253485425,88.13541107,85.26543879,66.23232601,65228.55289,7.591197999,68497046118,72371702830,39093.99609,38964.07061,43342.75806,42441,1.841095238,0.941303088,80.49593663,0.4251534230580781,0.6870643076180282
674,1999M05 [1999M05],Japan,106.143001,102.900615,-0.357180955,,103.6231884,115.4227925,223392.6459,4.697642607,1.36687E11,1.37385E11,22967.47363,22476.89064,32402,29189,121.9480952,121.9480952,74.4985863,0.5553022591756016,-0.46843831493899774
675,1999M05 [1999M05],United Kingdom,86.45264117,81.63002393,1.328959485,85.60760353,82.41335337,106.0808046,29761.03212,6.0,42188854847,40912659072,80.54302492,28567,13438.96595,13447,0.619234255,0.619234255,76.78164581,1.5248492319638216,-0.7154435858802719
676,1999M05 [1999M05],United States,80.2413602,76.32605017,2.09102091,79.99709926,76.70049426,103.6541127,73930.18761,4.2,2.40989E11,2.3948E11,81576.40507,80964.8,56502,56489,1.0,1.0,83.50901545,-21.702813702909907,-2.039011833126766
677,1999M06 [1999M06],Canada,84.31899642,79.96545769,1.535087719,83.85370205,80.71242398,42.22985557,25302.97821,7.6,18417452492,21061343818,24.30827524,19318,20389.5,21.17258271,1.469045455,1.469045455,46.03248319,7.641253899497786,3.266172495831683
