Column,Time,Country,"Core CPI,not seas.adj,,,","CPI Price, seas. adj.,,,","CPI Price, % y-o-y, not seas. adj.,,","Core CPI,seas.adj,,,","CPI Price,not seas.adj,,,","Stock Markets, US$, Billions","Total Reserves,,,,","Unemployment rate,Percent,,,","Industrial Production, constant US$, seas. adj.,,","Industrial Production, constant US$,,,","Imports Merchandise, Customs, current US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, current US$, millions, seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exchange rate, old LCU per USD extended forward, period average,,","Exchange rate, new LCU per USD extended backward, period average,,","Retail Sales Volume,Index,,,",Retail Sales Volume to CPI Correlaton,Stock Market Value to CPI Correlaton
2679,2017M04 [2017M04],United Kingdom,117.7140255,116.5483781,2.725121238,116.8816474,117.2166052,112.5441123,136710.3623,4.4,40193166349,38630678088,51.44914947,,27903.70245,28208.34568,0.790769146,0.790769146,96.9082552,1.2230759398722606,3.4727849290133608
2680,2017M04 [2017M04],United States,114.3380315,112.216766,2.186865409,113.8220484,112.8466405,197.5382385,121533.1327,4.4,2.75073E11,2.6992E11,189301.5495,185868.2,125961.8,123925.3,1.0,1.0,131.2233923,34.67642252225761,-27.745389528448342
2681,2017M05 [2017M05],Brazil,158.1517976,158.869381,3.657843348,157.7844775,159.3111683,52.72856779,376491,12.90256074,36577697778,42313343072,12470.28123,12129,18599.99135,19790,3.204521739,3.204521739,91.49120121,0.1781332495846831,-1.7758829533228653
2682,2017M05 [2017M05],Canada,112.4551971,112.1761658,1.247077163,111.5967886,113.3796699,101.9675694,85589.56864,6.6,21635664228,20848560943,50.699,,35346.6,36.55232956,1.358717391,1.358717391,95.82932514,-0.8509756807919064,-0.4639735975704076
2683,2017M05 [2017M05],China,113.3041575,121.4761859,1.622530804,113.3435415,120.4057836,96.66867261,3076191.527,3.961377575,4.39847E11,4.28184E11,149388.1125,148925.5666,186145.9993,189088,6.883304348,6.883304348,,,-0.30473508890483847
2684,2017M05 [2017M05],France,108.5867238,107.3251116,0.798801797,107.5425532,108.2487445,115.9169573,57493.6739,9.196296296,31099737868,30898271438,40.206,50617,51089.78766,50194.49984,5.94,0.905457772,99.63090572,-0.8377767024400022,-0.8240163081387047
2685,2017M05 [2017M05],Germany,110.5649779,109.7087379,1.294820717,109.8764105,110.2925244,167.2050635,65259.78298,3.704561385,91505706398,1.04157E11,99913.98554,97663.30657,124276.7432,122051,1.771195652,0.905457772,93.75128725,-0.6458865958229331,-3.8039247976232033
2686,2017M05 [2017M05],India,,160.1913652,2.107065188,,159.6597813,125.5159705,380100,8.5,55412460027,54078122167,37469.31248,38278.74,1499.29345,1542.78,64.4625,64.4625,,,-6.349757482308268
2687,2017M05 [2017M05],Italy,112.5,109.4789736,1.390593158,109.3851133,109.7613883,71.24932963,52178.49166,11.29413925,38369904212,46793737124,61.97273675,64.79816265,41694,45492,1753.352391,0.905457772,74.59283597,1.9730569477037987,1.1816282531000772
2688,2017M05 [2017M05],Japan,101.1077543,103.6157025,0.501002004,100.4008016,103.9337474,150.1297693,1221796.59,3.062359085,1.38225E11,1.39327E11,56002.09694,53896.33664,57656,52135,112.3641304,112.3641304,81.78447658,0.41342659392524184,-1.7079947454907742
2689,2017M05 [2017M05],United Kingdom,118.2035519,116.8016503,2.873058653,117.2889794,117.6264972,117.5574795,138242.2688,4.4,40312907659,41483154318,54.64148362,,28037.72863,28220.53086,0.773825987,0.773825987,95.96188552,0.8852211694306711,2.9828746627040554
2690,2017M05 [2017M05],United States,114.4257245,112.156073,1.873538256,113.932186,112.943093,199.9459552,123334.5269,4.4,2.75444E11,2.7345E11,194962.5247,200330.9,125475,127881.1,1.0,1.0,131.2152372,-20.969186097948498,-11.484916279223999
2691,2017M06 [2017M06],Brazil,158.2783188,158.6596509,3.01462556,157.9134802,158.9447474,48.76634043,377175,12.84082327,36960487639,41514978108,12924.3818,12595,18922.1601,19779,3.297227273,3.297227273,91.99024412,0.3498891320470436,-3.996334954263061
2692,2017M06 [2017M06],Canada,112.5448029,112.1761658,1.01088647,111.7752007,113.2927889,103.0897539,84626.06899,6.4,21692159481,21416491865,50.068,,34519.6,36.3401159,1.329,1.329,96.12989607,-0.6882399273466235,-0.43050881470967095
2693,2017M06 [2017M06],China,113.4135667,121.6148539,1.573040666,113.5294761,120.1725746,99.43362617,3079179.979,3.954140045,4.4376E11,4.60181E11,156299.2774,154646.1709,190405.2275,194755,6.807022727,6.807022727,,,-0.4745497088826763
2694,2017M06 [2017M06],France,108.7901499,107.3676377,0.677898515,107.6595745,108.2594294,116.6856231,59565.04223,9.185185185,30753917925,32816158773,39.573,51016,50672.93338,53125.49271,5.833204545,0.889158812,99.06854877,-0.7261637097304009,-0.7912620719383947
2695,2017M06 [2017M06],Germany,111.4075835,109.8166127,1.293532338,110.4567437,110.6175515,170.784424,65827.82714,3.647044869,91417550611,1.03179E11,93884.63797,95408.153,117031.1862,120408,1.739363636,0.889158812,93.39784225,-0.6010746541065052,-3.9814346682175836
2696,2017M06 [2017M06],India,,160.1892546,1.507102948,,160.3888214,128.570267,386539,8.5,54240528159,51694871590,36743.85856,37055.02,1511.501767,1483,64.44736364,64.44736364,,,-2.2748276804539085
2697,2017M06 [2017M06],Italy,112.5,109.3175628,1.203736094,109.3851133,109.6529284,71.19202171,52265.47722,11.12148093,38848148464,45763945374,62.89700441,64.53841452,41688,44564,1721.891364,0.889158812,74.74187261,1.5303301312587048,0.9997275740844208
2698,2017M06 [2017M06],Japan,101.0070493,103.6157025,0.4004004,100.501002,103.7267081,154.4031678,1220366.663,2.80021424,1.39307E11,1.53856E11,57750.83055,55675.00497,57838,59580,110.9065909,110.9065909,82.02812447,0.3744869753652621,-1.742246181711485
2699,2017M06 [2017M06],United Kingdom,118.2832423,116.9038651,2.647920376,117.4926454,117.5980325,116.8901342,135404.9854,4.3,40352821429,42542645489,54.6820116,,28206.30878,28100.12346,0.780786931,0.780786931,96.15115946,1.2607000090306524,5.53867172517461
2700,2017M06 [2017M06],United States,114.5070563,112.2724012,1.680241855,114.0871946,113.045545,203.5843424,123708.7614,4.3,2.75898E11,2.81231E11,194410.8471,198174.4,127141.8,132711.2,1.0,1.0,131.88829,-10.703244815923671,-8.684215704553297
2701,2017M07 [2017M07],Brazil,158.9114322,159.1660711,2.658942038,158.3908506,159.3262988,52.2705481,381029,12.7094699,37130616466,43252595970,11051.81613,12473,17300.3935,18759,3.202333333,3.202333333,93.6269902,0.826829986595413,-8.721869120416946
2702,2017M07 [2017M07],Canada,112.5448029,112.3488774,1.245136187,111.9536128,113.2927889,106.9006881,84947.96887,6.3,21805149987,20811920238,49.561,,34505.5,34.84714648,1.270190476,1.270190476,103.1170467,-1.6978286960903723,-0.7034358721121179
2703,2017M07 [2017M07],China,113.7527352,121.6779484,1.475958859,113.7044734,120.2891791,102.3937971,3102630.185,3.950249534,4.44345E11,4.02248E11,146431.3743,148164.0576,185383.1426,192119,6.771142857,6.771142857,,,-0.6048607444703985
2704,2017M07 [2017M07],France,108.3511777,107.3782692,0.697906281,107.6914894,107.8854578,117.5497941,57403.88313,9.288888889,30970431280,29877857023,38.61,49913,49205.01618,50676.81578,5.688857143,0.86720129,107.4235767,-1.3214620647589261,-0.8291173185629166
2705,2017M07 [2017M07],Germany,112.2393864,109.8166127,1.293532338,110.4889844,111.0509209,170.8222881,66800.72612,3.641933862,91858329544,98288596411,95214.24207,96975.17865,117741.8987,118907,1.696261905,0.86720129,99.85885816,-1.4006203769781829,-3.98335931011901
2706,2017M07 [2017M07],India,,161.7695136,2.396812112,,163.0619684,131.6163918,393655,8.5,54323934989,51131557818,34225.00756,34215.04,1503.974509,1436.89,64.43857143,64.43857143,,,-726.2110044710756
2707,2017M07 [2017M07],Italy,110.0877193,109.3668458,1.078514377,109.4929881,109.7613883,74.47584747,52654.95612,11.52652201,39032088561,47411612174,64.79587079,68.01362117,42407,46423,1679.225476,0.86720129,79.59799237,0.8663579818563037,0.7652284986792766
2708,2017M07 [2017M07],Japan,100.9063444,103.6157025,0.501002004,100.501002,103.6231884,152.4900136,1229920.891,2.807207335,1.38631E11,1.51095E11,53863.38116,54209.55517,58349,57771,112.3052381,112.3052381,82.37270862,0.37743121512334493,-1.777893267740155
2709,2017M07 [2017M07],United Kingdom,118.1580146,117.1448418,2.607644199,117.6623671,117.5194699,117.5825649,143294.6937,4.3,40472562739,39608669938,52.77152842,,28170.67205,27300.75309,0.769449004,0.769449004,98.29879103,1.7372786286293445,6.799572097654872
2710,2017M07 [2017M07],United States,114.4716156,112.3409108,1.756271058,114.2209008,112.9675523,206.1003354,125532.8511,4.3,2.75787E11,2.76698E11,188882.8054,191754.5,126592.8,122201.7,1.0,1.0,132.099304,-13.371987910616769,-9.929976735928944
2711,2017M08 [2017M08],Brazil,159.1815819,159.8220332,2.393446958,158.7934402,159.6289084,56.56471987,381843,12.64629798,37003019846,45412877637,12699.37507,13879,18385.63236,19471,3.154021739,3.154021739,93.28898662,1.4030878055628628,315.4878280043901
2712,2017M08 [2017M08],Canada,112.5448029,112.6079447,1.399688958,112.0428189,113.3796699,107.2726614,85154.7688,6.1,21649788041,21453132569,50.504,,34628.8,34.75479202,1.260717391,1.260717391,102.8100017,-2.0459843183470157,-0.8330512735428758
2713,2017M08 [2017M08],China,113.8621444,121.8863119,1.669619832,113.890408,120.7672575,106.0788677,3113755.633,3.942416628,4.45589E11,4.03179E11,155797.683,159714.8287,188647.6725,198043,6.66876087,6.66876087,,,-1.0490592005717048
2714,2017M08 [2017M08],France,109.0042827,107.5696364,0.907549616,107.7340426,108.4410728,119.3621572,58430.2125,9.222222222,31027566749,24926388279,41.776,44510,55404.66736,45700.55787,5.553434783,0.846488573,106.2221947,-1.4607797244832068,-1.0138901734534975
2715,2017M08 [2017M08],Germany,112.3366101,110.1402373,1.592039801,110.5964535,111.1592633,171.5584292,65917.64885,3.771938845,93709601060,99951189584,103204.6499,97692.9904,128505.2056,121624,1.655847826,0.846488573,99.38693539,-2.182643936747507,-5.506572517140547
2716,2017M08 [2017M08],India,,162.894014,3.337085599,,164.5200486,132.1464907,397822,8.5,55942804464,52908162793,36147.40449,36070.62,1524.711461,1493.99,63.97119565,63.97119565,,,2.3813924350145657
2717,2017M08 [2017M08],Italy,110.0877193,109.4302548,1.166914552,109.600863,110.0867679,77.76553558,52435.64101,12.12635381,39841424987,30069919102,66.68058631,52.14399985,45199,34675,1639.257391,0.846488573,79.43879638,0.9682123825462854,0.6700516272958673
2718,2017M08 [2017M08],Japan,101.1077543,103.6157025,0.601805416,100.501002,103.8302277,153.0234974,1236811.105,2.760624605,1.40389E11,1.42669E11,55922.57422,56311.00321,60273,57165,109.7782609,109.7782609,81.96613059,0.42995560714089137,-1.8942520888932879
2719,2017M08 [2017M08],United Kingdom,118.9093807,117.3643857,2.835232523,117.9452365,118.1684656,117.6665406,143028.2248,4.3,40512476509,39690169259,54.23128743,,28239.68075,27324.93827,0.771916028,0.771916028,99.36409813,1.3547599242199422,3.2561103635296695
2720,2017M08 [2017M08],United States,114.7097044,112.7896712,1.957231031,114.4715432,113.3058282,209.2788139,126411.3432,4.4,2.7448E11,2.80987E11,194543.3603,201557.2,127923.4,129236.6,1.0,1.0,131.8368108,-37.23665389777639,-14.842314797417925
2721,2017M09 [2017M09],Brazil,159.3885174,160.2506343,2.473109301,159.237305,159.8841531,61.47041189,381244,12.61545739,37215680879,43675259775,12736.06044,13488,18294.05752,18659,3.132642857,3.132642857,94.04949467,1.3070944349780236,-23.78315321100489
2722,2017M09 [2017M09],Canada,112.7240143,112.8670121,1.47515528,112.0428189,113.6403128,111.2604789,84391.06908,6.2,21786990798,21782898911,49.5806,,35578.1,35.08800863,1.229714286,1.229714286,102.0608989,-2.1850233816007956,-1.1435542652464055
2723,2017M09 [2017M09],China,114.4310722,121.9261557,1.47083223,114.2622772,121.3736007,110.1220508,3130738.545,3.934117295,4.48141E11,4.24295E11,160344.7487,173197.9158,186635.4711,197944,6.571095238,6.571095238,,,-1.0693225683664018
2724,2017M09 [2017M09],France,108.6723769,107.7716351,0.986252241,107.9148936,108.2701143,122.4325037,62091.07688,9.088888889,31238065845,32136907009,38.888,52970,56385.74899,57528.23133,5.509595238,0.839900669,109.3257649,-1.8420283622268827,-1.1924806285236398
2725,2017M09 [2017M09],Germany,112.0665442,110.2481122,1.489572989,110.6394412,111.2676056,177.5365595,66442.46333,3.66061659,93004354768,1.06406E11,100273.3164,102516.8846,126460.7502,131454,1.642785714,0.839900669,100.8970883,-2.046646873464377,-5.256025304777571
2726,2017M09 [2017M09],India,,163.0788254,3.41639742,,164.2770352,131.6098254,400205,8.5,56167253776,53341481079,38077.25033,37962.67,1796.108816,1840.89,64.46364286,64.46364286,,,2.1659078648839034
2727,2017M09 [2017M09],Italy,112.6096491,109.5808209,1.100135878,109.7087379,109.7613883,80.14135957,52693.60619,11.09891773,38700996386,45063686984,64.69822197,74.20353654,44941,45255,1626.31381,0.839900669,80.07558032,0.8383951581257391,0.5328304431313714
2728,2017M09 [2017M09],Japan,101.0070493,103.822314,0.802407222,100.501002,104.0372671,153.6467062,1235817.33,2.780797743,1.38766E11,1.53275E11,54351.67967,55568.1262,59941,61479,110.7985714,110.7985714,82.45402423,0.46110225376711084,-2.1540657344179217
2729,2017M09 [2017M09],United Kingdom,119.1029144,117.7319783,2.943065904,118.1489025,118.5624175,119.8739421,137009.3949,4.2,40991441749,42461146168,50.50117965,,28331.20915,27626.30864,0.750517122,0.750517122,99.26725203,1.177038674283821,2.8382585016953548
2730,2017M09 [2017M09],United States,114.9282553,113.3142978,2.230490982,114.6192999,113.9057719,211.7554753,125757.2434,4.2,2.74488E11,2.77121E11,193889.9075,194517.3,129799.8,130342.9,1.0,1.0,133.6296646,26.74918561097814,-39.61347979630968
2731,2017M10 [2017M10],Brazil,160.0738885,161.0757062,2.668459658,160.033608,160.555815,61.80266146,380351,12.61450271,37385809706,44661475318,12970.84046,13679,18147.55195,18872,3.192727273,3.192727273,91.37626582,0.453639274285385,-6.417302785793128
2732,2017M10 [2017M10],Canada,113.0824373,113.0397237,1.394268009,112.3104371,113.7271937,112.4157416,83438.56943,6.2,21603381226,21544734331,49.352,,35434.2,36.78506908,1.259681818,1.259681818,103.5705319,-2.137711780439739,-1.1161731625944962
2733,2017M10 [2017M10],China,114.4310722,122.1451531,1.579007465,114.2622772,121.5018657,110.0882492,3131117.199,3.900002519,4.50339E11,4.03895E11,154045.5806,150266.8799,185366.0314,187903,6.623681818,6.623681818,,,-1.207929156969727
2734,2017M10 [2017M10],France,108.608137,107.8992133,1.075590081,107.9680851,108.3769634,124.8129014,57534.64442,8.666666667,31415486512,33873455637,37.313,55197,53052.06416,58042.05007,5.579977273,0.850538531,106.6372813,-1.7480281540843223,-1.3740116373834594
2735,2017M10 [2017M10],Germany,111.5480177,110.1402373,1.189296333,110.3492746,111.0509209,182.8814347,67568.96109,3.772160109,91770173757,1.00538E11,99820.66961,104483.2148,121687.845,126928,1.663818182,0.850538531,100.3440105,-1.287540903806825,-4.200555252725412
2736,2017M10 [2017M10],India,,163.7725777,3.647815194,,165.3705954,132.4844612,399225,8.5,55183626325,53081490107,36896.51572,37501.43,1473.590925,1489.63,65.07063636,65.07063636,,,1.8036836679745556
2737,2017M10 [2017M10],Italy,112.1710526,109.4880112,1.030169389,109.2772384,109.5444685,80.16476674,52618.14286,11.02103716,38921724502,46958503804,69.75238574,67.51722339,44638,46877,1647.092955,0.850538531,79.35479238,0.8484952586127167,0.504651090390629
2738,2017M10 [2017M10],Japan,101.3091641,103.6157025,0.1998002,100.6012024,104.1407867,160.8527251,1230742.608,2.749146582,1.39577E11,1.51241E11,55413.46895,56798.88749,58880,59276,112.9309091,112.9309091,81.22505377,0.37551499960131435,-1.7482416537281724
2739,2017M10 [2017M10],United Kingdom,119.1370674,117.9561739,3.029033694,118.273365,118.6888008,121.6305193,136469.1917,4.3,41111183059,42950142093,51.65658412,,28284.17594,28962.14815,0.75754138,0.75754138,101.213366,1.2660934551919363,2.607454769063496
2740,2017M10 [2017M10],United States,115.2449497,113.3717722,2.039802848,114.9120938,113.8337787,219.9954131,124447.1003,4.1,2.78652E11,2.79802E11,199484.7487,210605.9,130895.9,136312.5,1.0,1.0,134.2960914,-151.49087968950752,-19.920048668149345
2741,2017M11 [2017M11],Brazil,160.4100426,161.4727532,2.765417364,160.4829358,161.0054536,58.40961796,381056,12.5910638,37683535153,42548156297,13242.0218,13143,17506.03381,16683,3.260340909,3.260340909,92.11782253,0.4926240249303709,-5.237231411575283
2742,2017M11 [2017M11],Canada,113.0824373,113.7305699,2.172226532,112.6672614,114.0747176,112.3679118,86857.16817,6.0,21910069742,22588994413,48.678,,36374,37.26572323,1.276795455,1.276795455,101.7978576,12.294585678923903,-4.919242368466265
2743,2017M11 [2017M11],China,114.4310722,122.3603613,1.502030353,114.4263371,121.5018657,110.1260941,3141033.703,3.890982654,4.53609E11,4.00375E11,166166.3784,177071.918,198784.9621,215839,6.619909091,6.619909091,,,-1.1067336849420655
2744,2017M11 [2017M11],France,108.5438972,108.1968956,1.213326703,108.106383,108.4838124,124.4595217,61727.24425,8.566666667,31505700410,34266868424,38.648,56923,57972.71205,58582.59388,5.587090909,0.851703496,110.1516927,-2.4236084467337986,-1.5167652708537949
2745,2017M11 [2017M11],Germany,110.3273199,110.6796117,1.584158416,110.5964535,110.6175515,184.6095836,67319.25254,3.43978592,95120093644,1.14034E11,105430.2402,108530.7275,132194.8856,136545,1.666022727,0.851703496,101.1013238,-2.4865303723344465,-6.353124790307902
2746,2017M11 [2017M11],India,,165.6036632,4.882336489,,167.1931956,136.9991115,401942,8.5,57908027090,54511440453,40786.21184,41390.19,1796.567364,1705.41,64.85065909,64.85065909,,,1.0089949225461075
2747,2017M11 [2017M11],Italy,111.7324561,109.5417663,0.909665633,109.4929881,109.3275488,80.01909758,52469.17165,10.87832574,39510332813,46670162114,69.56485615,65.04470191,45841,47843,1649.198864,0.851703496,79.91362895,0.7140308291765879,0.46933937319317326
2748,2017M11 [2017M11],Japan,101.3091641,104.1322314,0.498504487,100.6012024,104.4513458,170.5600876,1230812.669,2.647865541,1.40659E11,1.53856E11,58518.50279,60409.82829,60149,61337,112.8097727,112.8097727,82.02530061,0.3980558584012316,-2.309999341413798
2749,2017M11 [2017M11],United Kingdom,119.5241348,118.2791419,3.080304571,118.6128083,119.0474564,120.9840047,133639.0259,4.4,41111183059,44172631906,54.62297039,,28328.86206,29249.92593,0.755541116,0.755541116,101.8035314,1.2578924567269316,2.357561091267189
2750,2017M11 [2017M11],United States,115.178612,113.7225962,2.2066754,115.0575843,113.8365476,224.9775593,125335.9205,4.2,2.8014E11,2.79595E11,205306.1578,207578.7,134320,135681.5,1.0,1.0,134.9984518,32.3212153537479,-38.578709041539376
2751,2017M12 [2017M12],Brazil,160.8752321,162.0010957,2.927284868,160.8852175,161.7139549,58.1916358,373972,12.45705178,38874436941,38039742384,13917.55441,12598,18173.55228,17595,3.278431973,3.278431973,91.37626582,0.3168746160544791,-3.6532049748517545
2752,2017M12 [2017M12],Canada,112.5448029,113.8169257,1.933488012,112.8456735,113.6403128,112.5509634,86677.66824,5.8,22127980004,21636336092,54.974,,36940.2,37.46824385,1.279394558,1.279394558,101.1218378,-8.921456914117314,-2.4230425543979583
2753,2017M12 [2017M12],China,114.5514223,122.6636833,1.682882788,114.6341463,121.8633396,107.4836345,3161814.427,3.892568366,4.5719E11,3.96593E11,158195.7376,178420.0239,202418.4549,231523,6.593486395,6.593486395,,,-1.1786469680177427
2754,2017M12 [2017M12],France,108.9828694,108.3669998,1.231502632,108.2021277,108.8257292,125.2788955,58710.33001,8.566666667,31872570263,31970935990,36.262,49964,57676.7171,56905.25766,5.534568027,0.843806038,108.9467516,-2.338157454542972,-1.5797993825745384
2755,2017M12 [2017M12],Germany,111.213136,110.7874865,1.382033564,110.8436325,111.1592633,185.0835497,64443.26151,3.653499957,94767470498,98581995207,106661.5836,97309.09275,132060.8531,118993,1.650020408,0.843806038,102.5212862,-1.9530518800659276,-5.117658227708345
2756,2017M12 [2017M12],India,,166.308364,5.141098777,,166.7071689,138.4849826,409072,8.5,56865682327,56591368229,41074.04921,42030.79,1696.822008,1788.03,64.19914286,64.19914286,,,0.944231442868062
2757,2017M12 [2017M12],Italy,112.0614035,109.847559,0.922800536,109.600863,109.7613883,80.0281125,52808.13512,10.67928018,40724337452,38102294753,68.13350928,63.89394906,47062,43416,1633.642721,0.843806038,79.67412756,0.7422648438271583,0.4731698489499853
2758,2017M12 [2017M12],Japan,101.2084592,104.4421488,0.999000999,100.6012024,104.7619048,172.8816299,1233454.959,2.709336747,1.42688E11,1.55745E11,60481.99151,61751.11711,60289,64670,112.5112925,112.5112925,82.82554744,0.5125216429437542,-3.228514901295983
2759,2017M12 [2017M12],United Kingdom,119.7973588,118.5708447,2.970256527,118.8391039,119.4710115,123.5393234,138421.2033,4.3,41031355519,40423663147,52.01991708,,28290.55559,29246.92593,0.743503684,0.743503684,101.0166442,1.3277085733080565,3.064315270874479
2760,2017M12 [2017M12],United States,115.2086003,113.9589311,2.115676192,115.295536,113.7696309,234.4077216,125206.5565,4.1,2.81045E11,2.8152E11,203448.3933,200246.4,137357,136163.5,1.0,1.0,135.4541195,95.96918932488232,-28.090785959870367
2761,2018M01 [2018M01],Brazil,160.8269698,162.2395875,2.886230329,160.8947673,162.1829999,65.67726366,375701,12.43282347,37938728393,38650256768,13807.97385,14203,19601.5576,17027,3.192431677,3.192431677,93.24623105,0.5522481260767983,-3.0961017846410503
2762,2018M01 [2018M01],Canada,113.0824373,114.2487047,1.691006918,113.1132917,114.4222415,116.7179757,86747.46821,5.8,21932264306,21929461730,51.526,,36985.7,36.53357412,1.248591925,1.248591925,102.1032484,-3.4442585662975485,-1.9247426217494492
2763,2018M01 [2018M01],China,114.7811816,122.7883109,1.315100527,114.7325823,122.5979478,116.2141686,3183412.77,3.895225695,4.62452E11,4.59E11,200629.4996,186533.4518,199701.8161,199469,6.407429814,6.407429814,,,-1.2316258607598385
2764,2018M01 [2018M01],France,108.1691649,108.7178397,1.287638669,108.4255319,108.7188802,132.890462,61904.07936,8.859259259,30832103303,32401231225,37.24,57167,61454.02408,57809.3483,5.349911801,0.815421751,113.1729927,-3.025235435594765,-2.0443838049291787
2765,2018M01 [2018M01],Germany,109.5927406,110.8953614,1.280788177,110.6824288,110.5092091,194.6653796,64830.8526,3.525717759,93797756847,99559991191,108821.8433,109811.8856,134892.6606,130620,1.59525528,0.815421751,105.0123713,-2.005397219855179,-5.1361439551575305
2766,2018M01 [2018M01],Italy,109.2105263,110.0890813,0.90487892,109.8166127,110.0867679,86.61963808,53150.33711,10.96150808,39142452619,43045295153,69.70421913,66.24522825,46479,42722,1579.177994,0.815421751,82.4675727,0.5005817150673026,0.21955285551325252
2767,2018M01 [2018M01],Japan,100.7049345,104.7520661,1.298701299,100.6012024,104.8654244,184.9002798,1236515.611,2.405163463,1.37008E11,1.41071E11,61012.66931,64185.44987,60932,54893,109.834472,109.834472,85.18045568,0.4186116757626409,-4.72100492446009
