,Time,Country,"Core CPI,not seas.adj,,,","CPI Price, % y-o-y, median weighted, seas. adj.,","CPI Price, seas. adj.,,,","CPI Price, % y-o-y, not seas. adj.,,","Core CPI,seas.adj,,,","CPI Price,not seas.adj,,,","GDP,current LCU,millions,seas. adj.,","GDP,current US$,millions,seas. adj.,","Stock Markets, LCU,,,","Stock Markets, US$,,,","Total Reserves,,,,","Unemployment rate,Percent,,,","Industrial Production, constant US$, seas. adj.,,","Industrial Production, constant US$,,,","Imports Merchandise, Customs, Price, US$, not seas. adj.","Imports Merchandise, Customs, Price, US$, seas. adj.","Imports Merchandise, Customs, current US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Imports Merchandise, Customs, constant US$, millions, not seas. adj.","Imports Merchandise, Customs, constant US$, millions, seas. adj.","GDP,constant 2010 US$,millions,seas. adj.,","Exports Merchandise, Customs, Price, US$, seas. adj.","GDP,constant 2010 LCU,millions,seas. adj.,","Exports Merchandise, Customs, current US$, millions, seas. adj.","Exports Merchandise, Customs, Price, US$, not seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, constant US$, millions, seas. adj.","Exports Merchandise, Customs, constant US$, millions, not seas. adj.","Exchange rate, old LCU per USD extended forward, period average,,","Exchange rate, new LCU per USD extended backward, period average,,","Retail Sales Volume,Index,,,"
0,1994Q3 [1994Q3],United Kingdom,..,..,..,..,..,..,202866,314637.1327,..,..,..,..,..,..,0.793945159,0.99949135,163.6145141,69086,87020.0546,163.7753081,439695.9287,0.934567198,312770,34512.97965,0.783844098,32917,36959.10412,41993.54668,..,..,..
0,1994Q3 [1994Q3],United States,..,..,..,..,..,..,1832800,1832800,..,..,..,..,..,..,0.773100344,0.761271827,170597.4741,172989.8,223753.2529,224095.5459,2480053.651,0.816575865,2596900,130334,0.81938691,126573.6,159603.0374,154462.7329,..,..,..
0,1994Q4 [1994Q4],Brazil,..,..,..,..,..,..,131080.6164,155175.6034,..,..,..,..,..,..,0.705782313,0.690336953,11046.03522,11824,16762.39138,16020.46843,335878.0427,0.614737883,181690,11188.34005,0.627037873,11262,18203.81189,17963.75945,..,..,..
0,1994Q4 [1994Q4],Canada,..,..,..,..,..,..,202697,148123.214,..,..,..,..,..,..,0.733715548,0.726444004,52.28645397,45497,62011.70711,56869.56682,269313.1692,..,293844.75,45795.4,..,47.51055579,..,..,..,..,..
0,1994Q4 [1994Q4],China,..,..,..,..,..,..,1324231.384,155618.1863,..,..,..,..,..,..,0.537594077,0.598724413,29968.90701,37631.46772,69640.76962,50069.99144,332625.0369,..,2666906.213,34806.74498,..,41607,..,..,..,..,..
0,1994Q4 [1994Q4],France,..,..,..,..,..,..,299718,376300.7741,..,..,..,..,..,..,0.642433118,0.634053552,149.1934331,63499,98888.32622,98278.03568,519516.7623,..,390864,80323.81508,..,84125.41831,..,..,..,..,..
0,1994Q4 [1994Q4],Germany,..,..,..,..,..,..,466010,585083.0571,..,..,..,..,..,..,0.772641897,0.774639735,101940.6329,105968.642,137209.6908,131667.4316,739372.7154,0.797615235,578990,114256.194,0.796092073,118825,143340.8743,149315.6764,..,..,..
0,1994Q4 [1994Q4],India,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.563022489,0.563022489,7590.676978,7707,13690.22638,13482.98611,..,..,..,213.8692445,..,210.14,..,..,..,..,..
0,1994Q4 [1994Q4],Italy,..,..,..,..,..,..,233831,293578.5849,..,..,..,..,..,..,0.589174405,0.587631671,163.2617314,162.5490919,85575.49526,81802.09362,478515.59,..,369056,51668,..,53604,..,..,..,..,..
0,1994Q4 [1994Q4],Japan,..,..,..,..,..,..,125597600,1270298.107,..,..,..,..,..,..,0.704397023,0.682281113,75181.43373,75730.04698,107526.9081,110189.359,1203731.945,1.137975889,106521000,103145,1.158839729,106518,90638.2887,91936.19882,..,..,..
0,1994Q4 [1994Q4],United Kingdom,..,..,..,..,..,..,207327,328435.6265,..,..,..,..,..,..,0.808491877,1.008118762,169.2484476,72554,89730.47483,167.8880916,442362.7547,0.949642528,314667,35364.78116,0.805793055,36833,37246.02241,45710.16679,..,..,..
0,1994Q4 [1994Q4],United States,..,..,..,..,..,..,1863800,1863800,..,..,..,..,..,..,0.780513635,0.765181131,177190.5278,180834.2,231697.4899,231550.109,2508417.313,0.830441063,2626600,136190,0.831814416,138000.6,163980.4149,165894.2602,..,..,..
0,1995 [1995],Brazil,37.98033005,..,37.53031893,66.04489033,37.93665315,37.53557857,720349.3707,785765.5647,5.678756235,10.99475331,51840,..,3.5702E+11,3.92737E+11,0.72130102,0.708785854,50013.97046,49970,69295.96155,70653.79675,1331662.436,0.649542532,720350,46379.36774,0.658640582,46507,71365.53525,70499.14115,0.916864239,0.916864239,..
0,1995 [1995],Canada,79.53255675,..,75.59729419,2.188715953,79.17781742,76.06429192,831621,606235.2713,37.95397614,28.86614939,15090.13708,9.466666667,1.87455E+11,..,..,..,241.8165427,197804,..,..,1089427.435,..,1188662.75,192899.8,..,196.797751,..,..,1.372212551,1.372212551,..
0,1995 [1995],China,..,..,75.47879894,16.75627066,..,75.05052861,6098865.015,730549.7313,..,..,75661.85967,..,..,..,..,..,132131.9294,132085.3668,..,..,1420732.561,..,11391086.28,149498.8638,..,148779,..,..,8.351316282,8.351316282,..
0,1995 [1995],France,..,..,80.07300305,1.859573989,..,80.4243687,1218741,1615851.506,44.31505054,41.17721351,29919.28516,9.675,3.37445E+11,3.44433E+11,..,..,502.8311209,270495,..,..,2098800.455,..,1579055,374621.8692,..,375113.6534,..,..,4.986499016,0.754545635,..
0,1995 [1995],Germany,..,..,81.42754405,1.740986184,..,81.32899964,1895050,2512648.116,..,..,92532.845,7.091996958,7.6484E+11,8.48607E+11,0.812747701,0.813332344,450541.6766,450583.5272,554128.8675,553836.3511,2967042.854,0.847703404,2323440,523309.519,0.847447021,523803,617343.0639,617771.4158,1.432661467,0.754545635,104.7353341
0,1995 [1995],India,..,..,39.24403489,10.22078561,..,39.3360443,..,..,19.46977941,27.6594842,22063,..,1.83194E+11,1.76881E+11,..,..,34720.87404,34709,..,..,..,..,..,995.0752113,..,994.55,..,..,32.41393189,32.41393189,..
0,1995 [1995],Italy,..,..,72.13623486,5.268429822,..,72.24331164,989846,1312640.726,..,..,40747.27157,..,5.24266E+11,5.83109E+11,..,..,658.0275007,656.6441702,..,..,1947460.014,..,1501982,234856,..,234042,..,..,1627.721202,0.754545635,..
0,1995 [1995],Japan,103.0295401,..,100.7302512,-0.129230898,..,101.0438233,512471300,5471654.981,162.783227,157.7487646,182272.8342,3.153573522,1.65936E+12,1.81882E+12,0.727677058,0.708000894,335929.7014,336055.0831,462181.2583,475052.7604,4940074.272,1.19207553,437158500,441571,1.208726882,442918,370319.9173,366171.6732,94.05986682,94.05986682,97.50806686
0,1995 [1995],United Kingdom,..,..,76.08053836,2.67034804,..,76.47523189,850162,1342028.373,59.52023099,58.12789406,42929.12406,8.658333333,4.88465E+11,5.18539E+11,0.789029565,0.997219249,854.2427364,297933,377703.2649,860.1779567,1790709.713,0.942245561,1273790,153488.0066,0.791004295,153577,163120.1242,194276.3869,0.633476239,0.633476239,..
0,1995 [1995],United States,73.24409549,..,70.06516835,2.805419689,73.07383755,70.32416958,7639900,7639900,42.91526499,42.91526499,90526.71093,5.591666667,2.34412E+12,2.35123E+12,0.798782102,0.786356529,743492.4814,743545,930696.2383,945488.1535,10152089.93,0.857378323,10630400,584742,0.861019056,584740.4,681913.1021,679022.4247,1,1,68.96113869
0,1995Q1 [1995Q1],Brazil,..,..,..,..,..,..,170687.0499,198854.7003,..,..,..,..,..,..,0.702097506,0.691729323,13114.23805,12017,17131.38757,18989.73302,338941.2268,0.636498516,183347,11002.57026,0.642588412,9731,17281.72574,15134.89187,..,..,..
0,1995Q1 [1995Q1],Canada,..,..,..,..,..,..,205993,146486.5736,..,..,..,..,..,..,0.808993506,0.809268619,55.75925155,47011,58134.63117,51228.82238,271816.4012,..,296576,47512,..,47.67829769,..,..,..,..,..
0,1995Q1 [1995Q1],China,..,..,..,..,..,..,1397675.867,165708.8368,..,..,..,..,..,..,0.630924252,0.653790268,30926.82094,23864.54163,37909.48104,47309.90248,341123.3288,..,2735043.44,38265.23348,..,30944,..,..,..,..,..
0,1995Q1 [1995Q1],France,..,..,..,..,..,..,301684,388066.0567,..,..,..,..,..,..,0.762625609,0.741395919,131.5515818,66903,87960.06612,87722.59801,522387.7256,..,393024,90484.25404,..,90055.21569,..,..,..,..,..
0,1995Q1 [1995Q1],Germany,..,..,..,..,..,..,466730,600370.1577,..,..,..,..,..,..,0.796277559,0.795458904,110776.1553,109292.9578,137016.4766,139085.4987,736857.017,0.821983885,577020,127533.7783,0.821409421,125310,155092.3373,152299.653,..,..,..
0,1995Q1 [1995Q1],India,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.607891505,0.607891505,7946.606431,7965,13100.02937,13070.90657,..,..,..,223.5193269,..,243.1,..,..,..,..,..
0,1995Q1 [1995Q1],Italy,..,..,..,..,..,..,239405,307954.5296,..,..,..,..,..,..,0.674899007,0.675781843,150.3508332,151.5725741,80793.37962,78623.89225,484522.7074,..,373689,55323,..,54783,..,..,..,..,..
0,1995Q1 [1995Q1],Japan,..,..,..,..,..,..,126427900,1315489.408,..,..,..,..,..,..,0.7332894,0.70310766,79616.34869,78711.94605,107155.8425,113182.5354,1217565.918,1.157966858,107745200,106666,1.185214914,107130,92040.70798,90091.20531,..,..,..
0,1995Q1 [1995Q1],United Kingdom,..,..,..,..,..,..,208422,329890.6743,..,..,..,..,..,..,0.810883614,1.027123856,180.4782154,73999,91265.25538,175.9351324,444240.92,0.971373771,316003,37645.04739,0.812983864,37849,38789.48181,46563.36515,..,..,..
0,1995Q1 [1995Q1],United States,..,..,..,..,..,..,1880600,1880600,..,..,..,..,..,..,0.788985968,0.778994006,182863.8319,176093.6,223151.6657,234744.2013,2517298.863,0.844893176,2635900,141112,0.848936758,141209.2,167008.9516,166284.4134,..,..,..
0,1995Q2 [1995Q2],Brazil,..,..,..,..,..,..,176964.1482,195384.8035,..,..,..,..,..,..,0.727324263,0.712614871,13676.73837,13657,18786.29665,19200.44086,333981.3458,0.647378833,180664,11239.69831,0.654376724,11719,17353.67322,17899.66553,..,..,..
0,1995Q2 [1995Q2],Canada,..,..,..,..,..,..,207214,151119.4178,..,..,..,..,..,..,0.806586522,0.810750365,62.68039869,48616,60286.39341,51981.84111,271926.1539,..,296695.75,47530.2,..,50.31763985,..,..,..,..,..
0,1995Q2 [1995Q2],China,..,..,..,..,..,..,1491962.05,178753.4409,..,..,..,..,..,..,0.605200349,0.639720856,32954.31394,32728.44226,54153.40643,51521.53682,351007.5986,..,2814293.098,38737.8811,..,38842,..,..,..,..,..
0,1995Q2 [1995Q2],France,..,..,..,..,..,..,304105,409253.9413,..,..,..,..,..,..,0.712654234,0.701466326,98.10320727,70153,98565.99229,99751.07854,524602.089,..,394690,97469.85649,..,99524.28403,..,..,..,..,..
0,1995Q2 [1995Q2],Germany,..,..,..,..,..,..,473930,637798.5249,..,..,..,..,..,..,0.824401264,0.823578121,114083.1534,114395.1827,138782.1317,138539.5883,742463.0658,0.858165367,581410,133330.929,0.859242191,135089,155386.3326,157228.4084,..,..,..
0,1995Q2 [1995Q2],India,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.615174771,0.615174771,8482.369379,8366,13600.68541,13789.76911,..,..,..,238.4336503,..,229.38,..,..,..,..,..
0,1995Q2 [1995Q2],Italy,..,..,..,..,..,..,244575,329140.536,..,..,..,..,..,..,0.649225032,0.648811912,152.1006961,153.6818015,94319.63578,91413.00713,484863.7115,..,373952,57758,..,59820,..,..,..,..,..
0,1995Q2 [1995Q2],Japan,..,..,..,..,..,..,127510400,1511290.795,..,..,..,..,..,..,0.764172733,0.749037177,86654.55489,87222.18846,114117.6079,115686.3632,1230270.979,1.250665444,108869500,118100,1.259015129,116797,94426.87176,92744.99631,..,..,..
0,1995Q2 [1995Q2],United Kingdom,..,..,..,..,..,..,210852,336934.6395,..,..,..,..,..,..,0.783701758,1.002579377,189.6571737,73425,93684.11433,189.1046032,445882.9088,0.943556498,317171,37639.30598,0.787517564,37521,39891.89293,47644.85195,..,..,..
0,1995Q2 [1995Q2],United States,..,..,..,..,..,..,1895300,1895300,..,..,..,..,..,..,0.805136352,0.79254626,186616.9894,187081.6,232343.3259,235457.051,2524843.407,0.8579327,2643800,144360,0.863849765,147054.8,168264.42,170227.7074,..,..,..
0,1995Q3 [1995Q3],Brazil,..,..,..,..,..,..,180559.9948,192062.1164,..,..,..,..,..,..,0.724773243,0.714842662,11851.64911,12151,16761.6267,16579.20569,328387.3838,0.65603363,177638,11800.12027,0.667168297,12729,17988.73211,19076.60123,..,..,..
0,1995Q3 [1995Q3],Canada,..,..,..,..,..,..,208244,153633.0258,..,..,..,..,..,..,0.802430914,0.802965332,63.95753011,50533,62987.10853,51996.97875,272284.5113,..,297086.75,48006.4,..,47.29025093,..,..,..,..,..
0,1995Q3 [1995Q3],China,..,..,..,..,..,..,1576795.141,189762.94,..,..,..,..,..,..,0.581036756,0.622848391,34404.89188,33996.749,58520.6456,55352.87593,360461.7088,..,2890093.842,36576.42175,..,37215,..,..,..,..,..
0,1995Q3 [1995Q3],France,..,..,..,..,..,..,305675,407136.8921,..,..,..,..,..,..,0.706960437,0.699772229,122.2744134,63256,89531.05042,96658.80465,525427.4909,..,395311,92508.45658,..,86301.55929,..,..,..,..,..
0,1995Q3 [1995Q3],Germany,..,..,..,..,..,..,476790,635049.6403,..,..,..,..,..,..,0.814128676,0.815616742,112332.1766,109164.1096,134085.6741,137754.5007,743714.53,0.853892607,582390,130286.7236,0.854310652,125690,152615.5934,147162.3456,..,..,..
0,1995Q3 [1995Q3],India,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.609280785,0.609280785,9192.271875,9148,15014.49518,15087.05171,..,..,..,246.8456413,..,239.82,..,..,..,..,..
0,1995Q3 [1995Q3],Italy,..,..,..,..,..,..,249958,332925.8961,..,..,..,..,..,..,0.649537688,0.645515114,184.008604,180.3235441,80548.91847,91072.89792,487019.9464,..,375615,59832,..,55838,..,..,..,..,..
0,1995Q3 [1995Q3],Japan,..,..,..,..,..,..,129070500,1369932.277,..,..,..,..,..,..,0.716136001,0.703617559,83347.13421,82954.58915,115868.797,118540.1669,1244604.431,1.205164062,110137900,109028,1.215495632,108961,90488.41418,89690.00119,..,..,..
0,1995Q3 [1995Q3],United Kingdom,..,..,..,..,..,..,214441,337453.438,..,..,..,..,..,..,0.783831612,0.98972705,232.9678334,74862,95488.21081,236.0247602,450003.3448,0.934553234,320102,38639.12178,0.782751242,37070,41404.42192,47378.09235,..,..,..
0,1995Q3 [1995Q3],United States,..,..,..,..,..,..,1920800,1920800,..,..,..,..,..,..,0.801429706,0.789418817,187121.5833,189724.8,236738.5242,237041.6425,2546331.029,0.862708463,2666300,148046,0.865782933,143085,171606.6537,165283.3063,..,..,..
0,1995Q4 [1995Q4],Brazil,..,..,..,..,..,..,192138.1778,199463.9445,..,..,..,..,..,..,0.73100907,0.715956558,11371.34494,12145,16616.65062,15884.41718,330352.4801,0.658259149,178701,12336.9789,0.670428894,12328,18741.40418,18387.98253,..,..,..
0,1995Q4 [1995Q4],Canada,..,..,..,..,..,..,210170,154996.2541,..,..,..,..,..,..,0.801292903,0.793351913,59.41936237,51644,64453.30867,52875.03527,273400.3685,..,298304.25,49851.2,..,51.51156255,..,..,..,..,..
0,1995Q4 [1995Q4],China,..,..,..,..,..,..,1632431.957,196324.5137,..,..,..,..,..,..,0.588731473,0.655683518,33845.9026,41495.63389,70190.31204,51702.13789,368139.9244,..,2951655.897,35919.32743,..,41778,..,..,..,..,..
0,1995Q4 [1995Q4],France,..,..,..,..,..,..,307277,411394.6157,..,..,..,..,..,..,0.702032241,0.692872353,150.9019185,70183,99942.54735,99112.74942,526383.1495,..,396030,94159.30212,..,99232.59439,..,..,..,..,..
0,1995Q4 [1995Q4],Germany,..,..,..,..,..,..,477600,639429.7928,..,..,..,..,..,..,0.816183307,0.818675607,113350.1913,117731.2771,144244.585,138456.7633,744008.241,0.856771756,582620,132158.0882,0.854825819,137714,154248.8006,161081.0088,..,..,..
0,1995Q4 [1995Q4],India,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.609750876,0.609750876,9099.626353,9230,15135.37228,14922.73566,..,..,..,286.2765928,..,282.25,..,..,..,..,..
0,1995Q4 [1995Q4],Italy,..,..,..,..,..,..,255908,342619.7643,..,..,..,..,..,..,0.642943955,0.641260268,171.5673673,171.0662505,96722.65156,91911.79747,491053.6486,..,378726,61943,..,63601,..,..,..,..,..
0,1995Q4 [1995Q4],Japan,..,..,..,..,..,..,129462500,1274942.5,..,..,..,..,..,..,0.697110098,0.676241181,86311.66363,87166.35943,125039.0109,127643.6948,1247632.943,1.154505756,110405900,107777,1.175181851,110030,93363.92341,93645.47036,..,..,..
0,1995Q4 [1995Q4],United Kingdom,..,..,..,..,..,..,216447,337749.6213,..,..,..,..,..,..,0.777701274,0.969446711,251.1395138,75647,97265.68441,259.1134609,450582.5395,0.919498741,320514,39564.53142,0.780764509,41137,43034.32753,52690.0775,..,..,..
0,1995Q4 [1995Q4],United States,..,..,..,..,..,..,1943200,1943200,..,..,..,..,..,..,0.799576383,0.784467032,186890.0768,190645,238462.7224,238245.2587,2563616.628,0.863978952,2684400,151224,0.865506766,153391.4,175033.0768,177226.9976,..,..,..
0,1996 [1996],Brazil,44.82968187,..,43.45074611,15.77505161,44.78058981,43.45030952,854028.5711,849511.902,8.548833952,15.10200063,60110,..,3.61857E+11,3.99533E+11,0.724773243,0.712127541,53090.24405,53347,73790.26503,74674.30221,1334089.691,0.650160732,721663,47836.47304,0.659142212,47747,73578.72102,72426.12782,1.004733893,1.004733893,..
0,1996 [1996],Canada,80.71983274,..,76.79188256,1.580199905,80.34493012,77.2589053,859834,630652.6403,44.80248446,34.27985476,20478.22549,9.608333333,1.89685E+11,..,..,..,250.0075793,204448,..,..,1107067.144,..,1207909.25,204823,..,208.9405608,..,..,1.363538332,1.363538332,..
0,1996 [1996],China,..,..,81.74576603,8.302950196,..,81.28983986,7152398.078,860300.819,..,..,107443.5146,..,..,..,..,..,140091.3545,138834.6259,..,..,1561853.33,..,12522558.1,150873.6335,..,151047,..,..,8.31423109,8.31423109,..
0,1996 [1996],France,82.92023555,..,81.64115104,1.958397876,82.39007092,82.01909036,1252338,1617198.103,50.45748965,45.62223349,29855.77645,10.125,3.39824E+11,3.47297E+11,..,..,536.5297859,272579,..,..,2128000.544,..,1601024,371234.4561,..,370835.6697,..,..,5.113992783,0.774460869,..
0,1996 [1996],Germany,86.1258147,..,82.59618842,1.435195407,85.68153323,82.49368003,1922400,2482361.336,43.85735248,39.6570153,90544.05013,7.744784974,7.65457E+11,8.47629E+11,0.795371498,0.795830574,456003.1497,455755.3075,573046.971,572944.3974,2992263.689,0.825759806,2343190,524467.3993,0.825504089,524182,635093.0903,635143.5814,1.504421062,0.774460869,101.0085275
0,1996 [1996],India,..,..,42.76743944,8.978191354,..,42.86758496,10151620,287154.5161,19.5888317,25.44385283,24110,..,1.99557E+11,1.92805E+11,..,..,37991.4198,37946,..,..,455282.4476,..,23734810,1170.503605,..,1171.92,..,..,35.39530988,35.39530988,..
0,1996 [1996],Italy,75.82236842,..,74.95176864,3.903078366,74.59546926,75.06326826,1045633,1350240.623,..,..,53638.60862,..,5.15474E+11,5.77837E+11,0.644345526,0.64289158,685.6273978,684.8592484,1064.763738,1068.307111,1968243.11,0.657050592,1518011,250983,0.655494198,252111,382143.6287,385153.1611,1541.788507,0.774460869,..
0,1996 [1996],Japan,103.5246727,..,100.8669847,0.135742305,..,101.1818496,525835700,4835292.346,197.6919062,165.580669,217498.5954,3.350839498,1.69416E+12,1.85947E+12,0.688345363,0.669311401,349253.7527,349126.9962,507229.7189,521799.0053,5093909.138,1.078180296,450771700,410602,1.09332484,410814,381317.94,376444.6016,108.7941324,108.7941324,84.90182501
0,1996 [1996],United Kingdom,81.85906193,..,77.9476513,2.454126873,81.35796183,78.35599126,907245,1418134.49,68.46351007,66.25207459,40763.05059,8.116666667,4.9517E+11,5.26078E+11,0.751418584,0.949631612,959.8242987,309963,412597.5921,1011.288927,1835325.98,0.902275264,1305527,167069.3898,0.757452543,167196,185301.7637,220746.8057,0.640542201,0.640542201,69.24826298
0,1996 [1996],United States,75.22438198,..,72.12275313,2.936672864,75.03788342,72.38551459,8073200,8073200,54.84440451,54.84440451,77524.28519,5.408333333,2.45067E+12,2.4581E+12,0.806857294,0.794370602,795448.3812,795286.6,985564.9067,1001348.767,10535142.61,0.862012351,11031500,625077,0.865713891,625073.3,725225.9805,722191.9924,1,1,71.56198725
0,1996Q1 [1996Q1],Brazil,..,..,..,..,..,..,200606.6015,204627.4101,..,..,..,..,..,..,0.738095238,0.725981621,11829.98195,10751,14572.83596,16295.31994,329032.5565,0.651582591,177987,11863.00158,0.659142212,10286,18205.82329,15605.00516,..,..,..
0,1996Q1 [1996Q1],Canada,..,..,..,..,..,..,211052,154146.8227,..,..,..,..,..,..,0.795062603,0.795332394,61.18563039,51547,64829.54653,53573.21308,273588.4833,..,298509.5,49392.1,..,50.04072863,..,..,..,..,..
0,1996Q1 [1996Q1],China,..,..,..,..,..,..,1686601.508,202700.235,..,..,..,..,..,..,0.623428901,0.646011873,37833.07836,29339.82364,47028.28433,58544.56247,377156.5416,..,3023948.929,34793.54337,..,28242,..,..,..,..,..
0,1996Q1 [1996Q1],France,..,..,..,..,..,..,310915,407840.8882,..,..,..,..,..,..,0.74888189,0.728024234,133.6276389,70293,93962.30326,93866.31562,529320.5703,..,398240,96830.92002,..,96252.57026,..,..,..,..,..
0,1996Q1 [1996Q1],Germany,..,..,..,..,..,..,473800,621504.3109,..,..,..,..,..,..,0.806465006,0.805972983,116281.1183,114772.1357,142316.2588,144270.8579,737916.9305,0.839746175,577850,132990.9525,0.839158133,130051,158357.0566,154984.9076,..,..,..
0,1996Q1 [1996Q1],India,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.606019085,0.606019085,9769.915674,9852,16254.52154,16121.10217,..,..,..,288.6036979,..,312.09,..,..,..,..,..
0,1996Q1 [1996Q1],Italy,..,..,..,..,..,..,258419,338979.5747,..,..,..,..,..,..,0.665638304,0.666560789,156.6336219,158.3800634,238.1775277,235.124513,492177.7951,0.672390793,379593,61784,0.673353945,61951,91905.63349,92044.90056,..,..,..
0,1996Q1 [1996Q1],Japan,..,..,..,..,..,..,129901000,1228742.948,..,..,..,..,..,..,0.692108262,0.664115496,85534.44448,84538.10099,122146.7831,128814.2626,1257787.5,1.116644477,111304500,102755,1.141030717,101692,92018.85679,89182.94885,..,..,..
0,1996Q1 [1996Q1],United Kingdom,..,..,..,..,..,..,220567,337926.6507,..,..,..,..,..,..,0.769091623,0.972034775,240.9270728,76742,99761.1522,248.0570508,454719.8452,0.9150303,323457,41459.67711,0.766750238,41537,45349.14482,54178.87847,..,..,..
0,1996Q1 [1996Q1],United States,..,..,..,..,..,..,1967100,1967100,..,..,..,..,..,..,0.80434207,0.793588741,193060.2339,185852.2,231052.2493,243298.1511,2582812.237,0.863729957,2704500,152801,0.867716101,153832,176910.4927,177295.8058,..,..,..
0,1996Q2 [1996Q2],Brazil,..,..,..,..,..,..,207212.8511,208235.2202,..,..,..,..,..,..,0.734126984,0.719298246,12626.25557,12491,17014.63805,17555.16798,327468.6134,0.65751731,177141,11994.06183,0.665161776,12617,18240.19205,18967.20128,..,..,..
0,1996Q2 [1996Q2],Canada,..,..,..,..,..,..,213226,156248.7506,..,..,..,..,..,..,0.789674893,0.793750376,67.16180961,52095,65979.85297,53286.61203,275493.46,..,300588,51192.9,..,53.69148722,..,..,..,..,..
0,1996Q2 [1996Q2],China,..,..,..,..,..,..,1755778.819,210843.6523,..,..,..,..,..,..,0.596412728,0.630414772,34058.66547,33806.35725,56721.39199,54028.55472,384496.92,..,3082802.288,35793.95812,..,35787,..,..,..,..,..
0,1996Q2 [1996Q2],France,..,..,..,..,..,..,312203,399016.1025,..,..,..,..,..,..,0.697815728,0.686864301,105.0363142,67791,97165.40347,97280.20442,530635.0994,..,399229,89424.34819,..,90539.2068,..,..,..,..,..
0,1996Q2 [1996Q2],Germany,..,..,..,..,..,..,479990,613458.9964,..,..,..,..,..,..,0.788632118,0.78751066,111093.2436,111457.1975,141320.6274,141054.3609,747966.9543,0.818529751,585720,126084.828,0.819564166,127353,154022.312,155380.114,..,..,..
0,1996Q2 [1996Q2],India,..,..,..,..,..,..,3290940,94917.44919,..,..,..,..,..,..,0.60793427,0.60793427,9432.396735,9261,15232.86279,15513.47649,150811.0483,..,7862090,300.4284663,..,287.89,..,..,..,..,..
0,1996Q2 [1996Q2],Italy,..,..,..,..,..,..,261140,333754.208,..,..,..,..,..,..,0.637421318,0.636989295,160.6514865,161.9706185,254.1375177,252.2927661,492133.7109,0.64934857,379559,62224,0.645977008,63803,95840.37653,98826.03562,..,..,..
0,1996Q2 [1996Q2],Japan,..,..,..,..,..,..,131628000,1223878.046,..,..,..,..,..,..,0.688385383,0.673751356,87598.6701,87791.41844,127495.8863,129994.5677,1273404.679,1.09559777,112686500,100763,1.10559808,99646,91978.98774,90138.29586,..,..,..
0,1996Q2 [1996Q2],United Kingdom,..,..,..,..,..,..,225352,343585.1835,..,..,..,..,..,..,0.756272272,0.967340018,245.7007373,78153,103341.4133,253.9982058,456339.3411,0.908621634,324609,41569.89808,0.757915553,41429,45751.51259,54662.31703,..,..,..
0,1996Q2 [1996Q2],United States,..,..,..,..,..,..,2008200,2008200,..,..,..,..,..,..,0.807519195,0.795152463,195461.001,195716.1,242370.7843,245802.1507,2625882.983,0.867397061,2749600,155477,0.873239437,157052.2,179244.5797,179847.3024,..,..,..
0,1996Q3 [1996Q3],Brazil,..,..,..,..,..,..,217504.2559,214756.5869,..,..,..,..,..,..,0.716553288,0.708159287,13770.50471,14217,19844.56529,19441.44323,340621.6338,0.650098912,184256,11977.14166,0.659894658,12955,18422.40198,19630.22511,..,..,..
0,1996Q3 [1996Q3],Canada,..,..,..,..,..,..,216136,157754.3648,..,..,..,..,..,..,0.787423916,0.78794755,62.37206744,49357,62670.05815,55982.51485,277873.6499,..,303185,52531.6,..,51.4393181,..,..,..,..,..
0,1996Q3 [1996Q3],China,..,..,..,..,..,..,1819254.108,218940.8613,..,..,..,..,..,..,0.574763552,0.616139423,33045.80764,32737.20944,56999.07532,53820.73831,394653.2775,..,3164233.479,38789.15172,..,39894,..,..,..,..,..
0,1996Q3 [1996Q3],France,..,..,..,..,..,..,314222,408047.3898,..,..,..,..,..,..,0.694162969,0.687102126,133.0202905,63646,91774.06768,98328.58363,533638.9777,..,401489,93706.03158,..,86970.95111,..,..,..,..,..
0,1996Q3 [1996Q3],Germany,..,..,..,..,..,..,482470,626533.5469,..,..,..,..,..,..,0.794217401,0.795346743,113991.893,110483.6286,139139.2471,143328.6076,750482.6528,0.827436037,587690,133218.2613,0.827823639,128699,161010.043,155504.3022,..,..,..
0,1996Q3 [1996Q3],India,..,..,..,..,..,..,3353230,94107.84259,..,..,..,..,..,..,0.610599549,0.610599549,8978.631695,8919,14607.3463,14703.55077,149023.2807,..,7768890,292.6599419,..,286.39,..,..,..,..,..
0,1996Q3 [1996Q3],Italy,..,..,..,..,..,..,262821,341298.2638,..,..,..,..,..,..,0.639400193,0.635200308,192.0756799,189.1285281,296.3064663,302.4030737,492722.3643,0.657924307,380013,63232,0.659645916,59741,96105.76373,90690.02469,..,..,..
