,Column,Time,Country,"Core CPI,not seas.adj,,,","CPI Price, seas. adj.,,,","CPI Price, % y-o-y, not seas. adj.,,","Core CPI,seas.adj,,,","CPI Price,not seas.adj,,,","Stock Markets, US$, Billions","Total Reserves,,,,","Unemployment rate,Percent,,,","Industrial Production, constant US$, seas. adj.,,","Industrial Production, constant US$,,,","Imports Merchandise, Customs, current US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, current US$, millions, seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exchange rate, old LCU per USD extended forward, period average,,","Exchange rate, new LCU per USD extended backward, period average,,","Retail Sales Volume,Index,,,",Retail Sales Volume to CPI Correlaton,Stock Market Value to CPI Correlaton,US Stock Market to Stock Market,US Unemployment as leading/trailing
2204,2204,2013M05 [2013M05],France,105.3426124,105.4964916,0.812760337,104.3510638,106.3575168,96.93666647,55820.83393,10.11481481,30402083721.0,29419899951.0,50.258,53812.0,61153.82153,59639.56707,5.05473913,0.770562267,105.5620886,-1.3001178426435134,-0.1587471921881759,0.8098018524744964,1.313612312987013
2205,2205,2013M05 [2013M05],Germany,104.3102517,106.2567422,1.756198347,103.9226222,106.6088841,128.8783154,71889.35018,5.264496413,85158489769.0,91051426128.0,96816.8584,95977.96723,116467.9222,113965.0,1.507217391,0.770562267,100.2545404,-3.5951899032102417,-3.1821149682085896,1.0766400615499978,0.6837008328571428
2206,2206,2013M05 [2013M05],India,,131.4531122,8.933802255,,130.6196841,96.47204815,287897.0,8.2,47392908999.0,45931738379.0,41716.47172,43987.1,1356.765394,1371.03,54.99717391,54.99717391,,,0.0345606369334544,0.8059204648641021,1.0649350649350648
2207,2207,2013M05 [2013M05],Italy,109.1008772,107.6919477,1.137653314,106.2567422,107.9175705,67.71459979,55093.57218,12.13639904,36751231359.0,45146070324.0,62.38663427,64.9185694,42031.0,45037.0,1492.064348,0.770562267,89.41764721,-0.09035990547385,1.1023150583683212,0.5656828354674402,1.5761557194805196
2208,2208,2013M05 [2013M05],Japan,97.98590131,99.2768595,-0.31120332,97.29458918,99.68944099,122.6842436,1217188.73,4.14376635,134708000000.0,139037000000.0,70289.74818,66903.20911,59832.0,57126.0,100.9895652,100.9895652,90.15484315,-0.0650677823652685,-0.6270039680040285,1.0248952368034983,0.538151474025974
2209,2209,2013M05 [2013M05],United Kingdom,110.598816,111.3353128,2.742152201,109.6515049,112.1874573,119.7041797,100803.3577,7.7,38317219161.0,39078924352.0,83.38301889,50011.0,25454.86753,25738.30864,0.654218338,0.654218338,100.5905782,1.7167660532959947,4.476254166560732,1.0380688322096117,1.0
2210,2210,2013M05 [2013M05],United States,106.0776242,106.6233539,1.390388828,105.6034229,107.5029882,144.8938933,146718.0844,7.5,268413000000.0,266604000000.0,191689.2518,196685.4,129517.2,132968.7,1.0,1.0,110.3003933,-3.077207414060453,-2.921156621596543,1.2565128050598477,0.974025974025974
2211,2211,2013M06 [2013M06],Brazil,121.6852667,121.9350546,6.677545919,121.2016959,122.2253653,59.22991469,369402.0,7.237222381,43893237334.0,47761009883.0,19069.98791,18831.0,19789.36571,21127.0,2.17425,2.17425,117.2505784,0.5976264075704208,-0.4367909285322123,0.5136389433369404,0.9398990105194804
2212,2212,2013M06 [2013M06],Canada,105.0179211,105.8721934,1.155115512,104.4603033,106.8635969,106.0248397,68770.85477,7.1,19394013294.0,19016525710.0,49.7716,37076.0,38331.8,40.39237346,1.0318,1.0318,106.8694196,-1.9245517597202089,-0.6129934160241651,0.9194422601485007,0.922077922077922
2213,2213,2013M06 [2013M06],China,105.7549234,112.9120918,2.560382479,105.8295964,111.6604478,74.35735334,3516998.913,4.099503844,336646000000.0,345294000000.0,153293.0106,148731.7837,174114.8803,174235.0,6.1346,6.1346,,,-6.33982469203657,0.6448233565552872,0.5324030966233766
2214,2214,2013M06 [2013M06],France,105.4925054,105.6984903,0.934010152,104.4787234,106.5284753,94.69580827,55458.86146,10.09259259,30020178218.0,31429993408.0,48.473,54348.0,62366.42111,64398.8596,4.96955,0.757591055,104.5599168,-1.3543090934555315,-0.0859117836840375,0.8211974498496496,1.3107263103896105
2215,2215,2013M06 [2013M06],Germany,104.569515,106.4724919,1.962809917,104.0838259,106.7172264,127.6049403,71830.69435,5.376229324,86657138139.0,96430404041.0,97269.45164,98794.72504,118453.8664,121265.0,1.4818,0.757591055,99.62466891,-10.034627196555602,-4.522637429297579,1.1065838443851614,0.6982116005194805
2216,2216,2013M06 [2013M06],India,,132.7650138,9.382166449,,132.8068044,87.23631926,282453.0,8.2,45898890408.0,43895142432.0,36268.41419,35304.36,1396.19961,1401.44,58.3788,58.3788,,,-0.0420412330524287,0.7565091234695881,1.0649350649350648
2217,2217,2013M06 [2013M06],Italy,109.2105263,107.9391835,1.199755691,106.2567422,108.2429501,64.17082645,54897.81271,12.09819261,36714443340.0,42221461753.0,68.00599669,69.9699391,43413.0,43978.0,1466.915,0.757591055,89.32911489,-0.0870436697117055,1.3254130469843035,0.556486290134756,1.5711938454545453
2218,2218,2013M06 [2013M06],Japan,97.88519637,99.48347107,0.208116545,97.39478958,99.68944099,115.0841359,1210646.099,3.853339331,133356000000.0,143250000000.0,66304.99794,64127.30618,61361.0,62306.0,97.293,97.293,90.79488768,-0.1162293521897464,-0.5805703670196982,0.9980040367760463,0.5004336793506493
2219,2219,2013M06 [2013M06],United Kingdom,110.3483607,111.3377935,2.93180463,109.5609866,111.9677096,115.314299,101332.6031,7.7,38556701781.0,38182431823.0,76.11883045,51877.0,25617.94659,25710.45679,0.645375129,0.645375129,101.3862099,1.4279461675161829,2.41633752631532,0.9832473131302458,1.0
2220,2220,2013M06 [2013M06],United States,106.1585017,106.877161,1.715793527,105.7638703,107.760964,143.5910293,148426.5335,7.5,268960000000.0,273729000000.0,181427.1009,184930.5,132138.7,134550.4,1.0,1.0,110.4303656,-5.949300652703344,-4.203652731611981,1.2243537442726977,0.974025974025974
2221,2221,2013M07 [2013M07],Brazil,121.9286359,122.4012713,6.2558802,121.7865052,122.2618758,54.23375333,371966.0,7.169559039,43552979680.0,50719656513.0,20967.68091,22713.0,19228.80118,20801.0,2.250695652,2.250695652,109.3460365,0.4766995967390759,-0.5574159887874269,0.46243347707200666,0.9311115635064935
2222,2222,2013M07 [2013M07],Canada,104.9283154,106.044905,1.320132013,104.5495094,106.9504778,107.406264,69629.92386,7.2,19472703111.0,18448594788.0,50.369,36598.0,37163.9,39.26305794,1.040434783,1.040434783,106.3145376,-2.277654895550856,-0.7786275347693399,0.9158180850698996,0.935064935064935
2223,2223,2013M07 [2013M07],China,105.9628009,113.0611722,2.57826197,105.949907,111.7653918,70.59349526,3568409.736,4.044288415,341421000000.0,308680000000.0,166096.1394,169472.3114,177303.4275,185915.0,6.134217391,6.134217391,,,-6.890804500167852,0.601927645927655,0.5252322616883116
2224,2224,2013M07 [2013M07],France,105.1284797,105.7941739,1.056159236,104.6489362,106.2079282,96.1385536,55886.05232,9.951851852,29782614953.0,31571376128.0,46.511,57376.0,63957.5381,66663.59528,5.010130435,0.763760187,107.9986989,-1.843467258025984,-0.1541015430130758,0.8197420036818515,1.2924482924675325
2225,2225,2013M07 [2013M07],Germany,104.9800151,106.5803668,1.855670103,104.1053197,107.1505959,127.7148324,71189.63458,5.143159071,85334801342.0,97799598419.0,98827.19187,99811.43465,119759.8527,121228.0,1.493782609,0.763760187,101.6038226,-5.880712113645654,-3.6435536678508496,1.0889826057406782,0.6679427364935066
2226,2226,2013M07 [2013M07],India,,133.8128321,9.786321376,,134.872418,87.77182226,277572.0,8.2,47576338352.0,45368424606.0,37240.48215,38326.45,1581.959239,1544.3,59.74534783,59.74534783,,,-0.0356640769652604,0.7484016219505484,1.0649350649350648
2227,2227,2013M07 [2013M07],Italy,106.6885965,108.0598857,1.213007383,106.364617,108.35141,63.10672667,55263.5926,12.07863193,36604079282.0,47823528874.0,65.79031009,69.96188189,42625.0,50278.0,1478.863913,0.763760187,90.17716372,-0.1834619593827046,1.3906306667356625,0.538090418766907,1.5686534974025974
2228,2228,2013M07 [2013M07],Japan,97.88519637,99.79338843,0.625,97.49498998,99.89648033,122.7553609,1222958.137,3.91459524,135385000000.0,153856000000.0,68468.51593,70159.98063,58429.0,59782.0,99.64304348,99.64304348,89.42667479,-0.0588750050962558,-0.959992253472063,1.046694814294094,0.5083889922077922
2229,2229,2013M07 [2013M07],United Kingdom,110.291439,111.6802456,2.775979157,109.8778004,111.9176117,117.279038,104005.1442,7.7,38596615551.0,39160423673.0,72.32258544,52184.0,25689.53669,25105.82716,0.658466504,0.658466504,102.6314177,1.9115020169821388,3.711119253531868,0.9755642881734538,1.0131578947368423
2230,2230,2013M07 [2013M07],United States,106.2275656,107.086368,1.885471805,106.0040882,107.8034215,146.9760824,150249.3009,7.3,267814000000.0,268725000000.0,192416.5117,197311.7,130855.3,127280.9,1.0,1.0,111.1225321,-11.818528490341622,-5.960402528951728,1.2225937358479944,0.9605263157894737
2231,2231,2013M08 [2013M08],Brazil,122.4285443,122.9974161,6.071931479,122.4409728,122.5552756,55.3350111,367002.0,7.056601336,43808172921.0,52598162309.0,19275.23058,20208.0,19497.05997,21422.0,2.346181818,2.346181818,110.280618,0.5210017896627999,-0.5684744649925533,0.46029419779894226,0.9285001757894737
2232,2232,2013M08 [2013M08],Canada,104.9283154,106.1312608,0.986031224,104.5495094,106.9504778,108.5371912,69795.05858,7.1,19642188870.0,19291330995.0,48.686,35781.0,39081.2,39.0179851,1.040545455,1.040545455,107.1160091,-1.645858365191934,-0.6396110353645847,0.9028468299115315,0.9342105263157895
2233,2233,2013M08 [2013M08],China,106.0722101,113.4063593,2.503663848,106.1358416,112.3250933,72.86002078,3572963.35,4.049465159,346670000000.0,315480000000.0,162843.7669,163478.3706,181966.4171,190493.0,6.121727273,6.121727273,,,-10.61443472665914,0.6060727945990122,0.5328243630263159
2234,2234,2013M08 [2013M08],France,105.7815846,105.9217521,0.840080972,104.7021277,106.6994337,102.035325,56537.23035,9.896296296,29647294106.0,22959324346.0,42.946,45574.0,64538.57363,52046.9411,4.925318182,0.750764582,108.1116682,-1.5280965169815868,-0.3453496456492075,0.8487622417415465,1.3021442494736841
2235,2235,2013M08 [2013M08],Germany,105.1636599,106.4724919,1.543209877,104.1483074,107.1505959,132.6159861,71643.80113,5.082437993,87009761286.0,89388832955.0,99722.30785,94792.69756,120131.6312,112419.0,1.468681818,0.750764582,101.4973196,-2.3650820523763,-2.6362939748613488,1.103141893780431,0.6687418411842105
2236,2236,2013M08 [2013M08],India,,135.1628738,9.923853774,,136.5735115,78.80956185,275492.0,8.2,48206685260.0,45195097292.0,37899.18698,37026.02,1693.094867,1664.79,62.89070455,62.89070455,,,-0.1019957254799647,0.6555629669085197,1.0789473684210527
2237,2237,2013M08 [2013M08],Italy,106.6885965,108.2642888,1.197036189,106.4724919,108.7852495,68.7021053,55065.92385,12.94207063,36052258991.0,25703602082.0,67.38628707,55.58107158,43579.0,32738.0,1453.851818,0.750764582,90.62625318,-0.2295235002964286,1.110568348108055,0.571485933002044,1.702904030263158
2238,2238,2013M08 [2013M08],Japan,98.08660624,100.0,0.938477581,97.49498998,100.2070393,119.9025242,1221157.164,4.092651813,135790000000.0,137293000000.0,68888.03182,69057.2649,61624.0,59116.0,97.79590909,97.79590909,90.06543675,-0.1294193491296993,-1.05614145745275,0.9973872796549824,0.5385068175
2239,2239,2013M08 [2013M08],United Kingdom,110.701275,111.8038575,2.681009332,109.9456891,112.401512,120.2166166,105937.1559,7.6,38357132931.0,36144948801.0,68.99403389,51564.0,25600.0623,24969.01235,0.644942722,0.644942722,102.0574165,2.118070537426575,5.552161941791868,0.9707754451269175,1.027027027027027
2240,2240,2013M08 [2013M08],United States,106.439301,107.3420143,1.538809489,106.2107663,107.9331017,145.1151401,148582.9425,7.2,269582000000.0,275940000000.0,188195.1631,193050.7,131165.1,132584.0,1.0,1.0,110.6747646,-4.006764719120171,-3.4391397806064488,1.1718364624581565,0.9729729729729729
2241,2241,2013M09 [2013M09],Brazil,123.0162016,123.5024427,5.852719125,123.0875131,122.9841919,61.41180914,368654.0,7.000199617,44020833954.0,50390917998.0,18509.93322,18882.0,20112.76998,20845.0,2.266761905,2.266761905,111.0983768,0.5719176743712718,-0.5055973437837833,0.4959137766478516,0.9459729212162161
2242,2242,2013M09 [2013M09],Canada,105.2867384,106.3039724,0.984413454,104.6387154,107.1242398,110.8952463,71267.31514,7.0,19803603879.0,19731019451.0,50.7626,35265.0,39687.5,38.98035745,1.035428571,1.035428571,106.6719151,-1.604112942422422,-0.7325639448662932,0.8955033433318373,0.9459459459459459
2243,2243,2013M09 [2013M09],China,106.4989059,113.8950208,2.92295785,106.3874002,113.2229478,76.82115633,3682854.015,4.046823052,348249000000.0,328627000000.0,160215.8203,171946.3745,175258.2431,185313.0,6.120047619,6.120047619,,,-1.6807695386963963,0.6203476219893903,0.5468679799999999
2244,2244,2013M09 [2013M09],France,105.5139186,106.0599617,0.879765396,104.8404255,106.4536809,104.2916723,58801.84286,9.851851852,29737508004.0,30916712663.0,44.059,56494.0,62573.53065,64183.82936,4.909904762,0.74850629,107.5468215,-1.5335232072991165,-0.4378374177120365,0.8421780404695163,1.3313313313513513
2245,2245,2013M09 [2013M09],Germany,105.1420547,106.6882416,1.435897436,104.3202579,107.1505959,135.6961529,71522.73449,5.231563426,86745293926.0,98973193600.0,96348.04111,98514.87018,119730.5927,125650.0,1.464047619,0.74850629,101.9233315,-2.02863232520176,-2.522494521787789,1.0957760828672978,0.7069680305405405
2246,2246,2013M09 [2013M09],India,,136.5092896,10.48256105,,138.1530984,82.00937866,277234.0,8.2,48380237458.0,45801742893.0,34327.44341,34258.24,1709.557582,1793.72,63.79188095,63.79188095,,,-0.0726832211575157,0.6622436508768242,1.108108108108108
2247,2247,2013M09 [2013M09],Italy,109.3201754,108.3160914,0.886851429,106.5803668,108.4598698,70.94697541,55504.74162,12.33440156,36677655320.0,43251253503.0,68.57683316,77.34818099,44064.0,43024.0,1449.299524,0.74850629,90.3567995,-0.1474160545203073,0.799450134163172,0.5729123276128802,1.6668110216216214
2248,2248,2013M09 [2013M09],Japan,98.08660624,100.2066116,1.147028154,97.49498998,100.5175983,123.7476843,1242092.7,3.916881945,136872000000.0,149933000000.0,67739.58669,69701.92883,59713.0,60185.0,99.19666667,99.19666667,90.5216953,-0.2061886654783046,-1.4045469900902832,0.9992895883060293,0.529308370945946
2249,2249,2013M09 [2013M09],United Kingdom,111.2363388,112.1168522,2.645106205,110.3982802,112.8000182,123.8356586,108643.62,7.4,38796184401.0,39323422315.0,70.48467579,51205.0,25372.82747,24920.16049,0.63003482,0.63003482,103.0906187,2.422006845897879,7.194707787616019,0.9825128565509067,1.027777777777778
2250,2250,2013M09 [2013M09],United States,106.6773897,107.3824763,1.094734108,106.3757461,108.0586283,145.8265488,150746.4163,7.2,270971000000.0,274251000000.0,189142.6989,191940.9,130593.7,128377.6,1.0,1.0,110.8503547,-2.197340540705555,-2.2995948754166045,1.1569887110242105,1.0
2251,2251,2013M10 [2013M10],Brazil,123.6435829,124.2231481,5.848341716,123.800036,123.685128,64.1229873,364505.0,6.960321495,43595511887.0,52879938179.0,21809.31261,23050.0,21662.53416,22818.0,2.190956522,2.190956522,111.661457,0.5868726495283764,-0.46202835567111,0.5087521650464296,0.9667113187499999
2252,2252,2013M10 [2013M10],Canada,105.5555556,106.2176166,0.654664484,104.7279215,106.8635969,112.715908,71372.6208,7.0,20080027081.0,20152387554.0,48.171,34941.0,38906.2,39.56907802,1.036565217,1.036565217,106.3248105,-1.2065111070936856,-0.6528134990635867,0.894288688733224,0.9722222222222222
2253,2253,2013M10 [2013M10],China,106.8161926,114.2214483,3.18373498,106.6170841,113.3395522,77.11671821,3756638.995,4.049038384,351362000000.0,315170000000.0,161565.3314,155505.5556,183465.6516,185294.0,6.104347826,6.104347826,,,-1.1004245624861904,0.611844503860364,0.5623664422222222
2254,2254,2013M10 [2013M10],France,105.503212,105.9111206,0.565313951,104.893617,106.3147772,109.2325296,57327.60173,9.818518519,29770586433.0,32819232311.0,43.058,61518.0,67142.60127,75414.59412,4.80973913,0.73322678,110.4355588,-1.3971154807012665,-0.514241814503818,0.8666515436578578,1.3636831276388888
2255,2255,2013M10 [2013M10],Germany,104.9584099,106.4724919,1.12704918,104.1590543,106.9339112,143.4353199,71371.84137,5.179663613,86128203420.0,101516000000.0,101557.6634,109886.8757,123875.5981,134449.0,1.434086957,0.73322678,104.114202,-1.5865140983773711,-2.252331108200318,1.1380166866189065,0.7193977240277777
2256,2256,2013M10 [2013M10],India,,137.7632447,10.82251326,,139.4896719,88.5663363,281543.0,8.2,47514129394.0,45801742893.0,36440.69472,38075.02,1721.490027,1693.2,61.58217391,61.58217391,,,-0.0259719432704083,0.702685842318129,1.1388888888888888
2257,2257,2013M10 [2013M10],Italy,109.5394737,108.095144,0.689546154,106.5803668,108.2429501,77.83066242,55122.62912,12.14671569,36861595417.0,46052287064.0,68.84799635,66.92417864,44573.0,49523.0,1419.734348,0.73322678,92.50711684,-0.2758985199493968,0.4808894088536313,0.617508941495818,1.6870438458333334
2258,2258,2013M10 [2013M10],Japan,98.28801611,100.2066116,1.147028154,97.59519038,100.621118,125.1596897,1245466.966,4.060714823,137278000000.0,150950000000.0,71409.84275,73632.75113,61012.0,62422.0,97.82869565,97.82869565,88.87121,-0.0344055391202884,-1.4679265077604615,0.9930177272232966,0.563988169861111
2259,2259,2013M10 [2013M10],United Kingdom,111.3957195,112.1417896,2.128612535,110.454854,112.8637792,126.0397335,110854.7122,7.2,38756270631.0,41890650922.0,70.22517783,49974.0,24858.01869,25225.24691,0.62145802,0.62145802,106.7614469,29.21488603339304,-6.96278922559478,0.9815490237620017,1.0
2260,2260,2013M10 [2013M10],United States,106.8500495,107.4399507,0.876799143,106.4759125,107.7803468,146.0122986,150172.1069,7.2,270496000000.0,271133000000.0,194280.1507,205089.7,134237.6,142061.3,1.0,1.0,111.5315627,-1.8504178130921725,-1.977400490989108,1.1370876878922938,1.0
2261,2261,2013M11 [2013M11],Brazil,124.3483511,124.8371449,5.804472655,124.5345192,124.3531718,59.56310179,362410.0,6.881552935,43765640714.0,49827366259.0,18592.8385,19129.0,21565.1485,20854.0,2.298047619,2.298047619,111.8960399,0.5997887333637877,-0.5432971240042046,0.46385455435933015,0.9557712409722222
2262,2262,2013M11 [2013M11],Canada,105.2867384,106.3903282,0.900900901,104.8171276,106.8635969,114.2962877,71921.07201,7.0,20009408015.0,20647037067.0,50.4778,35008.0,38293.9,39.63216351,1.048857143,1.048857143,106.5536505,-1.4796911935264352,-0.8193426055698585,0.8900955793559804,0.9722222222222222
2263,2263,2013M11 [2013M11],China,106.8161926,114.379227,2.991093234,106.7155201,113.2229478,76.32061467,3809540.582,4.048267314,353920000000.0,312116000000.0,161897.4042,169441.1797,188353.6647,202083.0,6.093619048,6.093619048,,,-1.5346849149504207,0.5943556269281893,0.5622593491666666
2264,2264,2013M11 [2013M11],France,105.503212,106.0068042,0.717171717,105.0425532,106.2720376,109.6611932,55874.13306,9.796296296,30305855563.0,31061168920.0,44.518,55811.0,64431.90815,65793.37691,4.859904762,0.740834447,111.1315813,-1.60348947122503,-0.5749768191445708,0.8539992440561314,1.3605967077777776
2265,2265,2013M11 [2013M11],Germany,105.3581074,106.6882416,1.331967213,105.2444922,107.1505959,147.9172499,71668.92108,5.070348049,87626851791.0,101516000000.0,100375.2007,102605.92,123726.1557,126786.0,1.449095238,0.740834447,105.3172023,-2.184382733400529,-2.920554620900948,1.1519227167907733,0.7042150068055555
2266,2266,2013M11 [2013M11],India,,139.811021,11.63604602,,141.3122722,87.79677453,290677.0,8.2,47917221905.0,44155133404.0,34952.01306,33772.92,1625.861308,1515.83,62.5552381,62.5552381,,,-0.0283697481391253,0.6837275511168394,1.1388888888888888
2267,2267,2013M11 [2013M11],Italy,109.2105263,108.088924,0.613549664,106.6882416,107.9175705,77.44905062,54980.21663,12.26280823,36714443340.0,42015503403.0,67.95174673,61.32841174,43052.0,43943.0,1434.561905,0.740834447,92.32265599,-0.249329657537415,0.4724438264161871,0.6031434525950885,1.703167809722222
2268,2268,2013M11 [2013M11],Japan,98.28801611,100.5165289,1.459854015,97.69539078,100.7246377,127.2809039,1245810.095,3.936260189,137819000000.0,147899000000.0,70604.55966,71920.59231,59935.0,58947.0,100.1090476,100.1090476,89.85866789,-0.2076549293066819,-2.0833476594909053,0.9912147820162611,0.5467028040277777
2269,2269,2013M11 [2013M11],United Kingdom,111.6120219,112.3030774,2.030790792,110.8169269,112.9241244,128.409005,109683.4245,7.2,38716356861.0,41116407374.0,71.88911923,53420.0,24638.30915,25152.83951,0.620511149,0.620511149,107.120913,-46.92314445050203,-5.478240237136883,0.9974408193603668,1.0
2270,2270,2013M11 [2013M11],United States,106.8868533,107.6381226,1.232870196,106.6744322,107.5602136,151.5659576,148121.7475,6.9,271290000000.0,270583000000.0,188566.5345,188617.8,134981.2,136200.3,1.0,1.0,111.7856459,-2.6677989608004737,-2.848371065494626,1.1773167538809493,0.9583333333333334
2271,2271,2013M12 [2013M12],Brazil,125.2685296,125.7519149,5.925882832,125.3852958,125.497168,56.17141382,358808.0,6.665140432,42064352445.0,42313343072.0,19535.4144,18204.0,20693.17592,20842.0,2.347204545,2.347204545,113.8899945,0.6305039767433427,-0.5786815428505938,0.4363218998951906,0.9257139488888889
2272,2272,2013M12 [2013M12],Canada,104.9283154,106.7357513,1.31147541,105.0847458,106.602954,112.218915,71826.62782,7.2,19837904568.0,19382932757.0,47.3467,34796.0,38093.3,39.58851694,1.063727273,1.063727273,106.09337,-2.223601630808948,-1.021095809168529,0.8716812853220952,1.0
2273,2273,2013M12 [2013M12],China,106.8161926,114.4153245,2.54526254,106.846768,113.5611007,76.59901207,3841374.431,4.04284867,355622000000.0,308322000000.0,164725.8179,183889.7619,185081.7182,207367.0,6.074454545,6.074454545,,,-6.132147870445388,0.5949970670771526,0.5615067597222222
2274,2274,2013M12 [2013M12],France,105.9207709,106.1556453,0.756811302,105.0638298,106.6353243,108.7568698,55069.12473,9.785185185,29926957190.0,30332740558.0,45.049,54754.0,66949.14943,65099.58799,4.787136364,0.729774204,110.5515626,-1.6095238365664228,-0.5578974340652563,0.8447892055886635,1.3590534979166666
2275,2275,2013M12 [2013M12],Germany,105.7470023,106.7961165,1.43442623,104.7608812,107.5839653,151.2206191,73234.82566,5.086605806,87803163364.0,89975630546.0,100748.3482,92587.54234,122605.0936,111553.0,1.427409091,0.729774204,104.442293,-2.404881969402346,-3.4229267809051724,1.1746342728789614,0.706473028611111
2276,2276,2013M12 [2013M12],India,,138.8488696,9.603901227,,139.1251519,90.21939099,293877.0,8.2,48082372952.0,48054997983.0,36445.81043,36580.09,1575.428434,1634.0,61.85406818,61.85406818,,,-0.0174616871870074,0.7007958925564363,1.1388888888888888
2277,2277,2013M12 [2013M12],Italy,109.3201754,108.1596016,0.598234096,106.6882416,108.1344902,75.99301655,55023.85949,12.21936032,36346563146.0,35795561233.0,71.56968048,66.36669225,45859.0,42994.0,1413.054545,0.729774204,92.32265599,-0.24673291556028,0.5138751276527365,0.5902898842125434,1.6971333777777777
2278,2278,2013M12 [2013M12],Japan,98.28801611,100.7231405,1.5625,97.79559118,100.8281573,129.216903,1238543.833,3.604754874,137819000000.0,150078000000.0,70670.28629,71587.91216,57699.0,59049.0,103.5977273,103.5977273,89.85866789,-0.2497561236039657,-2.468752362507981,1.0037163172748595,0.5006603991666667
2279,2279,2013M12 [2013M12],United Kingdom,111.6575592,112.5392991,2.026014586,110.7829826,113.3909459,128.73847,107272.9588,7.2,38836098171.0,39730918919.0,71.65613541,50547.0,24502.03123,24968.91358,0.610443192,0.610443192,106.8812689,-41.14483698206249,-5.457808412343693,0.9716968970090188,1.0434782608695652
2280,2280,2013M12 [2013M12],United States,106.7764419,107.922736,1.512838367,106.8557287,107.5509837,153.7141928,147628.2562,6.7,272114000000.0,271374000000.0,187711.4573,182462.7,133370.2,131915.5,1.0,1.0,112.2066543,-4.083937433137872,-3.8836033744980782,1.1602095641652885,0.9710144927536232
2281,2281,2014M01 [2014M01],Brazil,125.8948722,126.1009086,5.578165191,125.7866197,126.1872496,53.49739737,360936.0,6.683036545,42829932166.0,43487409195.0,20682.35375,20091.0,19956.40312,16022.0,2.382043478,2.382043478,110.2827349,0.5943639626687217,-0.6893024641163407,0.4037895977984471,0.9685560210144928
2282,2282,2014M01 [2014M01],Canada,105.1075269,106.9948187,1.474201474,105.2631579,106.9504778,112.2305613,72663.60446,7.0,19910541322.0,20024145088.0,51.77,33902.0,36951.4,38.76843188,1.093434783,1.093434783,101.6370125,-2.113123370164094,-1.2013098040438284,0.8470979044942082,1.0144927536231882
2283,2283,2014M01 [2014M01],China,107.1334792,114.6973953,2.517488771,106.9998906,114.7038246,72.36430439,3886464.096,4.083442391,357635000000.0,357832000000.0,185102.0314,176922.8227,209609.9707,207037.0,6.051565217,6.051565217,,,-9.604036781326,0.5461939234634303,0.5918032450724637
2284,2284,2014M01 [2014M01],France,104.9250535,106.1237508,0.655440153,105.1170213,106.0369698,110.6193132,58691.02232,9.8,29445816399.0,31091904294.0,44.092,57641.0,71358.8916,65295.95217,4.815391304,0.734042439,111.657595,-1.5691578710326357,-0.5855161333941333,0.834936467597516,1.4202898550724639
2285,2285,2014M01 [2014M01],Germany,104.7639624,107.0118662,1.431492843,105.1370231,107.0422535,154.842565,72749.25844,5.219698842,87186072859.0,91833822916.0,106533.6104,102172.5666,130850.9146,122138.0,1.435826087,0.734042439,105.3763998,-2.534431599351321,-3.62289154457408,1.1687263328158033,0.7564780930434781
2286,2286,2014M01 [2014M01],India,,138.3525719,8.189141206,,138.0315917,89.7522297,291070.0,9.3,48824344487.0,48661643584.0,36430.99309,36346.32,1660.739829,1669.32,62.08323913,62.08323913,,,-0.0262666435416657,0.6774351372913683,1.3478260869565217
2287,2287,2014M01 [2014M01],Italy,106.25,108.3176102,0.607783861,106.7961165,108.35141,80.71575381,55235.64415,12.76770547,36935171456.0,39090894833.0,71.28245238,66.15789144,45473.0,41081.0,1421.404783,0.734042439,92.489396,-0.259294654154771,0.3684159684293558,0.6092292965492047,1.8503920971014491
2288,2288,2014M01 [2014M01],Japan,97.78449144,100.6198347,1.352757544,97.69539078,100.621118,128.2535831,1247562.646,3.700210608,140118000000.0,144267000000.0,74135.02752,77467.2839,55735.0,50616.0,103.8765217,103.8765217,88.92631663,-0.0516745066997602,-1.9225000630959856,0.9680370500640432,0.5362624069565217
2289,2289,2014M01 [2014M01],United Kingdom,110.8720401,112.6956341,1.927198267,110.8735008,112.6964066,132.4883,109017.1546,6.9,38836098171.0,39445671296.0,73.98077875,48222.0,24529.7144,24347.74074,0.607049571,0.607049571,109.8431915,-14.43477937392343,-4.7628866845576034,0.9949149371995499,1.0147058823529413
2290,2290,2014M01 [2014M01],United States,106.9431949,108.1843596,1.557758796,106.9472835,107.9511,155.1270884,147416.4987,6.6,270983000000.0,271068000000.0,193278.6601,186070.1,132540.7,126619.2,1.0,1.0,110.8753298,-4.1929939411870025,-4.185123863151791,1.1649199017078113,0.9705882352941176
2291,2291,2014M02 [2014M02],Brazil,126.8894409,126.7447011,5.67303124,126.5688769,127.0579103,51.59352356,362691.0,6.612673233,43085125406.0,43346521260.0,20393.21186,18061.0,19534.90486,15928.0,2.38095,2.38095,110.6220663,0.5877521032527315,-0.702033568915565,0.38743924748525643,0.9724519460294118
